ORIGIN_AIRPORT_ID,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,2019,2020,2021,2022
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,622,Boeing 757-200,2705.0,470.0,585.0,532.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,79417.0,,,
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,1001.0,124.0,,
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,143.0,,131.0,852.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,179.0,62.0,483.0,327.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,888,Boeing 737-900ER,230.0,,571.0,691.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",19805.0,American Airlines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,607.0,,,
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20304.0,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,1886.0,20.0,,
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20304.0,SkyWest Airlines Inc.,631,Canadair RJ-700,6613.0,,,687.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20363.0,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,57413.0,9782.0,6571.0,507.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20363.0,Endeavor Air Inc.,631,Canadair RJ-700,4057.0,2242.0,2198.0,16550.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20363.0,Endeavor Air Inc.,638,Canadair CRJ 900,40477.0,49172.0,99319.0,75171.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20397.0,PSA Airlines Inc.,629,Canadair RJ-200ER /RJ-440,4324.0,1396.0,,
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20397.0,PSA Airlines Inc.,631,Canadair RJ-700,52499.0,14751.0,29124.0,17110.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20397.0,PSA Airlines Inc.,638,Canadair CRJ 900,21538.0,24522.0,19617.0,43403.0
10208,AGS,"Augusta, GA: Augusta Regional at Bush Field",20398.0,Envoy Air,631,Canadair RJ-700,292.0,,,
