ORIGIN_AIRPORT_ID,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
13434,"Mountain Village, AK: Mountain Village Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,3.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,4.0,,8.0,1.0,36.0
13710,"Nightmute, AK: Nightmute Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,7.0,11.0,4.0,13.0,8.0,6.0,12.0,6.0,10.0,5.0,13.0,9.0,104.0
13770,"Nunapitchuk, AK: Nunapitchuk Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,11.0,14.0,14.0,27.0,33.0,26.0,28.0,37.0,49.0,54.0,50.0,22.0,365.0
13894,"Toksook, AK: Toksook Bay",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,6.0,25.0,7.0,17.0,10.0,11.0,8.0,11.0,18.0,6.0,19.0,4.0,142.0
14234,"Pilot Station, AK: Pilot Station Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,9.0,4.0,7.0,5.0,8.0,5.0,4.0,5.0,2.0,3.0,10.0,2.0,64.0
14718,"Scammon Bay, AK: Scammon Bay Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,1.0,5.0,1.0,1.0,2.0,,,,,,,,10.0
15085,"Sheldon Point, AK: Nunam Iqua",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,35.0,59.0,39.0,55.0,49.0,73.0,33.0,57.0,63.0,71.0,71.0,44.0,649.0
15282,"Tununak, AK: Tununak Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,12.0,19.0,7.0,9.0,8.0,4.0,3.0,8.0,11.0,5.0,11.0,6.0,103.0
15862,"Tuntutuliak, AK: Tuntutuliak Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,34.0,31.0,24.0,33.0,37.0,20.0,21.0,37.0,40.0,27.0,46.0,22.0,372.0
15887,"Newtok, AK: Newtok Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,2.0,5.0,6.0,12.0,15.0,9.0,13.0,13.0,8.0,8.0,8.0,8.0,107.0
15554,"Chevak, AK: Chevak Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,8.0
15798,"Napakiak, AK: Napakiak Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,,1.0,,,,,,,,1.0,,1.0,3.0
12195,"Hooper Bay, AK: Hooper Bay Airport",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,,,,,,2.0,,1.0,,,,,3.0
11952,"Goodnews Bay, AK: Goodnews",20455.0,Grant Aviation,26,Gipps Aero Ga8 Airvan,,,,,,,,,1.0,,,,1.0
12652,"Kenmore, WA: Kenmore Air Harbor",20272.0,Kenmore Air Harbor,30,Cessna 180,,,,,,,,2.0,,,,,2.0
14270,"Port Alexander, AK: Port Alexander Airport",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,9.0,9.0,9.0,8.0,9.0,7.0,51.0
14276,"Port Armstrong, AK: Port Armstrong Airport",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,4.0,6.0,1.0,3.0,5.0,1.0,20.0
14828,"Sitka, AK: Sitka Rocky Gutierrez",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,9.0,8.0,10.0,8.0,9.0,7.0,51.0
16929,"Deer Park, AK: Deer Park Airport",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,2.0,,,2.0,2.0,3.0,9.0
10697,"Baranof, AK: Warm Spring Bay Seaplane Base",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,,,1.0,,2.0,,3.0
13057,"Little Port Walter, AK: Little Port Walter Airport",22083.0,Baranautica Air Service LLC,33,Cessna 185A/B/C Skywagon,,,,,,,,,,1.0,,,1.0
11630,"Fairbanks, AK: Fairbanks International",20333.0,Wright Air Service,34,Helio H-250/295/395,1.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,,,,19.0
12235,"Hughes, AK: Hughes Airport",20333.0,Wright Air Service,34,Helio H-250/295/395,1.0,,,,,,,,,,,,1.0
11559,"Nenana, AK: Nenana Municipal",20333.0,Wright Air Service,34,Helio H-250/295/395,,1.0,,,,,,,,,,,1.0
12214,"Huslia, AK: Huslia Airport",20333.0,Wright Air Service,34,Helio H-250/295/395,,1.0,,,,,,,,,,,1.0
13016,"Lake Minchumina, AK: Lake Minchumina Airport",20333.0,Wright Air Service,34,Helio H-250/295/395,,1.0,,,,,,,,,,,1.0
10056,"Kodiak Island, AK: Trident Basin Seaplane Base",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,3.0,9.0,3.0,5.0,9.0,18.0,17.0,12.0,11.0,2.0,4.0,,93.0
10204,"Angoon, AK: Angoon Seaplane Base",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,2.0,8.0,9.0,17.0,15.0,6.0,7.0,7.0,4.0,4.0,5.0,1.0,85.0
10241,"Akiak, AK: Akiak Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,1.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,,9.0
10241,"Akiak, AK: Akiak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,27.0,27.0,41.0,60.0,75.0,49.0,50.0,66.0,45.0,51.0,65.0,26.0,582.0
10245,"King Salmon, AK: King Salmon Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,17.0,,10.0,32.0,39.0,77.0,41.0,31.0,34.0,29.0,,32.0,342.0
10245,"King Salmon, AK: King Salmon Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,38.0,44.0,44.0,36.0,92.0,106.0,75.0,70.0,70.0,63.0,64.0,16.0,718.0
10278,"Lazy Bay, AK: Alitak Seaplane Base",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,2.0,2.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,,23.0
10304,"Aniak, AK: Aniak Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,167.0,129.0,129.0,206.0,177.0,178.0,129.0,130.0,115.0,87.0,133.0,69.0,1649.0
10313,"Anvik, AK: Anvik Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,3.0,5.0,7.0,9.0,19.0,18.0,9.0,8.0,6.0,4.0,2.0,5.0,95.0
10405,"Atmautluak, AK: Atmautluak Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,3.0,4.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,,17.0
10405,"Atmautluak, AK: Atmautluak Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,9.0,9.0,15.0,22.0,36.0,32.0,20.0,31.0,15.0,22.0,24.0,8.0,243.0
10405,"Atmautluak, AK: Atmautluak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,48.0,38.0,33.0,61.0,84.0,58.0,61.0,63.0,53.0,67.0,72.0,19.0,657.0
10551,"Bethel, AK: Bethel Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,40.0,42.0,28.0,49.0,63.0,54.0,47.0,82.0,37.0,81.0,124.0,16.0,663.0
10551,"Bethel, AK: Bethel Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,161.0,220.0,197.0,299.0,253.0,249.0,191.0,224.0,152.0,117.0,129.0,57.0,2249.0
10551,"Bethel, AK: Bethel Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,552.0,397.0,483.0,829.0,1040.0,869.0,737.0,997.0,761.0,861.0,923.0,350.0,8799.0
10996,"Chuathbaluk, AK: Chuathbaluk Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,10.0,7.0,6.0,18.0,22.0,10.0,4.0,4.0,10.0,12.0,18.0,10.0,131.0
11028,"Crooked Creek, AK: Crooked Creek Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,21.0,12.0,8.0,15.0,12.0,16.0,13.0,3.0,9.0,2.0,6.0,2.0,119.0
11036,"Chicken, AK: Chicken Airport",20342.0,40-Mile Air,35,Cessna C206/207/209/210 Stationair,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,102.0
11053,"Clarks Point, AK: Clarks Point Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,14.0,14.0,7.0,17.0,16.0,15.0,20.0,12.0,15.0,23.0,,10.0,163.0
11053,"Clarks Point, AK: Clarks Point Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,1.0,,,6.0,19.0,16.0,29.0,28.0,16.0,15.0,20.0,6.0,156.0
11227,"Chefornak, AK: Chefornak Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,7.0,11.0,10.0,18.0,14.0,11.0,10.0,18.0,11.0,5.0,7.0,2.0,124.0
11227,"Chefornak, AK: Chefornak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,27.0,17.0,10.0,35.0,40.0,51.0,46.0,64.0,61.0,53.0,58.0,20.0,482.0
11245,"Chisana, AK: Chisana Airport",20342.0,40-Mile Air,35,Cessna C206/207/209/210 Stationair,4.0,4.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,5.0,4.0,82.0
11336,"Dillingham, AK: Dillingham Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,75.0,53.0,37.0,108.0,90.0,84.0,100.0,103.0,112.0,130.0,,83.0,975.0
11336,"Dillingham, AK: Dillingham Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,8.0,15.0,13.0,59.0,131.0,120.0,113.0,147.0,109.0,102.0,124.0,41.0,982.0
11492,"Eek, AK: Eek Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,2.0,4.0,,2.0,5.0,4.0,5.0,,9.0,6.0,,38.0
11492,"Eek, AK: Eek Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,18.0,17.0,22.0,28.0,34.0,31.0,28.0,38.0,18.0,13.0,11.0,8.0,266.0
11492,"Eek, AK: Eek Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,42.0,22.0,29.0,37.0,42.0,41.0,46.0,56.0,32.0,31.0,35.0,13.0,426.0
11511,"Egegik, AK: Egegik Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,7.0,,5.0,19.0,27.0,62.0,29.0,20.0,16.0,10.0,,13.0,208.0
11555,"Kenai, AK: Kenai Municipal",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,8.0,1.0,,,,,,,,,,,9.0
11619,"Excursion Inlet, AK: Excursion Inlet Seaplane Base",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,5.0,3.0,4.0,5.0,3.0,16.0,13.0,12.0,8.0,4.0,2.0,4.0,79.0
11630,"Fairbanks, AK: Fairbanks International",20333.0,Wright Air Service,35,Cessna C206/207/209/210 Stationair,4.0,2.0,4.0,3.0,,3.0,3.0,3.0,5.0,5.0,1.0,,33.0
11630,"Fairbanks, AK: Fairbanks International",20342.0,40-Mile Air,35,Cessna C206/207/209/210 Stationair,11.0,9.0,9.0,12.0,10.0,12.0,10.0,7.0,8.0,8.0,8.0,8.0,112.0
11924,"Gulkana, AK: Gulkana Airport",20261.0,Ellis Air Taxi Inc.,35,Cessna C206/207/209/210 Stationair,6.0,6.0,18.0,18.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,190.0
11952,"Goodnews Bay, AK: Goodnews",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,23.0,20.0,19.0,52.0,55.0,47.0,47.0,57.0,41.0,41.0,38.0,5.0,445.0
11997,"Gustavus, AK: Gustavus Airport",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,1.0,1.0,6.0,11.0,11.0,7.0,9.0,4.0,1.0,2.0,2.0,1.0,56.0
12087,"Holy Cross, AK: Holy Cross Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,19.0,20.0,31.0,20.0,34.0,32.0,19.0,12.0,13.0,18.0,19.0,9.0,246.0
12141,"Healy, AK: Healy River",20342.0,40-Mile Air,35,Cessna C206/207/209/210 Stationair,22.0,18.0,18.0,24.0,20.0,24.0,20.0,14.0,16.0,16.0,16.0,16.0,224.0
12171,"Hoonah, AK: Hoonah Airport",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,3.0,3.0,20.0,34.0,63.0,26.0,27.0,21.0,6.0,7.0,4.0,3.0,217.0
12175,"Haines, AK: Haines Airport",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,9.0,3.0,15.0,39.0,69.0,40.0,33.0,31.0,5.0,2.0,1.0,,247.0
12184,"Homer, AK: Homer Airport",20319.0,Smokey Bay Air Inc.,35,Cessna C206/207/209/210 Stationair,95.0,85.0,127.0,156.0,148.0,109.0,128.0,128.0,85.0,102.0,105.0,177.0,1445.0
12294,"Igiugig, AK: Igiugig Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,6.0,,4.0,12.0,11.0,13.0,13.0,11.0,12.0,13.0,,8.0,103.0
12321,"Iliamna, AK: Iliamna Airport",20346.0,Iliamna Air Taxi,35,Cessna C206/207/209/210 Stationair,39.0,32.0,31.0,45.0,,,49.0,47.0,43.0,44.0,38.0,30.0,398.0
12523,"Juneau, AK: Juneau International",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35,Cessna C206/207/209/210 Stationair,23.0,21.0,68.0,130.0,194.0,123.0,130.0,125.0,39.0,28.0,20.0,14.0,915.0
12649,"Nanwalek, AK: Nanwalek Airport",20319.0,Smokey Bay Air Inc.,35,Cessna C206/207/209/210 Stationair,78.0,67.0,101.0,109.0,140.0,109.0,122.0,120.0,75.0,80.0,77.0,110.0,1188.0
12653,"Ekwok, AK: Ekwok Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,22.0,13.0,7.0,26.0,14.0,20.0,17.0,21.0,24.0,29.0,,16.0,209.0
12671,"Koliganek, AK: Koliganek Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,26.0,16.0,14.0,44.0,29.0,20.0,32.0,29.0,31.0,34.0,,19.0,294.0
12676,"Grayling, AK: Grayling Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,5.0,7.0,6.0,20.0,20.0,19.0,11.0,10.0,10.0,5.0,9.0,6.0,128.0
12704,"Koyuk, AK: Koyuk Alfred Adams",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,3.0,,1.0,,3.0,6.0,8.0,3.0,1.0,,1.0,27.0
12705,"Kitoi Bay, AK: Kitoi Bay Airport",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,1.0,1.0,1.0,,1.0,6.0,6.0,1.0,6.0,,1.0,,24.0
12708,"Kongiganak, AK: Kongiganak Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,27.0,19.0,30.0,37.0,26.0,24.0,25.0,21.0,21.0,7.0,14.0,4.0,255.0
12708,"Kongiganak, AK: Kongiganak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,3.0,2.0,7.0,6.0,17.0,8.0,9.0,28.0,12.0,15.0,20.0,10.0,137.0
12709,"Akiachak, AK: Akiachak Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,2.0,,,,,,,1.0,1.0,,,,4.0
12709,"Akiachak, AK: Akiachak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,33.0,28.0,44.0,76.0,100.0,68.0,58.0,88.0,55.0,95.0,102.0,31.0,778.0
12719,"Kalskag, AK: Kalskag Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,57.0,63.0,48.0,60.0,48.0,63.0,51.0,70.0,39.0,31.0,64.0,27.0,621.0
12719,"Kalskag, AK: Kalskag Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,1.0,,,,,,,1.0,,,,,2.0
12720,"Levelock, AK: Levelock Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,4.0,4.0,4.0,2.0,2.0,2.0,1.0,9.0,4.0,1.0,,2.0,35.0
12720,"Levelock, AK: Levelock Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,16.0,14.0,21.0,17.0,38.0,26.0,22.0,25.0,32.0,23.0,24.0,8.0,266.0
12737,"Manokotak, AK: Manokatak Seaplane Base",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,20.0,18.0,12.0,22.0,30.0,28.0,34.0,31.0,36.0,47.0,,23.0,301.0
12737,"Manokotak, AK: Manokatak Seaplane Base",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,1.0,1.0,,12.0,33.0,25.0,30.0,39.0,29.0,27.0,39.0,13.0,249.0
12743,"Moser Bay, AK: Moser Bay Airport",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,2.0,2.0,,,,,,3.0,2.0,2.0,,,11.0
12748,"Kokhanok, AK: Kokhanok Airport",20346.0,Iliamna Air Taxi,35,Cessna C206/207/209/210 Stationair,7.0,7.0,3.0,10.0,,,14.0,15.0,14.0,13.0,11.0,8.0,102.0
12755,"New Stuyahok, AK: New Stuyahok Airport",20322.0,"Bidzy Ta Hot Aana, Inc. d/b/a Tanana Air Service",35,Cessna C206/207/209/210 Stationair,35.0,11.0,12.0,48.0,39.0,37.0,38.0,40.0,44.0,46.0,,32.0,382.0
12755,"New Stuyahok, AK: New Stuyahok Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,2.0,,,19.0,21.0,17.0,8.0,30.0,6.0,11.0,7.0,4.0,125.0
12771,"Olga Bay, AK: Olga Bay Seaplane Base",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,2.0,2.0,,,,1.0,2.0,3.0,2.0,2.0,,,14.0
12779,"Kipnuk, AK: Kipnuk Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,,8.0,7.0,,29.0
12779,"Kipnuk, AK: Kipnuk Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,6.0,18.0,12.0,18.0,19.0,14.0,12.0,21.0,13.0,4.0,11.0,,148.0
12779,"Kipnuk, AK: Kipnuk Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,28.0,18.0,12.0,36.0,40.0,54.0,62.0,62.0,48.0,46.0,62.0,18.0,486.0
12782,"Port Williams, AK: Port Williams Airport",20443.0,Island Air Service,35,Cessna C206/207/209/210 Stationair,1.0,1.0,,,,5.0,6.0,2.0,4.0,,1.0,,20.0
12807,"St. Mary's, AK: St. Mary's Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,10.0,1.0,16.0,1.0,74.0,108.0,41.0,96.0,5.0,94.0,40.0,,486.0
12807,"St. Mary's, AK: St. Mary's Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,1.0,4.0,6.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,3.0,,36.0
12831,"Kasigluk, AK: Kasigluk Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,2.0,,,2.0,1.0,,,2.0,,1.0,2.0,,10.0
12831,"Kasigluk, AK: Kasigluk Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,22.0,12.0,17.0,20.0,41.0,42.0,21.0,33.0,22.0,17.0,24.0,14.0,285.0
12831,"Kasigluk, AK: Kasigluk Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,49.0,29.0,42.0,68.0,111.0,80.0,69.0,93.0,65.0,82.0,71.0,26.0,785.0
12851,"Kwigillingok, AK: Kwigillingok Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,,,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,,18.0
12851,"Kwigillingok, AK: Kwigillingok Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,21.0,31.0,28.0,25.0,17.0,21.0,7.0,11.0,17.0,6.0,8.0,1.0,193.0
12851,"Kwigillingok, AK: Kwigillingok Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,5.0,4.0,,7.0,2.0,9.0,6.0,23.0,13.0,13.0,19.0,13.0,114.0
12853,"Quinhagak, AK: Quinhagak Airport",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,20.0,27.0,19.0,19.0,19.0,24.0,15.0,19.0,15.0,11.0,5.0,3.0,196.0
12853,"Quinhagak, AK: Quinhagak Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,38.0,28.0,28.0,49.0,90.0,90.0,63.0,68.0,64.0,41.0,41.0,23.0,623.0
12855,"Kwethluk, AK: Kwethluk Airport",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,1.0,,,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,10.0
12855,"Kwethluk, AK: Kwethluk Airport",21820.0,"Paklook Air, Inc d/b/a/ Airlift Alaska d/b/a/ Yute Commuter Service",35,Cessna C206/207/209/210 Stationair,27.0,24.0,27.0,83.0,87.0,56.0,44.0,67.0,52.0,85.0,103.0,26.0,681.0
13016,"Lake Minchumina, AK: Lake Minchumina Airport",20333.0,Wright Air Service,35,Cessna C206/207/209/210 Stationair,4.0,2.0,3.0,2.0,,1.0,,1.0,,5.0,1.0,,19.0
13369,"Marshall, AK: Marshall Don Hunter Sr.",20330.0,Ryan Air f/k/a Arctic Transportation,35,Cessna C206/207/209/210 Stationair,9.0,4.0,3.0,23.0,15.0,18.0,10.0,10.0,15.0,12.0,31.0,5.0,155.0
13369,"Marshall, AK: Marshall Don Hunter Sr.",20455.0,Grant Aviation,35,Cessna C206/207/209/210 Stationair,4.0,7.0,4.0,9.0,11.0,17.0,11.0,6.0,5.0,4.0,2.0,2.0,82.0
