ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,total_2019,total_2020,total_2021,total_2022
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,1208,759,1048,1244
15411,TYR,TX,Tyler Pounds Regional,Tyler,1519,1004,1335,1201
15412,TYS,TN,McGhee Tyson,Knoxville,21144,12313,15576,15942
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,594,1908,1841,1169
15582,VEL,UT,Vernal Regional,Vernal,587,551,603,490
15607,VLD,GA,Valdosta Regional,Valdosta,1040,822,1176,1004
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,8833,7089,11713,8706
15855,WST,RI,Westerly State,Westerly,4110,3236,4032,3679
15919,XNA,AR,Northwest Arkansas National,Fayetteville,15445,8386,10284,11989
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,1224,726,752,600
16869,XWA,ND,Williston Basin International,Williston,2057,854,1132,1481
