ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,total_2019,total_2020,total_2021,total_2022,diff_2022,change_type
13076,LSE,WI,La Crosse Regional,La Crosse,10k-100k,no,N,loss,-35.0,at least -30%,2151,1485,2100,1398,-702,less
13121,LWB,WV,Greenbrier Valley,Lewisburg,10k-100k,yes,N,loss,-4.1,less than -10%,636,554,656,610,-46,less
13127,LWS,ID,Lewiston Nez Perce County,Lewiston,10k-100k,no,N,gain,3.4,less than 10%,993,694,1008,1027,19,more
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg,10k-100k,no,N,loss,-18.3,at least -10%,2146,1289,1728,1753,25,more
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa,100k-1 million,no,S,loss,-10.4,at least -10%,9775,6156,7731,8762,1031,more
13184,MBS,MI,MBS International,Saginaw/Bay City/Midland,100k-1 million,no,N,loss,-44.8,at least -30%,2935,1747,1770,1621,-149,less
13198,MCI,MO,Kansas City International,Kansas City,more than 5 million,no,M,loss,-20.5,at least -20%,55040,30786,37446,43743,6297,more
13203,MCN,GA,Middle Georgia Regional,Macon,10k-100k,yes,N,loss,-19.0,at least -10%,743,626,654,602,-52,less
13204,MCO,FL,Orlando International,Orlando,more than 5 million,no,L,gain,0.9,less than 10%,144337,92723,133612,145614,12002,more
13230,MDT,PA,Harrisburg International,Harrisburg,100k-1 million,no,S,loss,-25.7,at least -20%,11375,7177,8940,8455,-485,less
13232,MDW,IL,Chicago Midway International,Chicago,more than 5 million,no,L,loss,-8.2,less than -10%,81023,54809,62893,74349,11456,more
13241,MEI,MS,Key Field,Meridian,10k-100k,yes,N,loss,-17.4,at least -10%,952,611,602,786,184,more
13244,MEM,TN,Memphis International,Memphis,1-5 million,no,M,loss,-23.2,at least -20%,28364,16336,20716,21787,1071,more
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg,100k-1 million,no,S,loss,-19.6,at least -10%,5465,3272,4731,4393,-338,less
13264,MFR,OR,Rogue Valley International - Medford,Medford,100k-1 million,no,S,loss,-13.0,at least -10%,8931,6147,8050,7772,-278,less
13277,MGM,AL,Montgomery Regional,Montgomery,100k-1 million,no,N,loss,-29.7,at least -20%,4679,2856,3609,3289,-320,less
13290,MHK,KS,Manhattan Regional,Manhattan/Ft. Riley,10k-100k,no,N,loss,-12.3,at least -10%,1931,900,1421,1694,273,more
13296,MHT,NH,Manchester Boston Regional,Manchester,100k-1 million,no,S,loss,-32.1,at least -30%,10869,5803,6263,7378,1115,more
13303,MIA,FL,Miami International,Miami,more than 5 million,no,L,gain,17.9,at least 10%,88522,54027,91082,104355,13273,more
13342,MKE,WI,General Mitchell International,Milwaukee,1-5 million,no,M,loss,-23.4,at least -20%,34769,20446,25461,26621,1160,more
13344,MKG,MI,Muskegon County,Muskegon,10k-100k,yes,N,gain,8.3,less than 10%,696,602,705,754,49,more
13360,MLB,FL,Melbourne Orlando International,Melbourne,100k-1 million,no,N,loss,-7.3,less than -10%,2670,1978,2630,2476,-154,less
13367,MLI,IL,Quad Cities International,Moline,100k-1 million,no,N,loss,-33.4,at least -30%,6587,3705,4336,4385,49,more
13377,MLU,LA,Monroe Regional,Monroe,100k-1 million,no,N,loss,-31.7,at least -30%,2911,2049,2434,1989,-445,less
13388,MMH,CA,Mammoth Lakes Airport,Mammoth Lakes,10k-100k,no,,loss,-17.0,at least -10%,452,201,32,375,343,more
13422,MOB,AL,Mobile Regional,Mobile,100k-1 million,no,N,loss,-30.1,at least -30%,6717,4361,5184,4696,-488,less
13433,MOT,ND,Minot International,Minot,100k-1 million,no,N,loss,-22.3,at least -20%,2866,2172,2763,2228,-535,less
13459,MQT,MI,Sawyer International,Marquette,10k-100k,no,N,loss,-23.0,at least -20%,1378,1073,1456,1061,-395,less
13476,MRY,CA,Monterey Regional,Monterey,100k-1 million,no,N,loss,-13.7,at least -10%,4758,2496,3613,4108,495,more
13485,MSN,WI,Dane County Regional-Truax Field,Madison,1-5 million,no,S,loss,-26.7,at least -20%,16039,9085,10908,11758,850,more
13486,MSO,MT,Missoula Montana,Missoula,100k-1 million,no,S,loss,-19.2,at least -10%,5838,4321,5977,4716,-1261,less
13487,MSP,MN,Minneapolis-St Paul International,Minneapolis,more than 5 million,no,L,loss,-25.1,at least -20%,171588,103368,130128,128527,-1601,less
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans,more than 5 million,no,M,loss,-16.5,at least -10%,57575,30390,36557,48052,11495,more
13502,MTJ,CO,Montrose Regional,Montrose/Delta,100k-1 million,no,N,loss,-0.1,less than -10%,2987,2089,3058,2983,-75,less
13541,MVY,MA,Martha's Vineyard Airport,Martha's Vineyard,10k-100k,no,N,loss,-0.8,less than -10%,4403,2560,4652,4367,-285,less
13543,MWA,IL,Veterans Airport of Southern Illinois,Marion/Herrin,10k-100k,yes,N,loss,-7.2,less than -10%,1849,1904,1852,1716,-136,less
13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,S,gain,38.5,at least 30%,11932,7782,16729,16521,-208,less
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,N,loss,-14.5,at least -10%,1932,1322,1965,1651,-314,less
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,N,loss,-29.6,at least -20%,3381,2545,3144,2379,-765,less
13796,OAK,CA,Metro Oakland International,Oakland,more than 5 million,no,M,loss,-13.4,at least -10%,54425,29785,35222,47125,11903,more
13829,OGD,UT,Ogden-Hinckley,Ogden,10k-100k,no,N,loss,-13.9,at least -10%,108,87,250,93,-157,less
13832,OGS,NY,Ogdensburg International,Ogdensburg,10k-100k,yes,N,loss,-36.7,at least -30%,833,610,611,527,-84,less
13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,S,loss,-18.7,at least -10%,25834,15885,19826,20994,1168,more
13871,OMA,NE,Eppley Airfield,Omaha,1-5 million,no,M,loss,-20.6,at least -20%,27104,16562,20897,21511,614,more
13891,ONT,CA,Ontario International,Ontario,1-5 million,no,M,gain,1.4,less than 10%,23030,15516,20054,23354,3300,more
13930,ORD,IL,Chicago O'Hare International,Chicago,more than 5 million,no,L,loss,-25.7,at least -20%,392793,215965,285802,291702,5900,more
13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,M,loss,-13.3,at least -10%,26628,14304,19318,23076,3758,more
13933,ORH,MA,Worcester Regional,Worcester,10k-100k,no,N,loss,-2.9,less than -10%,1666,635,360,1618,1258,more
13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay,10k-100k,no,N,loss,-8.8,less than -10%,364,294,328,332,4,more
13983,OWB,KY,Owensboro Daviess County Regional,Owensboro,10k-100k,yes,N,loss,-6.0,less than -10%,1164,1179,1159,1094,-65,less
14004,PAE,WA,Snohomish County,Everett,100k-1 million,no,N,loss,-39.0,at least -30%,6929,2727,2131,4229,2098,more
14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,N,loss,-35.8,at least -30%,1239,650,700,796,96,more
14025,PBG,NY,Plattsburgh International,Plattsburgh,100k-1 million,yes,N,loss,-28.8,at least -20%,1345,966,783,957,174,more
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,M,loss,-8.6,less than -10%,26806,15918,21796,24498,2702,more
14057,PDX,OR,Portland International,Portland,more than 5 million,no,M,loss,-32.4,at least -30%,88227,49717,56625,59640,3015,more
14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,N,loss,-16.9,at least -10%,704,560,586,585,-1,less
14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,S,gain,11.2,at least 10%,5337,5143,5876,5935,59,more
14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,N,loss,-47.0,at least -30%,1484,683,907,786,-121,less
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,N,loss,-56.8,at least -30%,3938,1993,1903,1700,-203,less
14100,PHL,PA,Philadelphia International,Philadelphia,more than 5 million,no,L,loss,-33.5,at least -30%,153660,85267,102108,102226,118,more
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,L,loss,-7.3,less than -10%,179345,119729,161978,166309,4331,more
14108,PIA,IL,General Downing - Peoria International,Peoria,100k-1 million,no,N,loss,-35.8,at least -30%,5873,3722,3441,3771,330,more
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,N,loss,-4.9,less than -10%,694,586,606,660,54,more
14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,S,loss,-0.5,less than -10%,7697,6302,7485,7661,176,more
14113,PIH,ID,Pocatello Regional,Pocatello,10k-100k,no,N,loss,-66.7,at least -30%,1101,855,945,367,-578,less
14120,PIR,SD,Pierre Regional,Pierre,10k-100k,yes,N,loss,-2.2,less than -10%,631,584,910,617,-293,less
14122,PIT,PA,Pittsburgh International,Pittsburgh,1-5 million,no,M,loss,-23.9,at least -20%,57617,33878,38192,43820,5628,more
14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston,10k-100k,yes,N,loss,-30.8,at least -30%,1060,907,898,733,-165,less
14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,S,loss,-14.4,at least -10%,14173,9929,14916,12139,-2777,less
14231,PQI,ME,Presque Isle International,Presque Isle/Houlton,10k-100k,yes,N,gain,1.9,less than 10%,568,403,536,579,43,more
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,N,loss,-0.1,less than -10%,730,690,971,729,-242,less
14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland,100k-1 million,no,S,loss,-14.1,at least -10%,6975,4558,5944,5991,47,more
14259,PSM,NH,Portsmouth International at Pease,Portsmouth,10k-100k,no,N,loss,-13.5,at least -10%,422,280,331,365,34,more
14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,S,gain,17.0,at least 10%,12653,9414,13677,14804,1127,more
14288,PUB,CO,Pueblo Memorial,Pueblo,10k-100k,yes,,loss,-44.2,at least -30%,924,719,656,516,-140,less
14303,PUW,WA,Pullman Moscow Regional,Pullman,10k-100k,no,N,gain,5.5,less than 10%,1280,807,947,1351,404,more
14306,PVC,MA,Provincetown Municipal,Provincetown,10k-100k,no,,loss,-29.5,at least -20%,2116,909,1727,1492,-235,less
14307,PVD,RI,Rhode Island Tf Green International,Providence,1-5 million,no,S,loss,-14.8,at least -10%,19860,9772,12651,16915,4264,more
14314,PVU,UT,Provo Municipal,Provo,100k-1 million,no,N,gain,96.8,at least 30%,740,579,896,1456,560,more
14321,PWM,ME,Portland International Jetport,Portland,1-5 million,no,S,loss,-23.1,at least -20%,14792,7971,11618,11380,-238,less
14457,RAP,SD,Rapid City Regional,Rapid City,100k-1 million,no,S,loss,-25.9,at least -20%,6145,4053,5974,4553,-1421,less
14487,RDD,CA,Redding Municipal,Redding,10k-100k,no,N,gain,43.0,at least 30%,1364,652,1321,1951,630,more
14489,RDM,OR,Roberts Field,Bend/Redmond,100k-1 million,no,S,loss,-8.5,less than -10%,8788,6752,8222,8039,-183,less
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,M,loss,-23.7,at least -20%,69320,32509,43802,52886,9084,more
14512,RFD,IL,Chicago/Rockford International,Rockford,100k-1 million,no,N,loss,-1.8,less than -10%,787,701,769,773,4,more
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,10k-100k,yes,N,loss,-10.7,at least -10%,796,686,925,711,-214,less
14524,RIC,VA,Richmond International,Richmond,1-5 million,no,S,loss,-17.1,at least -10%,28816,14418,19514,23900,4386,more
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,10k-100k,no,N,loss,-61.7,at least -30%,1020,486,576,391,-185,less
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,10k-100k,no,N,loss,-45.5,at least -30%,715,525,573,390,-183,less
14570,RNO,NV,Reno/Tahoe International,Reno,1-5 million,no,M,loss,-14.8,at least -10%,23348,13824,20647,19896,-751,less
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,N,loss,-21.9,at least -20%,7258,4616,5323,5667,344,more
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1-5 million,no,S,loss,-14.7,at least -10%,18369,9263,11537,15667,4130,more
14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,N,loss,-11.5,at least -10%,1406,785,1194,1245,51,more
14633,RST,MN,Rochester International,Rochester,100k-1 million,no,N,loss,-57.5,at least -30%,4091,2295,2873,1738,-1135,less
14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,M,gain,2.4,less than 10%,35213,28973,41194,36063,-5131,less
14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,N,loss,-10.5,at least -10%,2802,1538,2075,2507,432,more
14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,L,loss,-13.7,at least -10%,98073,53172,63650,84594,20944,more
14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,M,loss,-18.6,at least -10%,42359,22500,27999,34468,6469,more
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,S,loss,-0.4,less than -10%,18568,10780,18148,18498,350,more
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,S,loss,-21.7,at least -20%,9894,5293,7139,7750,611,more
14696,SBN,IN,South Bend International,South Bend,100k-1 million,no,S,loss,-27.6,at least -20%,7709,5129,6133,5585,-548,less
14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,N,loss,-10.5,at least -10%,5532,3934,3841,4953,1112,more
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,10k-100k,no,N,loss,-36.4,at least -30%,1905,1372,1576,1212,-364,less
14711,SCE,PA,University Park,State College,100k-1 million,no,N,loss,-49.2,at least -30%,4992,2789,3201,2537,-664,less
14716,SCK,CA,Stockton Metro,Stockton,100k-1 million,no,N,loss,-42.0,at least -30%,1032,596,644,599,-45,less
14730,SDF,KY,Louisville Muhammad Ali International,Louisville,1-5 million,no,S,loss,-19.9,at least -10%,27957,15437,20903,22381,1478,more
14747,SEA,WA,Seattle/Tacoma International,Seattle,more than 5 million,no,L,loss,-10.7,at least -10%,191481,128663,166105,170993,4888,more
14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,S,loss,-17.8,at least -10%,10755,7550,9452,8836,-616,less
14771,SFO,CA,San Francisco International,San Francisco,more than 5 million,no,L,loss,-25.4,at least -20%,173150,87413,98331,129112,30781,more
14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,S,loss,-23.5,at least -20%,10933,6922,8411,8363,-48,less
14794,SGU,UT,St George Regional,St. George,100k-1 million,no,N,gain,9.8,less than 10%,2600,2653,3832,2855,-977,less
14802,SHD,VA,Shenandoah Valley Regional,Staunton,10k-100k,yes,N,gain,0.7,less than 10%,696,686,690,701,11,more
14812,SHR,WY,Sheridan County,Sheridan,10k-100k,no,N,loss,-13.0,at least -10%,715,477,712,622,-90,less
14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,N,loss,-25.7,at least -20%,7032,4543,5460,5227,-233,less
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,more than 5 million,no,M,loss,-25.1,at least -20%,69815,34133,37717,52300,14583,more
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,N,loss,-25.2,at least -20%,1855,1202,2042,1387,-655,less
14869,SLC,UT,Salt Lake City International,Salt Lake City,more than 5 million,no,L,loss,-9.9,less than -10%,121186,90073,118871,109164,-9707,less
14877,SLN,KS,Salina Regional,Salina,10k-100k,yes,N,loss,-11.4,at least -10%,916,644,685,812,127,more
14893,SMF,CA,Sacramento International,Sacramento,more than 5 million,no,M,loss,-8.0,less than -10%,57415,34622,42983,52795,9812,more
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,N,loss,-33.0,at least -30%,194,139,315,130,-185,less
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,M,gain,4.6,less than 10%,43977,23891,36211,45978,9767,more
14952,SPI,IL,Abraham Lincoln Capital,Springfield,10k-100k,no,N,loss,-25.0,at least -20%,1746,1145,1419,1310,-109,less
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,N,loss,-11.5,at least -10%,1223,740,1240,1082,-158,less
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,S,gain,75.6,at least 30%,8647,7674,16131,15184,-947,less
15008,STC,MN,St. Cloud Regional,St. Cloud,10k-100k,no,N,loss,-18.0,at least -10%,133,131,137,109,-28,less
15016,STL,MO,St Louis Lambert International,St. Louis,more than 5 million,no,M,loss,-21.9,at least -20%,82886,52938,56306,64739,8433,more
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,100k-1 million,no,N,gain,14.0,at least 10%,4129,2815,3727,4709,982,more
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,10k-100k,no,N,gain,14.3,at least 10%,1598,1320,2098,1827,-271,less
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,10k-100k,no,N,loss,-47.1,at least -30%,1293,718,871,684,-187,less
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,100k-1 million,no,N,loss,-70.5,at least -30%,2853,950,718,843,125,more
15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,N,loss,-16.7,at least -10%,846,540,540,705,165,more
15096,SYR,NY,Syracuse Hancock International,Syracuse,1-5 million,no,S,loss,-11.7,at least -10%,17298,8451,11917,15282,3365,more
15177,TEX,CO,Telluride Regional,Telluride,less than 10k,no,,loss,-28.2,at least -20%,889,282,431,638,207,more
15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,N,loss,-25.4,at least -20%,7506,4437,5542,5597,55,more
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,100k-1 million,no,N,loss,-58.2,at least -30%,2057,1335,1295,860,-435,less
15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,L,loss,-7.3,less than -10%,80691,51063,70386,74771,4385,more
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,N,loss,-12.2,at least -10%,4381,3099,3519,3847,328,more
15356,TTN,NJ,Trenton Mercer,Trenton,100k-1 million,no,N,loss,-26.1,at least -20%,2936,1181,1810,2171,361,more
15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,S,loss,-11.1,at least -10%,18303,11159,14349,16272,1923,more
15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,N,loss,-29.2,at least -20%,992,879,784,702,-82,less
15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,S,loss,-18.6,at least -10%,19905,12462,15421,16211,790,more
15380,TVC,MI,Cherry Capital,Traverse City,100k-1 million,no,N,loss,-14.4,at least -10%,5572,3747,5454,4772,-682,less
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,10k-100k,no,N,loss,-66.0,at least -30%,1280,953,1179,435,-744,less
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,N,gain,3.0,less than 10%,1208,759,1048,1244,196,more
15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,N,loss,-20.9,at least -20%,1519,1004,1335,1201,-134,less
15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,S,loss,-24.6,at least -20%,21144,12313,15576,15942,366,more
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10k-100k,yes,,gain,96.8,at least 30%,594,1908,1841,1169,-672,less
15582,VEL,UT,Vernal Regional,Vernal,10k-100k,yes,,loss,-16.5,at least -10%,587,551,603,490,-113,less
15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,N,loss,-3.5,less than -10%,1040,822,1176,1004,-172,less
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,S,loss,-1.4,less than -10%,8833,7089,11713,8706,-3007,less
15855,WST,RI,Westerly State,Westerly,10k-100k,no,N,loss,-10.5,at least -10%,4110,3236,4032,3679,-353,less
15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,S,loss,-22.4,at least -20%,15445,8386,10284,11989,1705,more
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,10k-100k,no,N,loss,-51.0,at least -30%,1224,726,752,600,-152,less
16869,XWA,ND,Williston Basin International,Williston,10k-100k,no,N,loss,-28.0,at least -20%,2057,854,1132,1481,349,more
