ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,total_2019,total_2020,total_2021,total_2022,pax_diff
13076,LSE,WI,La Crosse Regional,La Crosse,10k-100k,no,N,loss,-35.0,at least -30%,94813,42875,80070,62386,loss
13121,LWB,WV,Greenbrier Valley,Lewisburg,10k-100k,yes,N,loss,-4.1,less than -10%,12667,3786,10393,14636,gain
13127,LWS,ID,Lewiston Nez Perce County,Lewiston,10k-100k,no,N,gain,3.4,less than 10%,38022,15412,30721,41618,gain
13139,LYH,VA,Lynchburg Regional/Preston Glenn Field,Lynchburg,10k-100k,no,N,loss,-18.3,at least -10%,91094,44272,68931,75373,loss
13158,MAF,TX,Midland International Air and Space Port,Midland/Odessa,100k-1 million,no,S,loss,-10.4,at least -10%,690084,327485,524606,662240,loss
13184,MBS,MI,MBS International,Saginaw/Bay City/Midland,100k-1 million,no,N,loss,-44.8,at least -30%,132582,47173,67556,69261,loss
13198,MCI,MO,Kansas City International,Kansas City,more than 5 million,no,M,loss,-20.5,at least -20%,5848953,2194735,3841990,4855237,loss
13203,MCN,GA,Middle Georgia Regional,Macon,10k-100k,yes,N,loss,-19.0,at least -10%,15091,6873,11295,11968,loss
13204,MCO,FL,Orlando International,Orlando,more than 5 million,no,L,gain,0.9,less than 10%,21233624,9744813,18777217,21898303,gain
13230,MDT,PA,Harrisburg International,Harrisburg,100k-1 million,no,S,loss,-25.7,at least -20%,750978,315806,511881,623983,loss
13232,MDW,IL,Chicago Midway International,Chicago,more than 5 million,no,L,loss,-8.2,less than -10%,9861975,4201484,7587712,9546142,loss
13241,MEI,MS,Key Field,Meridian,10k-100k,yes,N,loss,-17.4,at least -10%,24688,9153,12080,20711,loss
13244,MEM,TN,Memphis International,Memphis,1-5 million,no,M,loss,-23.2,at least -20%,2326342,1023661,1803734,2180345,loss
13256,MFE,TX,McAllen Miller International,Mission/McAllen/Edinburg,100k-1 million,no,S,loss,-19.6,at least -10%,413161,184013,416827,448568,gain
13264,MFR,OR,Rogue Valley International - Medford,Medford,100k-1 million,no,S,loss,-13.0,at least -10%,528075,244760,437107,504455,loss
13277,MGM,AL,Montgomery Regional,Montgomery,100k-1 million,no,N,loss,-29.7,at least -20%,196016,86074,130113,152411,loss
13290,MHK,KS,Manhattan Regional,Manhattan/Ft. Riley,10k-100k,no,N,loss,-12.3,at least -10%,77823,32118,57211,73979,loss
13296,MHT,NH,Manchester Boston Regional,Manchester,100k-1 million,no,S,loss,-32.1,at least -30%,855049,310117,478349,644464,loss
13303,MIA,FL,Miami International,Miami,more than 5 million,no,L,gain,17.9,at least 10%,10790948,5249699,11583394,14137031,gain
13342,MKE,WI,General Mitchell International,Milwaukee,1-5 million,no,M,loss,-23.4,at least -20%,3381779,1272085,2245662,2657308,loss
13344,MKG,MI,Muskegon County,Muskegon,10k-100k,yes,N,gain,8.3,less than 10%,19048,5774,12562,11092,loss
13360,MLB,FL,Melbourne Orlando International,Melbourne,100k-1 million,no,N,loss,-7.3,less than -10%,239639,110013,176053,219826,loss
13367,MLI,IL,Quad Cities International,Moline,100k-1 million,no,N,loss,-33.4,at least -30%,354068,149110,245815,268531,loss
13377,MLU,LA,Monroe Regional,Monroe,100k-1 million,no,N,loss,-31.7,at least -30%,113883,54667,82082,87338,loss
13388,MMH,CA,Mammoth Lakes Airport,Mammoth Lakes,10k-100k,no,,loss,-17.0,at least -10%,17164,6775,316,3986,loss
13422,MOB,AL,Mobile Regional,Mobile,100k-1 million,no,N,loss,-30.1,at least -30%,329093,158290,235872,261982,loss
13433,MOT,ND,Minot International,Minot,100k-1 million,no,N,loss,-22.3,at least -20%,163248,84683,125881,138818,loss
13459,MQT,MI,Sawyer International,Marquette,10k-100k,no,N,loss,-23.0,at least -20%,59060,26856,51527,42543,loss
13476,MRY,CA,Monterey Regional,Monterey,100k-1 million,no,N,loss,-13.7,at least -10%,233023,85761,183615,224198,loss
13485,MSN,WI,Dane County Regional-Truax Field,Madison,1-5 million,no,S,loss,-26.7,at least -20%,1161870,414781,696176,915413,loss
13486,MSO,MT,Missoula Montana,Missoula,100k-1 million,no,S,loss,-19.2,at least -10%,451887,209011,383717,424028,loss
13487,MSP,MN,Minneapolis-St Paul International,Minneapolis,more than 5 million,no,L,loss,-25.1,at least -20%,17586386,6647634,11833263,14167096,loss
13495,MSY,LA,Louis Armstrong New Orleans International,New Orleans,more than 5 million,no,M,loss,-16.5,at least -10%,6885526,2639146,4046162,5932038,loss
13502,MTJ,CO,Montrose Regional,Montrose/Delta,100k-1 million,no,N,loss,-0.1,less than -10%,159127,101447,189863,234805,gain
13541,MVY,MA,Martha's Vineyard Airport,Martha's Vineyard,10k-100k,no,N,loss,-0.8,less than -10%,51300,17608,66399,68567,gain
13543,MWA,IL,Veterans Airport of Southern Illinois,Marion/Herrin,10k-100k,yes,N,loss,-7.2,less than -10%,10366,5358,8849,9319,loss
13577,MYR,SC,Myrtle Beach International,Myrtle Beach,1-5 million,no,S,gain,38.5,at least 30%,1333968,551174,1606129,1719611,gain
16218,YUM,AZ,Yuma MCAS/Yuma International,Yuma,10k-100k,no,N,loss,-14.5,at least -10%,98027,53931,91353,87812,loss
13795,OAJ,NC,Albert J Ellis,Jacksonville/Camp Lejeune,100k-1 million,no,N,loss,-29.6,at least -20%,162142,105572,161383,136970,loss
13796,OAK,CA,Metro Oakland International,Oakland,more than 5 million,no,M,loss,-13.4,at least -10%,6282197,2157199,3869573,5385782,loss
13829,OGD,UT,Ogden-Hinckley,Ogden,10k-100k,no,N,loss,-13.9,at least -10%,15835,8702,29373,11848,loss
13832,OGS,NY,Ogdensburg International,Ogdensburg,10k-100k,yes,N,loss,-36.7,at least -30%,26895,9199,10292,7888,loss
13851,OKC,OK,Will Rogers World,Oklahoma City,1-5 million,no,S,loss,-18.7,at least -10%,2190710,953685,1668010,1988537,loss
13871,OMA,NE,Eppley Airfield,Omaha,1-5 million,no,M,loss,-20.6,at least -20%,2480998,1047622,1854679,2234482,loss
13891,ONT,CA,Ontario International,Ontario,1-5 million,no,M,gain,1.4,less than 10%,2632338,1209294,2193523,2803055,gain
13930,ORD,IL,Chicago O'Hare International,Chicago,more than 5 million,no,L,loss,-25.7,at least -20%,34136831,12871164,23784074,27632668,loss
13931,ORF,VA,Norfolk International,Norfolk,1-5 million,no,M,loss,-13.3,at least -10%,2015792,890281,1673234,2078910,gain
13933,ORH,MA,Worcester Regional,Worcester,10k-100k,no,N,loss,-2.9,less than -10%,97006,20451,14082,79919,loss
13964,OTH,OR,Southwest Oregon Regional,North Bend/Coos Bay,10k-100k,no,N,loss,-8.8,less than -10%,13246,6747,13331,16750,gain
13983,OWB,KY,Owensboro Daviess County Regional,Owensboro,10k-100k,yes,N,loss,-6.0,less than -10%,18421,9156,13390,15631,loss
14004,PAE,WA,Snohomish County,Everett,100k-1 million,no,N,loss,-39.0,at least -30%,389854,118386,114990,261443,loss
14006,PAH,KY,Barkley Regional,Paducah,10k-100k,yes,N,loss,-35.8,at least -30%,25239,6585,13482,17915,loss
14025,PBG,NY,Plattsburgh International,Plattsburgh,100k-1 million,yes,N,loss,-28.8,at least -20%,125269,43652,40761,74583,loss
14027,PBI,FL,Palm Beach International,West Palm Beach/Palm Beach,1-5 million,no,M,loss,-8.6,less than -10%,3408169,1489952,2575106,3242365,loss
14057,PDX,OR,Portland International,Portland,more than 5 million,no,M,loss,-32.4,at least -30%,9403137,3354713,5664519,6972796,loss
14081,PGA,AZ,Page Municipal,Page,10k-100k,yes,N,loss,-16.9,at least -10%,10192,4935,9591,9834,loss
14082,PGD,FL,Punta Gorda Airport,Punta Gorda,100k-1 million,no,S,gain,11.2,at least 10%,821528,596854,783576,922345,gain
14092,PGV,NC,Pitt Greenville,Greenville,10k-100k,no,N,loss,-47.0,at least -30%,52687,16628,31875,29535,loss
14098,PHF,VA,Newport News/Williamsburg International,Newport News/Williamsburg,100k-1 million,no,N,loss,-56.8,at least -30%,211507,71078,83355,80209,loss
14100,PHL,PA,Philadelphia International,Philadelphia,more than 5 million,no,L,loss,-33.5,at least -30%,14049533,5504565,9288399,10897128,loss
14107,PHX,AZ,Phoenix Sky Harbor International,Phoenix,more than 5 million,no,L,loss,-7.3,less than -10%,21573500,10207451,18505521,20928138,loss
14108,PIA,IL,General Downing - Peoria International,Peoria,100k-1 million,no,N,loss,-35.8,at least -30%,339122,160227,236273,284031,loss
14109,PIB,MS,Hattiesburg-Laurel Regional,Hattiesburg/Laurel,10k-100k,yes,N,loss,-4.9,less than -10%,12535,7536,12988,13776,gain
14112,PIE,FL,St Pete Clearwater International,St. Petersburg,1-5 million,no,S,loss,-0.5,less than -10%,1119067,687140,1002698,1192009,gain
14113,PIH,ID,Pocatello Regional,Pocatello,10k-100k,no,N,loss,-66.7,at least -30%,43973,19528,23349,11095,loss
14120,PIR,SD,Pierre Regional,Pierre,10k-100k,yes,N,loss,-2.2,less than -10%,16971,8017,17483,16404,loss
14122,PIT,PA,Pittsburgh International,Pittsburgh,1-5 million,no,M,loss,-23.9,at least -20%,4641012,1746216,3062084,3882860,loss
14150,PLN,MI,Pellston Regional Airport of Emmet County,Pellston,10k-100k,yes,N,loss,-30.8,at least -30%,32600,17504,29265,25693,loss
14193,PNS,FL,Pensacola International,Pensacola,1-5 million,no,S,loss,-14.4,at least -10%,1109460,585650,1191251,1222143,gain
14231,PQI,ME,Presque Isle International,Presque Isle/Houlton,10k-100k,yes,N,gain,1.9,less than 10%,13234,5271,11129,15409,gain
14237,PRC,AZ,Prescott Regional Ernest A Love Field,Prescott,10k-100k,yes,N,loss,-0.1,less than -10%,27779,13026,23555,24058,loss
14252,PSC,WA,Tri Cities,Pasco/Kennewick/Richland,100k-1 million,no,S,loss,-14.1,at least -10%,438068,190138,347232,391989,loss
14259,PSM,NH,Portsmouth International at Pease,Portsmouth,10k-100k,no,N,loss,-13.5,at least -10%,61241,27858,40102,55716,loss
14262,PSP,CA,Palm Springs International,Palm Springs,1-5 million,no,S,gain,17.0,at least 10%,1088250,545158,1015781,1372062,gain
14288,PUB,CO,Pueblo Memorial,Pueblo,10k-100k,yes,,loss,-44.2,at least -30%,17223,6266,11754,9437,loss
14303,PUW,WA,Pullman Moscow Regional,Pullman,10k-100k,no,N,gain,5.5,less than 10%,69555,31533,51752,72296,gain
14306,PVC,MA,Provincetown Municipal,Provincetown,10k-100k,no,,loss,-29.5,at least -20%,10432,2816,7642,7308,loss
14307,PVD,RI,Rhode Island Tf Green International,Providence,1-5 million,no,S,loss,-14.8,at least -10%,1944732,647938,1159486,1567407,loss
14314,PVU,UT,Provo Municipal,Provo,100k-1 million,no,N,gain,96.8,at least 30%,109385,75352,116833,209100,gain
14321,PWM,ME,Portland International Jetport,Portland,1-5 million,no,S,loss,-23.1,at least -20%,1088598,403961,853272,981748,loss
14457,RAP,SD,Rapid City Regional,Rapid City,100k-1 million,no,S,loss,-25.9,at least -20%,343992,177414,339364,333087,loss
14487,RDD,CA,Redding Municipal,Redding,10k-100k,no,N,gain,43.0,at least 30%,51697,19091,58268,98618,gain
14489,RDM,OR,Roberts Field,Bend/Redmond,100k-1 million,no,S,loss,-8.5,less than -10%,482898,224340,422283,514072,gain
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,more than 5 million,no,M,loss,-23.7,at least -20%,6768116,2328012,4296215,5732379,loss
14512,RFD,IL,Chicago/Rockford International,Rockford,100k-1 million,no,N,loss,-1.8,less than -10%,120762,78818,104154,125755,gain
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,10k-100k,yes,N,loss,-10.7,at least -10%,27225,13652,26239,21000,loss
14524,RIC,VA,Richmond International,Richmond,1-5 million,no,S,loss,-17.1,at least -10%,2196628,845432,1609977,2052448,loss
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,10k-100k,no,N,loss,-61.7,at least -30%,18993,9693,15467,12972,loss
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,10k-100k,no,N,loss,-45.5,at least -30%,24118,11441,16722,15278,loss
14570,RNO,NV,Reno/Tahoe International,Reno,1-5 million,no,M,loss,-14.8,at least -10%,2148917,959850,1746706,2079489,loss
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,100k-1 million,no,N,loss,-21.9,at least -20%,359270,143530,239603,297025,loss
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1-5 million,no,S,loss,-14.7,at least -10%,1280335,417338,770737,1160408,loss
14588,ROW,NM,Roswell Air Center,Roswell,10k-100k,no,N,loss,-11.5,at least -10%,60541,24054,45054,55691,loss
14633,RST,MN,Rochester International,Rochester,100k-1 million,no,N,loss,-57.5,at least -30%,183772,65262,99727,84999,loss
14635,RSW,FL,Southwest Florida International,Fort Myers,1-5 million,no,M,gain,2.4,less than 10%,4883638,2878643,5091516,5044263,gain
14674,SAF,NM,Santa Fe Municipal,Santa Fe,100k-1 million,no,N,loss,-10.5,at least -10%,142535,49881,95081,123404,loss
14679,SAN,CA,San Diego International,San Diego,more than 5 million,no,L,loss,-13.7,at least -10%,12228785,4535919,7761307,10887010,loss
14683,SAT,TX,San Antonio International,San Antonio,1-5 million,no,M,loss,-18.6,at least -10%,4907583,1858183,3366779,4551011,loss
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1-5 million,no,S,loss,-0.4,less than -10%,1455694,583142,1372589,1740986,gain
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,100k-1 million,no,S,loss,-21.7,at least -20%,509170,193595,449420,625069,gain
14696,SBN,IN,South Bend International,South Bend,100k-1 million,no,S,loss,-27.6,at least -20%,413525,206875,337182,358401,loss
14698,SBP,CA,San Luis County Regional,San Luis Obispo,100k-1 million,no,N,loss,-10.5,at least -10%,266971,130830,199836,272620,gain
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,10k-100k,no,N,loss,-36.4,at least -30%,70202,34408,58913,47384,loss
14711,SCE,PA,University Park,State College,100k-1 million,no,N,loss,-49.2,at least -30%,191020,72444,119987,109678,loss
14716,SCK,CA,Stockton Metro,Stockton,100k-1 million,no,N,loss,-42.0,at least -30%,101119,44314,68852,74374,loss
14730,SDF,KY,Louisville Muhammad Ali International,Louisville,1-5 million,no,S,loss,-19.9,at least -10%,2065141,790452,1554234,1908428,loss
14747,SEA,WA,Seattle/Tacoma International,Seattle,more than 5 million,no,L,loss,-10.7,at least -10%,22236200,8806001,16633608,20054575,loss
14761,SFB,FL,Orlando Sanford International,Sanford,1-5 million,no,S,loss,-17.8,at least -10%,1493356,752692,1166626,1324965,loss
14771,SFO,CA,San Francisco International,San Francisco,more than 5 million,no,L,loss,-25.4,at least -20%,20412326,6196988,10142437,15617797,loss
14783,SGF,MO,Springfield-Branson National,Springfield,100k-1 million,no,S,loss,-23.5,at least -20%,582674,290754,478088,538176,loss
14794,SGU,UT,St George Regional,St. George,100k-1 million,no,N,gain,9.8,less than 10%,102428,80566,152608,127946,gain
14802,SHD,VA,Shenandoah Valley Regional,Staunton,10k-100k,yes,N,gain,0.7,less than 10%,17124,6042,13654,11039,loss
14812,SHR,WY,Sheridan County,Sheridan,10k-100k,no,N,loss,-13.0,at least -10%,11706,10250,23704,25103,gain
14814,SHV,LA,Shreveport Regional,Shreveport,100k-1 million,no,N,loss,-25.7,at least -20%,330499,155263,247981,275891,loss
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,more than 5 million,no,M,loss,-25.1,at least -20%,7367892,2172368,3475047,5481416,loss
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,10k-100k,no,N,loss,-25.2,at least -20%,65758,34270,58956,54689,loss
14869,SLC,UT,Salt Lake City International,Salt Lake City,more than 5 million,no,L,loss,-9.9,less than -10%,12362168,5836571,10568299,11878530,loss
14877,SLN,KS,Salina Regional,Salina,10k-100k,yes,N,loss,-11.4,at least -10%,18788,6778,18367,23228,gain
14893,SMF,CA,Sacramento International,Sacramento,more than 5 million,no,M,loss,-8.0,less than -10%,6377519,2659934,4673341,5948742,loss
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,10k-100k,no,N,loss,-33.0,at least -30%,24125,10293,27268,15485,loss
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,more than 5 million,no,M,gain,4.6,less than 10%,5067142,1806650,3755719,5387095,gain
14952,SPI,IL,Abraham Lincoln Capital,Springfield,10k-100k,no,N,loss,-25.0,at least -20%,73159,34216,60208,71704,loss
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,10k-100k,no,N,loss,-11.5,at least -10%,41232,21300,33460,30812,loss
14986,SRQ,FL,Sarasota/Bradenton International,Sarasota/Bradenton,100k-1 million,no,S,gain,75.6,at least 30%,956745,602878,1586600,1918882,gain
15008,STC,MN,St. Cloud Regional,St. Cloud,10k-100k,no,N,loss,-18.0,at least -10%,20390,14683,16185,17751,loss
15016,STL,MO,St Louis Lambert International,St. Louis,more than 5 million,no,M,loss,-21.9,at least -20%,7807419,3115520,5113431,6708200,loss
15023,STS,CA,Charles M. Schulz - Sonoma County,Santa Rosa,100k-1 million,no,N,gain,14.0,at least 10%,239532,96732,215510,303679,gain
15041,SUN,ID,Friedman Memorial,Sun Valley/Hailey/Ketchum,10k-100k,no,N,gain,14.3,at least 10%,88910,46342,94000,100456,gain
15048,SUX,IA,Sioux Gateway Brig Gen Bud Day Field,Sioux City,10k-100k,no,N,loss,-47.1,at least -30%,46597,16842,30356,25084,loss
15070,SWF,NY,New York Stewart International,Newburgh/Poughkeepsie,100k-1 million,no,N,loss,-70.5,at least -30%,190015,48575,67804,123417,loss
15074,SWO,OK,Stillwater Regional,Stillwater,10k-100k,no,N,loss,-16.7,at least -10%,28003,11311,18714,26525,loss
15096,SYR,NY,Syracuse Hancock International,Syracuse,1-5 million,no,S,loss,-11.7,at least -10%,1273891,432255,836724,1243178,loss
15177,TEX,CO,Telluride Regional,Telluride,less than 10k,no,,loss,-28.2,at least -20%,5399,3741,6600,11703,gain
15249,TLH,FL,Tallahassee International,Tallahassee,100k-1 million,no,N,loss,-25.4,at least -20%,417065,184837,318356,396403,loss
15295,TOL,OH,Eugene F Kranz Toledo Express,Toledo,100k-1 million,no,N,loss,-58.2,at least -30%,122766,61356,80978,79067,loss
15304,TPA,FL,Tampa International,Tampa,more than 5 million,no,L,loss,-7.3,less than -10%,10483990,4855517,8806090,10192966,loss
15323,TRI,TN,Tri Cities,Bristol/Johnson City/Kingsport,100k-1 million,no,N,loss,-12.2,at least -10%,223819,99807,157624,192377,loss
15356,TTN,NJ,Trenton Mercer,Trenton,100k-1 million,no,N,loss,-26.1,at least -20%,461596,129339,243329,328139,loss
15370,TUL,OK,Tulsa International,Tulsa,1-5 million,no,S,loss,-11.1,at least -10%,1537082,675670,1178298,1488187,loss
15374,TUP,MS,Tupelo Regional,Tupelo,10k-100k,yes,N,loss,-29.2,at least -20%,14180,8774,13623,12125,loss
15376,TUS,AZ,Tucson International,Tucson,1-5 million,no,S,loss,-18.6,at least -10%,1860527,824918,1336596,1719219,loss
15380,TVC,MI,Cherry Capital,Traverse City,100k-1 million,no,N,loss,-14.4,at least -10%,286207,146113,298769,287839,gain
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,10k-100k,no,N,loss,-66.0,at least -30%,52599,24069,35858,17801,loss
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,10k-100k,no,N,gain,3.0,less than 10%,37868,17499,27756,36093,loss
15411,TYR,TX,Tyler Pounds Regional,Tyler,10k-100k,no,N,loss,-20.9,at least -20%,59888,29265,40151,40776,loss
15412,TYS,TN,McGhee Tyson,Knoxville,1-5 million,no,S,loss,-24.6,at least -20%,1249001,569555,978604,1219099,loss
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10k-100k,yes,,gain,96.8,at least 30%,10041,4908,7378,4747,loss
15582,VEL,UT,Vernal Regional,Vernal,10k-100k,yes,,loss,-16.5,at least -10%,12657,5737,9168,11072,loss
15607,VLD,GA,Valdosta Regional,Valdosta,10k-100k,no,N,loss,-3.5,less than -10%,44223,21727,38560,38517,loss
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,100k-1 million,no,S,loss,-1.4,less than -10%,813496,459569,983091,988665,gain
15855,WST,RI,Westerly State,Westerly,10k-100k,no,N,loss,-10.5,at least -10%,18260,12720,16902,14419,loss
15919,XNA,AR,Northwest Arkansas National,Fayetteville,100k-1 million,no,S,loss,-22.4,at least -20%,888820,340713,600989,810354,loss
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,10k-100k,no,N,loss,-51.0,at least -30%,67598,29007,45317,35127,loss
16869,XWA,ND,Williston Basin International,Williston,10k-100k,no,N,loss,-28.0,at least -20%,88445,31291,46281,66235,loss
