ORIGIN_AIRPORT_ID,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,2019,2020,2021,2022
10408,ATW,"Appleton, WI: Appleton International",20363.0,Endeavor Air Inc.,44524.0,33242.0,71619.0,46526.0
10408,ATW,"Appleton, WI: Appleton International",20368.0,Allegiant Air,73449.0,59129.0,88999.0,167457.0
10408,ATW,"Appleton, WI: Appleton International",20397.0,PSA Airlines Inc.,0.0,0.0,0.0,5227.0
10408,ATW,"Appleton, WI: Appleton International",20398.0,Envoy Air,29854.0,20428.0,33986.0,34197.0
10408,ATW,"Appleton, WI: Appleton International",20452.0,Republic Airline,0.0,2627.0,27897.0,218.0
10408,ATW,"Appleton, WI: Appleton International",20500.0,GoJet Airlines LLC d/b/a United Express,22258.0,7553.0,0.0,0.0
10409,ATY,"Watertown, SD: Watertown Regional",20304.0,SkyWest Airlines Inc.,11681.0,7225.0,13285.0,121.0
10409,ATY,"Watertown, SD: Watertown Regional",21879.0,Key Lime Air Corporation,0.0,0.0,5134.0,15280.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19393.0,Southwest Airlines Co.,2968896.0,1104977.0,2386029.0,4162533.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19687.0,Horizon Air,277.0,21213.0,49096.0,11672.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19690.0,Hawaiian Airlines Inc.,0.0,0.0,18244.0,32506.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19790.0,Delta Air Lines Inc.,1098423.0,380172.0,870581.0,1162937.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19805.0,American Airlines Inc.,1494646.0,638363.0,1403576.0,2020507.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19930.0,Alaska Airlines Inc.,278512.0,97818.0,159297.0,363203.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",19977.0,United Air Lines Inc.,1025120.0,320934.0,660380.0,1017819.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20304.0,SkyWest Airlines Inc.,136725.0,30749.0,191766.0,133886.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20363.0,Endeavor Air Inc.,20509.0,7116.0,5309.0,31431.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20366.0,ExpressJet Airlines LLC d/b/a aha!,2332.0,397.0,0.0,0.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20368.0,Allegiant Air,92540.0,41008.0,115521.0,210017.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20378.0,Mesa Airlines Inc.,85887.0,51127.0,24644.0,35800.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20398.0,Envoy Air,228.0,1772.0,112644.0,509856.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20409.0,JetBlue Airways,282769.0,101494.0,203607.0,165292.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20416.0,Spirit Air Lines,397660.0,217585.0,264192.0,259875.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20422.0,Sun Country Airlines d/b/a MN Airlines,15060.0,3546.0,5252.0,221.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20436.0,Frontier Airlines Inc.,441769.0,109111.0,105445.0,60865.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20445.0,CommuteAir LLC dba CommuteAir,0.0,324.0,636.0,699.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20452.0,Republic Airline,43958.0,33558.0,110193.0,6047.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",20500.0,GoJet Airlines LLC d/b/a United Express,21762.0,0.0,0.0,0.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",21167.0,Compass Airlines,625.0,0.0,0.0,0.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",21477.0,Via Airlines d/b/a Sterling Airways,1748.0,0.0,0.0,0.0
10423,AUS,"Austin, TX: Austin - Bergstrom International",21894.0,"ADVANCED AIR, LLC",0.0,0.0,748.0,1161.0
10431,AVL,"Asheville, NC: Asheville Regional",19790.0,Delta Air Lines Inc.,45148.0,10551.0,62399.0,160094.0
10431,AVL,"Asheville, NC: Asheville Regional",19805.0,American Airlines Inc.,0.0,0.0,0.0,45253.0
10431,AVL,"Asheville, NC: Asheville Regional",20046.0,Air Wisconsin Airlines Corp,17924.0,16066.0,55014.0,26868.0
10431,AVL,"Asheville, NC: Asheville Regional",20304.0,SkyWest Airlines Inc.,88857.0,7409.0,15884.0,17235.0
10431,AVL,"Asheville, NC: Asheville Regional",20363.0,Endeavor Air Inc.,73359.0,45523.0,40082.0,30309.0
10431,AVL,"Asheville, NC: Asheville Regional",20366.0,ExpressJet Airlines LLC d/b/a aha!,997.0,246.0,0.0,0.0
