AIRLINE_ID,UNIQUE_CARRIER_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,2019,2020,2021,2022
19393.0,Southwest Airlines Co.,10136.0,ABI,"Abilene, TX",TX,1.0,,,
19393.0,Southwest Airlines Co.,10140.0,ABQ,"Albuquerque, NM",NM,11135.0,6431.0,6055.0,8089.0
19393.0,Southwest Airlines Co.,10155.0,ACT,"Waco, TX",TX,2.0,,1.0,
19393.0,Southwest Airlines Co.,10194.0,AFW,"Dallas/Fort Worth, TX",TX,5.0,1.0,,5.0
19393.0,Southwest Airlines Co.,10257.0,ALB,"Albany, NY",NY,3762.0,2440.0,2445.0,2713.0
19393.0,Southwest Airlines Co.,10279.0,AMA,"Amarillo, TX",TX,1738.0,1132.0,1276.0,2071.0
19393.0,Southwest Airlines Co.,10298.0,ANB,"Anniston, AL",AL,1.0,,,
19393.0,Southwest Airlines Co.,10397.0,ATL,"Atlanta, GA",GA,39015.0,27244.0,29381.0,30764.0
19393.0,Southwest Airlines Co.,10423.0,AUS,"Austin, TX",TX,24053.0,14227.0,19852.0,33565.0
19393.0,Southwest Airlines Co.,10466.0,AZA,"Phoenix, AZ",AZ,1.0,,,
19393.0,Southwest Airlines Co.,10529.0,BDL,"Hartford, CT",CT,5612.0,3163.0,3004.0,3358.0
19393.0,Southwest Airlines Co.,10558.0,BFF,"Scottsbluff, NE",NE,2.0,,,
19393.0,Southwest Airlines Co.,10590.0,IFP,"Bullhead City, AZ",AZ,4.0,,,1.0
19393.0,Southwest Airlines Co.,10599.0,BHM,"Birmingham, AL",AL,3955.0,2518.0,2658.0,3297.0
19393.0,Southwest Airlines Co.,10693.0,BNA,"Nashville, TN",TN,39677.0,31065.0,37557.0,42143.0
19393.0,Southwest Airlines Co.,10713.0,BOI,"Boise, ID",ID,4400.0,2969.0,3691.0,4133.0
19393.0,Southwest Airlines Co.,10721.0,BOS,"Boston, MA",MA,9915.0,4629.0,4439.0,5253.0
19393.0,Southwest Airlines Co.,10732.0,BQN,"Aguadilla, PR",PR,2.0,,,1.0
19393.0,Southwest Airlines Co.,10781.0,BTR,"Baton Rouge, LA",LA,1.0,,1.0,2.0
19393.0,Southwest Airlines Co.,10792.0,BUF,"Buffalo, NY",NY,5517.0,3796.0,3647.0,4012.0
19393.0,Southwest Airlines Co.,10800.0,BUR,"Burbank, CA",CA,20418.0,10949.0,12174.0,22259.0
19393.0,Southwest Airlines Co.,10821.0,BWI,"Baltimore, MD",MD,67617.0,49792.0,53369.0,59218.0
19393.0,Southwest Airlines Co.,10994.0,CHS,"Charleston, SC",SC,3215.0,2533.0,3364.0,3449.0
19393.0,Southwest Airlines Co.,11042.0,CLE,"Cleveland, OH",OH,6729.0,3911.0,4138.0,4140.0
19393.0,Southwest Airlines Co.,11057.0,CLT,"Charlotte, NC",NC,3278.0,2022.0,2429.0,2593.0
19393.0,Southwest Airlines Co.,11066.0,CMH,"Columbus, OH",OH,12370.0,7742.0,7894.0,9965.0
19393.0,Southwest Airlines Co.,11109.0,COS,"Colorado Springs, CO",CO,14.0,7.0,3563.0,4506.0
19393.0,Southwest Airlines Co.,11140.0,CRP,"Corpus Christi, TX",TX,1318.0,866.0,811.0,1224.0
19393.0,Southwest Airlines Co.,11193.0,CVG,"Cincinnati, OH",KY,2977.0,1958.0,2561.0,2304.0
19393.0,Southwest Airlines Co.,11233.0,CYS,"Cheyenne, WY",WY,9.0,,,3.0
19393.0,Southwest Airlines Co.,11259.0,DAL,"Dallas, TX",TX,66197.0,45939.0,53508.0,61454.0
19393.0,Southwest Airlines Co.,11278.0,DCA,"Washington, DC",VA,15800.0,8659.0,8706.0,15021.0
19393.0,Southwest Airlines Co.,11292.0,DEN,"Denver, CO",CO,69757.0,58796.0,73180.0,79685.0
19393.0,Southwest Airlines Co.,11423.0,DSM,"Des Moines, IA",IA,1094.0,1083.0,995.0,1380.0
19393.0,Southwest Airlines Co.,11433.0,DTW,"Detroit, MI",MI,5774.0,3422.0,3313.0,3586.0
19393.0,Southwest Airlines Co.,11481.0,ECP,"Panama City, FL",FL,2205.0,2521.0,3518.0,2663.0
19393.0,Southwest Airlines Co.,11540.0,ELP,"El Paso, TX",TX,7284.0,3736.0,4504.0,7335.0
19393.0,Southwest Airlines Co.,11612.0,EVV,"Evansville, IN",IN,1.0,,,
19393.0,Southwest Airlines Co.,11618.0,EWR,"Newark, NJ",NJ,4355.0,,,1.0
19393.0,Southwest Airlines Co.,11697.0,FLL,"Fort Lauderdale, FL",FL,22453.0,14026.0,14948.0,14558.0
19393.0,Southwest Airlines Co.,11884.0,GEG,"Spokane, WA",WA,3880.0,2971.0,3162.0,3540.0
19393.0,Southwest Airlines Co.,11921.0,GJT,"Grand Junction, CO",CO,3.0,,,
19393.0,Southwest Airlines Co.,11986.0,GRR,"Grand Rapids, MI",MI,1851.0,1765.0,2007.0,1549.0
19393.0,Southwest Airlines Co.,11996.0,GSP,"Greer, SC",SC,1100.0,1021.0,1383.0,1196.0
19393.0,Southwest Airlines Co.,12173.0,HNL,"Honolulu, HI",HI,868.0,1153.0,3805.0,4471.0
19393.0,Southwest Airlines Co.,12191.0,HOU,"Houston, TX",TX,53025.0,36022.0,41860.0,45665.0
19393.0,Southwest Airlines Co.,12206.0,HRL,"Harlingen/San Benito, TX",TX,1840.0,1063.0,1156.0,2176.0
19393.0,Southwest Airlines Co.,12264.0,IAD,"Washington, DC",VA,1787.0,1305.0,1755.0,1947.0
19393.0,Southwest Airlines Co.,12278.0,ICT,"Wichita, KS",KS,1424.0,1135.0,871.0,1579.0
19393.0,Southwest Airlines Co.,12297.0,IGM,"Kingman, AZ",AZ,1.0,,,
19393.0,Southwest Airlines Co.,12339.0,IND,"Indianapolis, IN",IN,11215.0,7695.0,8157.0,8514.0
19393.0,Southwest Airlines Co.,12391.0,ISP,"Islip, NY",NY,3941.0,1964.0,2369.0,2472.0
19393.0,Southwest Airlines Co.,12451.0,JAX,"Jacksonville, FL",FL,5539.0,3382.0,3771.0,3730.0
19393.0,Southwest Airlines Co.,12889.0,LAS,"Las Vegas, NV",NV,69627.0,46885.0,54539.0,70264.0
19393.0,Southwest Airlines Co.,12892.0,LAX,"Los Angeles, CA",CA,39985.0,21376.0,18391.0,24664.0
19393.0,Southwest Airlines Co.,12896.0,LBB,"Lubbock, TX",TX,2736.0,1711.0,1588.0,2518.0
19393.0,Southwest Airlines Co.,12953.0,LGA,"New York, NY",NY,11993.0,6233.0,6826.0,11815.0
19393.0,Southwest Airlines Co.,12954.0,LGB,"Long Beach, CA",CA,4948.0,4312.0,8178.0,11701.0
19393.0,Southwest Airlines Co.,12992.0,LIT,"Little Rock, AR",AR,2344.0,1581.0,1830.0,2187.0
19393.0,Southwest Airlines Co.,13158.0,MAF,"Midland/Odessa, TX",TX,3236.0,2115.0,2396.0,3569.0
19393.0,Southwest Airlines Co.,13198.0,MCI,"Kansas City, MO",MO,23794.0,13311.0,13692.0,17808.0
19393.0,Southwest Airlines Co.,13204.0,MCO,"Orlando, FL",FL,38651.0,28434.0,34086.0,33120.0
19393.0,Southwest Airlines Co.,13232.0,MDW,"Chicago, IL",IL,75071.0,52906.0,59038.0,68272.0
19393.0,Southwest Airlines Co.,13244.0,MEM,"Memphis, TN",TN,3950.0,2679.0,3223.0,2724.0
19393.0,Southwest Airlines Co.,13273.0,MGE,"Marietta, GA",GA,1.0,,,
19393.0,Southwest Airlines Co.,13296.0,MHT,"Manchester, NH",NH,3753.0,2437.0,2135.0,2512.0
19393.0,Southwest Airlines Co.,13342.0,MKE,"Milwaukee, WI",WI,11779.0,7685.0,7862.0,7454.0
19393.0,Southwest Airlines Co.,13487.0,MSP,"Minneapolis, MN",MN,7804.0,4150.0,4659.0,5280.0
19393.0,Southwest Airlines Co.,13495.0,MSY,"New Orleans, LA",LA,21022.0,11724.0,11656.0,17176.0
19393.0,Southwest Airlines Co.,13796.0,OAK,"Oakland, CA",CA,39530.0,23504.0,24601.0,35098.0
19393.0,Southwest Airlines Co.,13829.0,OGD,"Ogden, UT",UT,1.0,,1.0,
19393.0,Southwest Airlines Co.,13830.0,OGG,"Kahului, HI",HI,755.0,564.0,3324.0,3358.0
19393.0,Southwest Airlines Co.,13851.0,OKC,"Oklahoma City, OK",OK,6630.0,4524.0,4530.0,5913.0
19393.0,Southwest Airlines Co.,13871.0,OMA,"Omaha, NE",NE,6687.0,4714.0,5614.0,6523.0
19393.0,Southwest Airlines Co.,13891.0,ONT,"Ontario, CA",CA,12331.0,7869.0,7470.0,10479.0
19393.0,Southwest Airlines Co.,13930.0,ORD,"Chicago, IL",IL,1.0,,6632.0,9012.0
19393.0,Southwest Airlines Co.,13931.0,ORF,"Norfolk, VA",VA,2544.0,1854.0,2511.0,2671.0
19393.0,Southwest Airlines Co.,14027.0,PBI,"West Palm Beach/Palm Beach, FL",FL,2418.0,1682.0,1942.0,1560.0
19393.0,Southwest Airlines Co.,14057.0,PDX,"Portland, OR",OR,13503.0,7086.0,6369.0,7431.0
19393.0,Southwest Airlines Co.,14100.0,PHL,"Philadelphia, PA",PA,8168.0,4483.0,3967.0,4205.0
19393.0,Southwest Airlines Co.,14107.0,PHX,"Phoenix, AZ",AZ,60081.0,42949.0,51366.0,56929.0
19393.0,Southwest Airlines Co.,14122.0,PIT,"Pittsburgh, PA",PA,9904.0,6422.0,7006.0,7708.0
19393.0,Southwest Airlines Co.,14193.0,PNS,"Pensacola, FL",FL,1463.0,1743.0,2474.0,1928.0
19393.0,Southwest Airlines Co.,14288.0,PUB,"Pueblo, CO",CO,5.0,,8.0,5.0
19393.0,Southwest Airlines Co.,14307.0,PVD,"Providence, RI",RI,5874.0,3446.0,3068.0,3937.0
19393.0,Southwest Airlines Co.,14321.0,PWM,"Portland, ME",ME,1276.0,1051.0,1243.0,1324.0
19393.0,Southwest Airlines Co.,14492.0,RDU,"Raleigh/Durham, NC",NC,10776.0,6032.0,5622.0,6255.0
19393.0,Southwest Airlines Co.,14524.0,RIC,"Richmond, VA",VA,1136.0,925.0,1321.0,1441.0
19393.0,Southwest Airlines Co.,14570.0,RNO,"Reno, NV",NV,8227.0,4671.0,6063.0,7367.0
19393.0,Southwest Airlines Co.,14576.0,ROC,"Rochester, NY",NY,1624.0,1077.0,1069.0,1611.0
19393.0,Southwest Airlines Co.,14633.0,RST,"Rochester, MN",MN,1.0,,,
19393.0,Southwest Airlines Co.,14635.0,RSW,"Fort Myers, FL",FL,7026.0,7242.0,9932.0,6793.0
19393.0,Southwest Airlines Co.,14679.0,SAN,"San Diego, CA",CA,39741.0,21175.0,19368.0,32625.0
19393.0,Southwest Airlines Co.,14683.0,SAT,"San Antonio, TX",TX,16458.0,9328.0,9745.0,13545.0
19393.0,Southwest Airlines Co.,14685.0,SAV,"Savannah, GA",GA,1.0,,1849.0,2222.0
19393.0,Southwest Airlines Co.,14730.0,SDF,"Louisville, KY",KY,4913.0,3069.0,3718.0,3850.0
19393.0,Southwest Airlines Co.,14747.0,SEA,"Seattle, WA",WA,11223.0,6311.0,7697.0,8479.0
19393.0,Southwest Airlines Co.,14771.0,SFO,"San Francisco, CA",CA,13881.0,7589.0,5935.0,8103.0
19393.0,Southwest Airlines Co.,14831.0,SJC,"San Jose, CA",CA,34564.0,18300.0,16784.0,30272.0
19393.0,Southwest Airlines Co.,14843.0,SJU,"San Juan, PR",PR,3890.0,2869.0,4073.0,3531.0
19393.0,Southwest Airlines Co.,14869.0,SLC,"Salt Lake City, UT",UT,10635.0,6993.0,9506.0,10619.0
19393.0,Southwest Airlines Co.,14893.0,SMF,"Sacramento, CA",CA,29336.0,18391.0,19438.0,29515.0
19393.0,Southwest Airlines Co.,14908.0,SNA,"Santa Ana, CA",CA,14468.0,9015.0,14723.0,17690.0
19393.0,Southwest Airlines Co.,15016.0,STL,"St. Louis, MO",MO,39316.0,26701.0,25090.0,33019.0
19393.0,Southwest Airlines Co.,15027.0,STX,"Christiansted, VI",VI,1.0,,,
19393.0,Southwest Airlines Co.,15249.0,TLH,"Tallahassee, FL",FL,1.0,,,
19393.0,Southwest Airlines Co.,15304.0,TPA,"Tampa, FL",FL,27069.0,18033.0,20442.0,21200.0
19393.0,Southwest Airlines Co.,15370.0,TUL,"Tulsa, OK",OK,4595.0,3076.0,3171.0,4585.0
19393.0,Southwest Airlines Co.,15376.0,TUS,"Tucson, AZ",AZ,4339.0,2679.0,2612.0,3340.0
19687.0,Horizon Air,10140.0,ABQ,"Albuquerque, NM",NM,126.0,122.0,170.0,62.0
19687.0,Horizon Air,10275.0,ALW,"Walla Walla, WA",WA,861.0,605.0,741.0,594.0
19687.0,Horizon Air,10279.0,AMA,"Amarillo, TX",TX,1.0,,,
19687.0,Horizon Air,10423.0,AUS,"Austin, TX",TX,7.0,549.0,861.0,197.0
19687.0,Horizon Air,10620.0,BIL,"Billings, MT",MT,1046.0,894.0,1164.0,757.0
19687.0,Horizon Air,10666.0,BLI,"Bellingham, WA",WA,1448.0,767.0,1322.0,1631.0
19687.0,Horizon Air,10713.0,BOI,"Boise, ID",ID,5737.0,4182.0,5337.0,5907.0
19687.0,Horizon Air,10800.0,BUR,"Burbank, CA",CA,289.0,,,2.0
19687.0,Horizon Air,10849.0,BZN,"Bozeman, MT",MT,1385.0,1150.0,1376.0,286.0
19687.0,Horizon Air,11259.0,DAL,"Dallas, TX",TX,819.0,987.0,113.0,
19687.0,Horizon Air,11470.0,EAT,"Wenatchee, WA",WA,1142.0,703.0,797.0,586.0
19687.0,Horizon Air,11540.0,ELP,"El Paso, TX",TX,628.0,324.0,352.0,73.0
19687.0,Horizon Air,11603.0,EUG,"Eugene, OR",OR,2395.0,1622.0,2314.0,1844.0
19687.0,Horizon Air,11638.0,FAT,"Fresno, CA",CA,88.0,254.0,817.0,78.0
19687.0,Horizon Air,11648.0,FCA,"Kalispell, MT",MT,1178.0,1020.0,1287.0,992.0
19687.0,Horizon Air,11867.0,GCK,"Garden City, KS",KS,1.0,,,
19687.0,Horizon Air,11884.0,GEG,"Spokane, WA",WA,7876.0,5302.0,5553.0,5404.0
19687.0,Horizon Air,11921.0,GJT,"Grand Junction, CO",CO,1.0,,,
19687.0,Horizon Air,12003.0,GTF,"Great Falls, MT",MT,569.0,438.0,588.0,365.0
19687.0,Horizon Air,12094.0,HDN,"Hayden, CO",CO,45.0,36.0,36.0,14.0
19687.0,Horizon Air,12156.0,HLN,"Helena, MT",MT,366.0,354.0,347.0,362.0
19687.0,Horizon Air,12278.0,ICT,"Wichita, KS",KS,350.0,363.0,321.0,311.0
19687.0,Horizon Air,12889.0,LAS,"Las Vegas, NV",NV,733.0,900.0,1152.0,634.0
19687.0,Horizon Air,12892.0,LAX,"Los Angeles, CA",CA,1432.0,2014.0,4760.0,775.0
19687.0,Horizon Air,13198.0,MCI,"Kansas City, MO",MO,55.0,196.0,71.0,13.0
19687.0,Horizon Air,13264.0,MFR,"Medford, OR",OR,3153.0,1995.0,2619.0,2619.0
19687.0,Horizon Air,13486.0,MSO,"Missoula, MT",MT,1815.0,1320.0,1694.0,1175.0
19687.0,Horizon Air,13487.0,MSP,"Minneapolis, MN",MN,63.0,92.0,204.0,68.0
19687.0,Horizon Air,13796.0,OAK,"Oakland, CA",CA,811.0,490.0,686.0,908.0
19687.0,Horizon Air,13851.0,OKC,"Oklahoma City, OK",OK,309.0,254.0,60.0,1.0
19687.0,Horizon Air,13891.0,ONT,"Ontario, CA",CA,568.0,400.0,152.0,145.0
19687.0,Horizon Air,14004.0,PAE,"Everett, WA",WA,5304.0,2143.0,1847.0,3424.0
19687.0,Horizon Air,14054.0,PDT,"Pendleton, OR",OR,1.0,,,
19687.0,Horizon Air,14057.0,PDX,"Portland, OR",OR,21195.0,13402.0,11085.0,9177.0
19687.0,Horizon Air,14107.0,PHX,"Phoenix, AZ",AZ,659.0,1019.0,782.0,831.0
19687.0,Horizon Air,14252.0,PSC,"Pasco/Kennewick/Richland, WA",WA,2269.0,1420.0,2100.0,1942.0
19687.0,Horizon Air,14262.0,PSP,"Palm Springs, CA",CA,171.0,264.0,298.0,523.0
19687.0,Horizon Air,14303.0,PUW,"Pullman, WA",WA,1279.0,807.0,948.0,1353.0
19687.0,Horizon Air,14489.0,RDM,"Bend/Redmond, OR",OR,3281.0,2639.0,3088.0,2478.0
19687.0,Horizon Air,14570.0,RNO,"Reno, NV",NV,2213.0,1442.0,1735.0,980.0
19687.0,Horizon Air,14679.0,SAN,"San Diego, CA",CA,1762.0,1639.0,2957.0,667.0
19687.0,Horizon Air,14689.0,SBA,"Santa Barbara, CA",CA,364.0,315.0,733.0,522.0
19687.0,Horizon Air,14698.0,SBP,"San Luis Obispo, CA",CA,302.0,72.0,428.0,248.0
19687.0,Horizon Air,14747.0,SEA,"Seattle, WA",WA,35069.0,29374.0,31296.0,27727.0
19687.0,Horizon Air,14771.0,SFO,"San Francisco, CA",CA,2619.0,2135.0,3311.0,2031.0
19687.0,Horizon Air,14831.0,SJC,"San Jose, CA",CA,992.0,1851.0,2130.0,646.0
19687.0,Horizon Air,14869.0,SLC,"Salt Lake City, UT",UT,115.0,268.0,503.0,120.0
19687.0,Horizon Air,14893.0,SMF,"Sacramento, CA",CA,1883.0,1461.0,1781.0,867.0
19687.0,Horizon Air,14908.0,SNA,"Santa Ana, CA",CA,2127.0,1491.0,1641.0,627.0
19687.0,Horizon Air,15016.0,STL,"St. Louis, MO",MO,236.0,,,
19687.0,Horizon Air,15023.0,STS,"Santa Rosa, CA",CA,1212.0,858.0,1242.0,731.0
19687.0,Horizon Air,15041.0,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,246.0,220.0,274.0,240.0
19687.0,Horizon Air,16101.0,YKM,"Yakima, WA",WA,1220.0,719.0,749.0,598.0
19690.0,Hawaiian Airlines Inc.,12173.0,HNL,"Honolulu, HI",HI,5983.0,3241.0,5968.0,6628.0
19690.0,Hawaiian Airlines Inc.,12478.0,JFK,"New York, NY",NY,2.0,,1.0,2.0
19690.0,Hawaiian Airlines Inc.,12758.0,KOA,"Kona, HI",HI,361.0,86.0,266.0,418.0
19690.0,Hawaiian Airlines Inc.,12892.0,LAX,"Los Angeles, CA",CA,1.0,1.0,4.0,4.0
19690.0,Hawaiian Airlines Inc.,12982.0,LIH,"Lihue, HI",HI,726.0,169.0,493.0,724.0
19690.0,Hawaiian Airlines Inc.,13796.0,OAK,"Oakland, CA",CA,3.0,,,1.0
19690.0,Hawaiian Airlines Inc.,13830.0,OGG,"Kahului, HI",HI,2837.0,910.0,3424.0,3692.0
19690.0,Hawaiian Airlines Inc.,13930.0,ORD,"Chicago, IL",IL,1.0,,,
19690.0,Hawaiian Airlines Inc.,14057.0,PDX,"Portland, OR",OR,1.0,,,
19690.0,Hawaiian Airlines Inc.,14107.0,PHX,"Phoenix, AZ",AZ,1.0,1.0,,3.0
19690.0,Hawaiian Airlines Inc.,14831.0,SJC,"San Jose, CA",CA,2.0,,,
19790.0,Delta Air Lines Inc.,10135.0,ABE,"Allentown/Bethlehem/Easton, PA",PA,329.0,77.0,3.0,1.0
19790.0,Delta Air Lines Inc.,10136.0,ABI,"Abilene, TX",TX,2.0,,,
