AIRLINE_ID,UNIQUE_CARRIER_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,2019,2020,2021,2022
19790.0,Delta Air Lines Inc.,10140.0,ABQ,"Albuquerque, NM",NM,1338.0,394.0,796.0,1131.0
19790.0,Delta Air Lines Inc.,10194.0,AFW,"Dallas/Fort Worth, TX",TX,1.0,,,
19790.0,Delta Air Lines Inc.,10208.0,AGS,"Augusta, GA",GA,840.0,233.0,305.0,75.0
19790.0,Delta Air Lines Inc.,10257.0,ALB,"Albany, NY",NY,1418.0,490.0,831.0,1056.0
19790.0,Delta Air Lines Inc.,10299.0,ANC,"Anchorage, AK",AK,2001.0,1441.0,2769.0,2411.0
19790.0,Delta Air Lines Inc.,10397.0,ATL,"Atlanta, GA",GA,241777.0,140050.0,178967.0,205010.0
19790.0,Delta Air Lines Inc.,10408.0,ATW,"Appleton, WI",WI,309.0,134.0,394.0,370.0
19790.0,Delta Air Lines Inc.,10423.0,AUS,"Austin, TX",TX,8054.0,4478.0,8548.0,9446.0
19790.0,Delta Air Lines Inc.,10431.0,AVL,"Asheville, NC",NC,462.0,209.0,684.0,1749.0
19790.0,Delta Air Lines Inc.,10434.0,AVP,"Scranton/Wilkes-Barre, PA",PA,353.0,71.0,,1.0
19790.0,Delta Air Lines Inc.,10529.0,BDL,"Hartford, CT",CT,4740.0,1748.0,2404.0,3751.0
19790.0,Delta Air Lines Inc.,10599.0,BHM,"Birmingham, AL",AL,3388.0,1930.0,2254.0,2600.0
19790.0,Delta Air Lines Inc.,10620.0,BIL,"Billings, MT",MT,1084.0,454.0,538.0,589.0
19790.0,Delta Air Lines Inc.,10627.0,BIS,"Bismarck/Mandan, ND",ND,389.0,80.0,33.0,3.0
19790.0,Delta Air Lines Inc.,10693.0,BNA,"Nashville, TN",TN,8036.0,4133.0,5810.0,7329.0
19790.0,Delta Air Lines Inc.,10713.0,BOI,"Boise, ID",ID,1331.0,941.0,1512.0,1989.0
19790.0,Delta Air Lines Inc.,10721.0,BOS,"Boston, MA",MA,18479.0,9162.0,13458.0,20697.0
19790.0,Delta Air Lines Inc.,10781.0,BTR,"Baton Rouge, LA",LA,108.0,1.0,2.0,1056.0
19790.0,Delta Air Lines Inc.,10785.0,BTV,"Burlington, VT",VT,278.0,10.0,,404.0
19790.0,Delta Air Lines Inc.,10792.0,BUF,"Buffalo, NY",NY,2349.0,869.0,1300.0,2300.0
19790.0,Delta Air Lines Inc.,10800.0,BUR,"Burbank, CA",CA,312.0,116.0,,48.0
19790.0,Delta Air Lines Inc.,10821.0,BWI,"Baltimore, MD",MD,6963.0,3371.0,4452.0,4975.0
19790.0,Delta Air Lines Inc.,10849.0,BZN,"Bozeman, MT",MT,1547.0,1044.0,1440.0,1667.0
19790.0,Delta Air Lines Inc.,10868.0,CAE,"Columbia, SC",SC,1905.0,761.0,920.0,1894.0
19790.0,Delta Air Lines Inc.,10874.0,CAK,"Akron, OH",OH,355.0,148.0,2.0,1.0
19790.0,Delta Air Lines Inc.,10980.0,CHA,"Chattanooga, TN",TN,805.0,308.0,462.0,1536.0
19790.0,Delta Air Lines Inc.,10990.0,CHO,"Charlottesville, VA",VA,367.0,105.0,,159.0
19790.0,Delta Air Lines Inc.,10994.0,CHS,"Charleston, SC",SC,4246.0,2565.0,2934.0,3243.0
19790.0,Delta Air Lines Inc.,11003.0,CID,"Cedar Rapids/Iowa City, IA",IA,223.0,83.0,131.0,336.0
19790.0,Delta Air Lines Inc.,11042.0,CLE,"Cleveland, OH",OH,3539.0,1888.0,2516.0,2474.0
19790.0,Delta Air Lines Inc.,11057.0,CLT,"Charlotte, NC",NC,7243.0,3593.0,4910.0,5401.0
19790.0,Delta Air Lines Inc.,11066.0,CMH,"Columbus, OH",OH,3810.0,2031.0,2442.0,2104.0
19790.0,Delta Air Lines Inc.,11109.0,COS,"Colorado Springs, CO",CO,329.0,83.0,7.0,6.0
19790.0,Delta Air Lines Inc.,11146.0,CRW,"Charleston/Dunbar, WV",WV,368.0,16.0,,
19790.0,Delta Air Lines Inc.,11150.0,CSG,"Columbus, GA",GA,3.0,,,
19790.0,Delta Air Lines Inc.,11193.0,CVG,"Cincinnati, OH",KY,8546.0,4601.0,6302.0,6532.0
19790.0,Delta Air Lines Inc.,11233.0,CYS,"Cheyenne, WY",WY,1.0,,,
19790.0,Delta Air Lines Inc.,11252.0,DAB,"Daytona Beach, FL",FL,1709.0,1233.0,1366.0,1263.0
19790.0,Delta Air Lines Inc.,11259.0,DAL,"Dallas, TX",TX,1670.0,1149.0,1695.0,1646.0
19790.0,Delta Air Lines Inc.,11267.0,DAY,"Dayton, OH",OH,1381.0,340.0,461.0,1193.0
19790.0,Delta Air Lines Inc.,11278.0,DCA,"Washington, DC",VA,9497.0,5167.0,6047.0,7999.0
19790.0,Delta Air Lines Inc.,11292.0,DEN,"Denver, CO",CO,11975.0,7676.0,10097.0,10451.0
19790.0,Delta Air Lines Inc.,11298.0,DFW,"Dallas/Fort Worth, TX",TX,10242.0,6693.0,9349.0,10463.0
19790.0,Delta Air Lines Inc.,11337.0,DLH,"Duluth, MN",MN,4.0,13.0,3.0,3.0
19790.0,Delta Air Lines Inc.,11423.0,DSM,"Des Moines, IA",IA,989.0,234.0,299.0,990.0
19790.0,Delta Air Lines Inc.,11433.0,DTW,"Detroit, MI",MI,59733.0,32763.0,43870.0,55247.0
19790.0,Delta Air Lines Inc.,11481.0,ECP,"Panama City, FL",FL,2065.0,1586.0,1884.0,2069.0
19790.0,Delta Air Lines Inc.,11503.0,EGE,"Eagle, CO",CO,101.0,91.0,180.0,108.0
19790.0,Delta Air Lines Inc.,11540.0,ELP,"El Paso, TX",TX,872.0,540.0,657.0,708.0
19790.0,Delta Air Lines Inc.,11612.0,EVV,"Evansville, IN",IN,3.0,,,194.0
19790.0,Delta Air Lines Inc.,11618.0,EWR,"Newark, NJ",NJ,5817.0,2882.0,3897.0,4983.0
19790.0,Delta Air Lines Inc.,11624.0,EYW,"Key West, FL",FL,1406.0,1123.0,1489.0,1339.0
19790.0,Delta Air Lines Inc.,11630.0,FAI,"Fairbanks, AK",AK,398.0,281.0,689.0,610.0
19790.0,Delta Air Lines Inc.,11637.0,FAR,"Fargo, ND",ND,736.0,322.0,372.0,385.0
19790.0,Delta Air Lines Inc.,11641.0,FAY,"Fayetteville, NC",NC,366.0,89.0,110.0,219.0
19790.0,Delta Air Lines Inc.,11648.0,FCA,"Kalispell, MT",MT,698.0,413.0,601.0,633.0
19790.0,Delta Air Lines Inc.,11697.0,FLL,"Fort Lauderdale, FL",FL,11239.0,6691.0,11555.0,10441.0
19790.0,Delta Air Lines Inc.,11721.0,FNT,"Flint, MI",MI,356.0,120.0,1.0,
19790.0,Delta Air Lines Inc.,11775.0,FSD,"Sioux Falls, SD",SD,858.0,168.0,269.0,784.0
19790.0,Delta Air Lines Inc.,11823.0,FWA,"Fort Wayne, IN",IN,1.0,,,
19790.0,Delta Air Lines Inc.,11884.0,GEG,"Spokane, WA",WA,2275.0,1540.0,2207.0,2289.0
19790.0,Delta Air Lines Inc.,11898.0,GFK,"Grand Forks, ND",ND,3.0,,,
19790.0,Delta Air Lines Inc.,11921.0,GJT,"Grand Junction, CO",CO,16.0,5.0,5.0,4.0
19790.0,Delta Air Lines Inc.,11953.0,GNV,"Gainesville, FL",FL,267.0,78.0,70.0,1408.0
19790.0,Delta Air Lines Inc.,11973.0,GPT,"Gulfport/Biloxi, MS",MS,548.0,88.0,278.0,777.0
19790.0,Delta Air Lines Inc.,11977.0,GRB,"Green Bay, WI",WI,326.0,35.0,243.0,377.0
19790.0,Delta Air Lines Inc.,11986.0,GRR,"Grand Rapids, MI",MI,3270.0,1680.0,2001.0,3170.0
19790.0,Delta Air Lines Inc.,11995.0,GSO,"Greensboro/High Point, NC",NC,2744.0,1677.0,1379.0,2225.0
19790.0,Delta Air Lines Inc.,11996.0,GSP,"Greer, SC",SC,3004.0,1889.0,1677.0,2415.0
19790.0,Delta Air Lines Inc.,12003.0,GTF,"Great Falls, MT",MT,84.0,1.0,,2.0
19790.0,Delta Air Lines Inc.,12094.0,HDN,"Hayden, CO",CO,186.0,103.0,23.0,141.0
19790.0,Delta Air Lines Inc.,12173.0,HNL,"Honolulu, HI",HI,2923.0,1538.0,2637.0,2657.0
19790.0,Delta Air Lines Inc.,12191.0,HOU,"Houston, TX",TX,2137.0,1196.0,2043.0,1102.0
19790.0,Delta Air Lines Inc.,12197.0,HPN,"White Plains, NY",NY,821.0,224.0,183.0,693.0
