ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10006,06A,AK,Kizhuyak Bay,Kizhuyak,,,,,1.0,,,,,,,,1.0
10011,GCW,AZ,Grand Canyon West,Peach Springs,,,8.0,8.0,9.0,1.0,3.0,9.0,9.0,11.0,,,58.0
10056,A43,AK,Trident Basin Seaplane Base,Kodiak Island,13.0,13.0,14.0,16.0,27.0,41.0,41.0,39.0,32.0,16.0,19.0,18.0,289.0
10135,ABE,PA,Lehigh Valley International,Allentown/Bethlehem/Easton,383.0,346.0,440.0,490.0,503.0,499.0,503.0,479.0,355.0,392.0,370.0,331.0,5091.0
10136,ABI,TX,Abilene Regional,Abilene,148.0,110.0,156.0,177.0,181.0,180.0,175.0,188.0,177.0,185.0,149.0,98.0,1924.0
10139,ABL,AK,Ambler River,Ambler,62.0,53.0,62.0,56.0,57.0,60.0,63.0,67.0,64.0,61.0,44.0,49.0,698.0
10140,ABQ,NM,Albuquerque International Sunport,Albuquerque,1645.0,1560.0,1856.0,1775.0,1921.0,1831.0,1943.0,1907.0,2010.0,2153.0,1922.0,1811.0,22334.0
10141,ABR,SD,Aberdeen Regional,Aberdeen,60.0,55.0,63.0,60.0,61.0,60.0,62.0,62.0,60.0,62.0,55.0,40.0,700.0
10146,ABY,GA,Southwest Georgia Regional,Albany,72.0,70.0,79.0,83.0,91.0,88.0,78.0,80.0,75.0,90.0,86.0,69.0,961.0
10154,ACK,MA,Nantucket Memorial,Nantucket,361.0,356.0,433.0,564.0,760.0,1060.0,1336.0,1293.0,1043.0,637.0,368.0,378.0,8589.0
10155,ACT,TX,Waco Regional,Waco,147.0,114.0,144.0,151.0,148.0,145.0,142.0,159.0,164.0,141.0,118.0,116.0,1689.0
10157,ACV,CA,California Redwood Coast Humboldt County,Arcata/Eureka,209.0,185.0,215.0,199.0,185.0,187.0,189.0,176.0,160.0,153.0,130.0,134.0,2122.0
10158,ACY,NJ,Atlantic City International,Atlantic City,218.0,228.0,261.0,256.0,275.0,315.0,342.0,336.0,248.0,236.0,237.0,225.0,3177.0
10165,ADK,AK,Adak,Adak Island,9.0,8.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,104.0
10170,ADQ,AK,Kodiak Airport,Kodiak,224.0,217.0,247.0,285.0,297.0,407.0,471.0,452.0,395.0,315.0,338.0,248.0,3896.0
10184,AET,AK,Allakaket Airport,Allakaket,38.0,31.0,50.0,39.0,36.0,58.0,48.0,59.0,51.0,42.0,33.0,41.0,526.0
10185,AEX,LA,Alexandria International,Alexandria,250.0,220.0,261.0,236.0,243.0,169.0,158.0,156.0,149.0,154.0,146.0,149.0,2291.0
10194,AFW,TX,Perot Field Fort Worth Alliance,Dallas/Fort Worth,,,6.0,1.0,3.0,2.0,,1.0,3.0,,1.0,,17.0
10204,AGN,AK,Angoon Seaplane Base,Angoon,39.0,48.0,58.0,61.0,86.0,87.0,85.0,84.0,65.0,70.0,69.0,40.0,792.0
10208,AGS,GA,Augusta Regional at Bush Field,Augusta,365.0,343.0,386.0,444.0,374.0,368.0,377.0,379.0,383.0,401.0,370.0,340.0,4530.0
10221,AIA,NE,Alliance Municipal,Alliance,53.0,48.0,53.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,52.0,624.0
10225,AIN,AK,Wainwright Airport,Wainwright,117.0,101.0,79.0,87.0,101.0,104.0,134.0,75.0,89.0,135.0,74.0,102.0,1198.0
10237,AKB,AK,Atka Airport,Atka,13.0,14.0,13.0,14.0,15.0,12.0,14.0,16.0,16.0,16.0,10.0,13.0,166.0
10241,AKI,AK,Akiak Airport,Akiak,48.0,24.0,54.0,76.0,78.0,83.0,74.0,69.0,61.0,60.0,55.0,54.0,736.0
10243,AKK,AK,Akhiok Airport,Akhiok,12.0,10.0,16.0,19.0,17.0,21.0,17.0,18.0,18.0,20.0,25.0,15.0,208.0
10245,AKN,AK,King Salmon Airport,King Salmon,167.0,141.0,178.0,194.0,230.0,484.0,713.0,461.0,404.0,185.0,157.0,169.0,3483.0
10247,AKP,AK,Anaktuvuk Pass Airport,Anaktuvuk Pass,89.0,61.0,76.0,72.0,77.0,77.0,69.0,74.0,65.0,72.0,65.0,64.0,861.0
10257,ALB,NY,Albany International,Albany,968.0,956.0,1200.0,1301.0,1273.0,1233.0,1379.0,1328.0,1199.0,1225.0,1171.0,1152.0,14385.0
10268,ALO,IA,Waterloo Regional,Waterloo,53.0,50.0,61.0,59.0,61.0,56.0,57.0,52.0,51.0,59.0,57.0,58.0,674.0
10272,ALS,CO,San Luis Valley Regional/Bergman Field,Alamosa,39.0,43.0,46.0,49.0,50.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,593.0
10275,ALW,WA,Walla Walla Regional,Walla Walla,50.0,55.0,62.0,57.0,61.0,60.0,62.0,60.0,37.0,31.0,29.0,27.0,591.0
10278,ALZ,AK,Alitak Seaplane Base,Lazy Bay,4.0,4.0,5.0,4.0,9.0,13.0,13.0,12.0,10.0,4.0,4.0,5.0,87.0
10279,AMA,TX,Rick Husband Amarillo International,Amarillo,371.0,331.0,374.0,423.0,432.0,459.0,467.0,466.0,473.0,497.0,437.0,412.0,5142.0
10299,ANC,AK,Ted Stevens Anchorage International,Anchorage,2089.0,2057.0,2454.0,2505.0,2818.0,3394.0,3691.0,3518.0,2636.0,2416.0,2319.0,2291.0,32188.0
10304,ANI,AK,Aniak Airport,Aniak,132.0,175.0,303.0,181.0,235.0,263.0,217.0,217.0,200.0,202.0,177.0,127.0,2429.0
10313,ANV,AK,Anvik Airport,Anvik,8.0,12.0,18.0,12.0,14.0,23.0,15.0,16.0,10.0,9.0,6.0,9.0,152.0
10322,AOO,PA,Altoona-Blair County,Altoona,73.0,88.0,106.0,103.0,111.0,109.0,108.0,109.0,113.0,46.0,47.0,42.0,1055.0
10324,AOS,AK,Amook Bay Airport,Amook Bay,4.0,4.0,5.0,4.0,7.0,8.0,9.0,9.0,7.0,4.0,5.0,4.0,70.0
10333,APN,MI,Alpena County Regional,Alpena,44.0,43.0,52.0,51.0,53.0,51.0,54.0,52.0,56.0,55.0,49.0,48.0,608.0
10349,ARC,AK,Arctic Village Airport,Arctic Village,44.0,32.0,40.0,55.0,54.0,64.0,58.0,62.0,43.0,50.0,47.0,45.0,594.0
10361,ART,NY,Watertown International,Watertown,37.0,43.0,48.0,51.0,48.0,59.0,61.0,62.0,59.0,57.0,52.0,48.0,625.0
10372,ASE,CO,Aspen Pitkin County Sardy Field,Aspen,789.0,715.0,871.0,226.0,96.0,508.0,552.0,543.0,464.0,301.0,213.0,630.0,5908.0
10396,ATK,AK,Atqasuk Edward Burnell Sr. Memorial,Atqasuk,62.0,55.0,54.0,54.0,64.0,70.0,66.0,67.0,60.0,89.0,57.0,64.0,762.0
10397,ATL,GA,Hartsfield-Jackson Atlanta International,Atlanta,24613.0,22744.0,26512.0,25958.0,27438.0,26279.0,27377.0,27304.0,26283.0,27142.0,26445.0,26070.0,314165.0
10405,ATT,AK,Atmautluak Airport,Atmautluak,98.0,75.0,112.0,157.0,170.0,165.0,139.0,135.0,150.0,160.0,140.0,100.0,1601.0
10408,ATW,WI,Appleton International,Appleton,522.0,473.0,576.0,546.0,551.0,502.0,516.0,470.0,462.0,498.0,501.0,503.0,6120.0
10409,ATY,SD,Watertown Regional,Watertown,56.0,48.0,53.0,51.0,53.0,52.0,53.0,53.0,53.0,53.0,51.0,47.0,623.0
10414,AUG,ME,Augusta State,Augusta/Waterville,68.0,73.0,85.0,89.0,99.0,118.0,126.0,121.0,116.0,97.0,89.0,83.0,1164.0
10416,AUK,AK,Alakanuk Airport,Alakanuk,121.0,122.0,182.0,187.0,280.0,177.0,191.0,236.0,190.0,190.0,173.0,148.0,2197.0
10423,AUS,TX,Austin - Bergstrom International,Austin,6572.0,5837.0,7608.0,7452.0,7802.0,7412.0,7645.0,7635.0,7465.0,7712.0,7378.0,6973.0,87491.0
10431,AVL,NC,Asheville Regional,Asheville,591.0,594.0,716.0,767.0,846.0,1031.0,1076.0,1020.0,934.0,1013.0,841.0,832.0,10261.0
10434,AVP,PA,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,201.0,169.0,238.0,251.0,261.0,273.0,266.0,263.0,239.0,240.0,202.0,213.0,2816.0
10466,AZA,AZ,Phoenix - Mesa Gateway,Phoenix,520.0,558.0,694.0,514.0,418.0,404.0,446.0,364.0,346.0,450.0,462.0,583.0,5759.0
10469,AZO,MI,Kalamazoo/Battle Creek International,Kalamazoo,173.0,145.0,151.0,145.0,152.0,149.0,134.0,121.0,119.0,127.0,119.0,126.0,1661.0
10529,BDL,CT,Bradley International,Hartford,1685.0,1762.0,2053.0,2097.0,2055.0,1892.0,2040.0,2139.0,2016.0,2128.0,1974.0,1947.0,23788.0
10535,BDR,CT,Bridgeport Sikorsky,Bridgeport,,,,1.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,,21.0
10540,BED,MA,Laurence G Hanscom Field,Bedford,,,,,1.0,,,,,,,,1.0
10551,BET,AK,Bethel Airport,Bethel,2022.0,1531.0,2551.0,2685.0,2765.0,2773.0,2523.0,2680.0,2541.0,2878.0,2172.0,2200.0,29321.0
10556,BFB,AK,Blue Fox Bay Airport,Blue Fox Bay,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0
10557,BFD,PA,Bradford Regional,Bradford,91.0,80.0,101.0,99.0,107.0,100.0,101.0,99.0,96.0,98.0,88.0,158.0,1218.0
10558,BFF,NE,Western Neb. Regional/William B. Heilig Field,Scottsbluff,49.0,50.0,46.0,74.0,90.0,89.0,102.0,74.0,54.0,65.0,50.0,46.0,789.0
10559,BFI,WA,Boeing Field/King County International,Seattle,75.0,84.0,90.0,106.0,259.0,200.0,263.0,247.0,224.0,153.0,113.0,84.0,1898.0
10561,BFL,CA,Meadows Field,Bakersfield,203.0,186.0,214.0,235.0,225.0,210.0,201.0,200.0,198.0,209.0,209.0,207.0,2497.0
10577,BGM,NY,Greater Binghamton/Edwin A. Link Field,Binghamton,31.0,25.0,32.0,30.0,31.0,30.0,32.0,31.0,30.0,31.0,35.0,38.0,376.0
10581,BGR,ME,Bangor International,Bangor,328.0,328.0,373.0,460.0,480.0,512.0,561.0,522.0,521.0,479.0,353.0,342.0,5259.0
10589,BHB,ME,Hancock County-Bar Harbor,Bar Harbor,73.0,66.0,89.0,85.0,93.0,120.0,190.0,185.0,189.0,143.0,94.0,71.0,1398.0
10590,IFP,AZ,Laughlin/Bullhead International,Bullhead City,,,,,,,1.0,,5.0,3.0,,,9.0
10599,BHM,AL,Birmingham-Shuttlesworth International,Birmingham,1127.0,1109.0,1262.0,1228.0,1292.0,1268.0,1321.0,1245.0,1315.0,1348.0,1301.0,1176.0,14992.0
10613,BID,RI,Block Island State,Block Island,184.0,160.0,227.0,278.0,299.0,478.0,632.0,278.0,452.0,279.0,279.0,219.0,3765.0
10617,BIH,CA,Bishop Airport,Bishop,74.0,67.0,75.0,1.0,,11.0,26.0,29.0,8.0,,,43.0,334.0
10620,BIL,MT,Billings Logan International,Billings,682.0,630.0,662.0,463.0,533.0,566.0,631.0,644.0,645.0,676.0,675.0,652.0,7459.0
10627,BIS,ND,Bismarck Municipal,Bismarck/Mandan,286.0,282.0,322.0,272.0,304.0,324.0,333.0,314.0,308.0,316.0,278.0,286.0,3625.0
10631,BJI,MN,Bemidji Regional,Bemidji,78.0,72.0,82.0,74.0,81.0,88.0,72.0,70.0,62.0,62.0,60.0,48.0,849.0
10640,BKC,AK,Buckland Airport,Buckland,88.0,63.0,77.0,65.0,73.0,95.0,83.0,70.0,67.0,78.0,79.0,73.0,911.0
10643,BKG,MO,Branson Airport,Branson,,,,,9.0,15.0,18.0,5.0,,,,,47.0
10654,BKW,WV,Raleigh County Memorial,Beckley,80.0,80.0,103.0,101.0,102.0,102.0,103.0,104.0,100.0,104.0,101.0,95.0,1175.0
10661,BLD,NV,Boulder City Municipal,Boulder City,65.0,58.0,71.0,70.0,69.0,61.0,62.0,62.0,60.0,62.0,82.0,82.0,804.0
10666,BLI,WA,Bellingham International,Bellingham,255.0,250.0,339.0,324.0,326.0,311.0,329.0,312.0,325.0,314.0,289.0,244.0,3618.0
10676,BLV,IL,Scott AFB MidAmerica St Louis,Belleville,63.0,61.0,108.0,102.0,107.0,143.0,156.0,101.0,57.0,72.0,62.0,82.0,1114.0
10685,BMI,IL,Central Il Regional Airport at Bloomington,Bloomington/Normal,204.0,182.0,208.0,203.0,226.0,231.0,234.0,228.0,213.0,221.0,209.0,212.0,2571.0
10693,BNA,TN,Nashville International,Nashville,6277.0,6132.0,7001.0,7089.0,7676.0,7461.0,7919.0,7922.0,7837.0,8401.0,7837.0,7235.0,88787.0
10697,BNF,AK,Warm Spring Bay Seaplane Base,Baranof,1.0,,,1.0,,,,,,,,,2.0
10713,BOI,ID,Boise Air Terminal,Boise,2050.0,1877.0,2023.0,1975.0,2126.0,2266.0,2473.0,2475.0,2406.0,2264.0,2133.0,1997.0,26065.0
10721,BOS,MA,Logan International,Boston,9871.0,9583.0,11849.0,12222.0,13209.0,12816.0,13973.0,13955.0,13350.0,13597.0,12844.0,11805.0,149074.0
10728,BPT,TX,Jack Brooks Regional,Beaumont/Port Arthur,76.0,69.0,81.0,75.0,64.0,60.0,62.0,61.0,59.0,59.0,59.0,57.0,782.0
10731,BQK,GA,Brunswick Golden Isles,Brunswick,64.0,56.0,62.0,83.0,92.0,87.0,88.0,93.0,61.0,65.0,59.0,60.0,870.0
10732,BQN,PR,Rafael Hernandez,Aguadilla,192.0,150.0,183.0,158.0,252.0,185.0,186.0,187.0,155.0,200.0,206.0,271.0,2325.0
10739,BRD,MN,Brainerd Lakes Regional,Brainerd,47.0,48.0,53.0,49.0,52.0,64.0,72.0,70.0,74.0,84.0,77.0,41.0,731.0
10744,BRL,IA,Southeast Iowa Regional,Burlington,90.0,85.0,87.0,95.0,101.0,81.0,59.0,61.0,58.0,60.0,35.0,58.0,870.0
10747,BRO,TX,Brownsville South Padre Island International,Brownsville,138.0,150.0,175.0,202.0,214.0,234.0,217.0,210.0,195.0,198.0,178.0,181.0,2292.0
10754,BRW,AK,Wiley Post/Will Rogers Memorial,Barrow,242.0,205.0,201.0,211.0,224.0,224.0,256.0,189.0,198.0,304.0,174.0,224.0,2652.0
10775,BTI,AK,Barter Island Airport,Barter Island,62.0,46.0,62.0,80.0,66.0,78.0,60.0,75.0,57.0,67.0,62.0,48.0,763.0
10779,BTM,MT,Bert Mooney,Butte,57.0,56.0,54.0,47.0,52.0,52.0,39.0,31.0,49.0,59.0,54.0,55.0,605.0
10781,BTR,LA,Baton Rouge Metropolitan/Ryan Field,Baton Rouge,435.0,422.0,448.0,436.0,482.0,456.0,463.0,479.0,512.0,504.0,444.0,412.0,5493.0
10783,BTT,AK,Bettles Airport,Bettles,26.0,27.0,34.0,28.0,28.0,71.0,79.0,96.0,58.0,30.0,23.0,28.0,528.0
