ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,hub_cat,diff,pct_change,change_category,DEST_AIRPORT_ID,DEST,hub_cat_dest,NAME_DEST,DEST_STATE_ABR,2019,2020,2021,2022
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,15376,TUS,S,Tucson International,AZ,1.0,1.0,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,16869,XWA,N,Williston Basin International,ND,1.0,,2.0,2.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,10141,ABR,N,Aberdeen Regional,SD,,1.0,,2.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,10157,ACV,N,California Redwood Coast Humboldt County,CA,,1.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,10620,BIL,S,Billings Logan International,MT,,1.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11447,DVL,,Devils Lake Regional,ND,,1.0,1.0,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11977,GRB,N,Green Bay Austin Straubel International,WI,,1.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,12266,IAH,L,George Bush Intercontinental/Houston,TX,,1.0,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,12891,LAW,N,Lawton-Fort Sill Regional,OK,,2.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14794,SGU,N,St George Regional,UT,,1.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14869,SLC,L,Salt Lake City International,UT,,2.0,1.0,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,15008,STC,N,St. Cloud Regional,MN,,3.0,,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,10713,BOI,M,Boise Air Terminal,ID,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11097,COD,N,Yellowstone Regional,WY,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11471,EAU,N,Chippewa Valley Regional,WI,,,3.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11921,GJT,N,Grand Junction Regional,CO,,,1.0,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,12278,ICT,S,Wichita Dwight D Eisenhower National,KS,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,12511,JLN,N,Joplin Regional,MO,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,12899,LBF,N,North Platte Regional Airport Lee Bird Field,NE,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13076,LSE,N,La Crosse Regional,WI,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13204,MCO,L,Orlando International,FL,,,17.0,42.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13211,MCW,,,IA,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13296,MHT,S,Manchester Boston Regional,NH,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13367,MLI,N,Quad Cities International,IL,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14112,PIE,S,St Pete Clearwater International,FL,,,40.0,45.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14457,RAP,S,Rapid City Regional,SD,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14576,ROC,S,Frederick Douglass Grtr Rochester International,NY,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14674,SAF,N,Santa Fe Municipal,NM,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14747,SEA,L,Seattle/Tacoma International,WA,,,1.0,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14771,SFO,L,San Francisco International,CA,,,1.0,
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,10408,ATW,S,Appleton International,WI,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11067,CMI,N,University of Illinois/Willard,IL,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11315,DIK,N,Dickinson - Theodore Roosevelt Regional,ND,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11468,EAR,N,Kearney Regional,NE,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,11778,FSM,N,Fort Smith Regional,AR,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13198,MCI,M,Kansas City International,MO,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,13851,OKC,S,Will Rogers World,OK,,,,2.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,14698,SBP,N,San Luis County Regional,CA,,,,1.0
11637,FAR,ND,Hector International,Fargo,100k-1 million,no,S,loss,-16.6,at least -10%,15370,TUL,S,Tulsa International,OK,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10140,ABQ,M,Albuquerque International Sunport,NM,1.0,,,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10157,ACV,N,California Redwood Coast Humboldt County,CA,2.0,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10561,BFL,N,Meadows Field,CA,1.0,,12.0,6.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10666,BLI,N,Bellingham International,WA,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10693,BNA,L,Nashville International,TN,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10713,BOI,M,Boise Air Terminal,ID,1.0,5.0,3.0,5.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10849,BZN,S,Bozeman Yellowstone International,MT,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11109,COS,S,City of Colorado Springs Municipal,CO,3.0,2.0,6.0,3.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11292,DEN,L,Denver International,CO,1305.0,1057.0,1561.0,1352.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11298,DFW,L,Dallas/Fort Worth International,TX,869.0,854.0,1049.0,1109.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11603,EUG,S,Mahlon Sweet Field,OR,3.0,1.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11884,GEG,S,Spokane International,WA,7.0,1.0,2.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12266,IAH,L,George Bush Intercontinental/Houston,TX,2.0,1.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12889,LAS,L,Harry Reid International,NV,591.0,302.0,1269.0,1751.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12892,LAX,L,Los Angeles International,CA,2586.0,1049.0,1599.0,920.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13029,LNK,N,Lincoln Airport,NE,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13264,MFR,S,Rogue Valley International - Medford,OR,3.0,,2.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13433,MOT,N,Minot International,ND,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13476,MRY,N,Monterey Regional,CA,5.0,4.0,3.0,4.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13891,ONT,M,Ontario International,CA,1.0,2.0,3.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13930,ORD,L,Chicago O'Hare International,IL,264.0,82.0,292.0,92.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14057,PDX,M,Portland International,OR,715.0,361.0,486.0,443.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14107,PHX,L,Phoenix Sky Harbor International,AZ,1759.0,945.0,1180.0,1179.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14237,PRC,N,Prescott Regional Ernest A Love Field,AZ,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14252,PSC,S,Tri Cities,WA,4.0,1.0,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14262,PSP,S,Palm Springs International,CA,7.0,3.0,7.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14457,RAP,S,Rapid City Regional,SD,1.0,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14487,RDD,N,Redding Municipal,CA,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14489,RDM,S,Roberts Field,OR,3.0,3.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14570,RNO,M,Reno/Tahoe International,NV,3.0,2.0,24.0,67.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14588,ROW,N,Roswell Air Center,NM,2.0,2.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14679,SAN,L,San Diego International,CA,1010.0,573.0,548.0,656.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14689,SBA,S,Santa Barbara Municipal,CA,2.0,1.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14698,SBP,N,San Luis County Regional,CA,7.0,8.0,1.0,6.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14716,SCK,N,Stockton Metro,CA,1.0,5.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14747,SEA,L,Seattle/Tacoma International,WA,1059.0,872.0,1223.0,667.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14771,SFO,L,San Francisco International,CA,1412.0,853.0,1004.0,1250.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14794,SGU,N,St George Regional,UT,2.0,1.0,6.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14831,SJC,M,Norman Y. Mineta San Jose International,CA,7.0,9.0,8.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14869,SLC,L,Salt Lake City International,UT,1057.0,994.0,1565.0,1115.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14893,SMF,M,Sacramento International,CA,3.0,3.0,9.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14908,SNA,M,John Wayne Airport-Orange County,CA,1.0,,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,15023,STS,N,Charles M. Schulz - Sonoma County,CA,1.0,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,15376,TUS,S,Tucson International,AZ,6.0,7.0,6.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10279,AMA,N,Rick Husband Amarillo International,TX,,1.0,,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10423,AUS,L,Austin - Bergstrom International,TX,,2.0,1.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10620,BIL,S,Billings Logan International,MT,,1.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11433,DTW,L,Detroit Metro Wayne County,MI,,3.0,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11540,ELP,S,El Paso International,TX,,1.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11823,FWA,S,Fort Wayne International,IN,,0.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11921,GJT,N,Grand Junction Regional,CO,,2.0,2.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12003,GTF,N,Great Falls International,MT,,1.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12297,IGM,,,AZ,,3.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13487,MSP,L,Minneapolis-St Paul International,MN,,4.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14120,PIR,N,Pierre Regional,SD,,0.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,15389,TWF,N,Joslin Field - Magic Valley Regional,ID,,1.0,,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10136,ABI,N,Abilene Regional,TX,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10558,BFF,N,Western Neb. Regional/William B. Heilig Field,NE,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10627,BIS,N,Bismarck Municipal,ND,,,0.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11097,COD,N,Yellowstone Regional,WY,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11423,DSM,S,Des Moines International,IA,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12177,HOB,N,Lea County Regional,NM,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12280,IDA,N,Idaho Falls Regional,ID,,,1.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12339,IND,M,Indianapolis International,IN,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13342,MKE,M,General Mitchell International,WI,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13851,OKC,S,Will Rogers World,OK,,,1.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14288,PUB,,Pueblo Memorial,CO,,,2.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14683,SAT,M,San Antonio International,TX,,,2.0,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14905,SMX,N,Santa Maria Public/Capt. G. Allan Hancock Field,CA,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,15016,STL,M,St Louis Lambert International,MO,,,1.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,15370,TUL,S,Tulsa International,OK,,,1.0,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,16218,YUM,N,Yuma MCAS/Yuma International,AZ,,,1.0,
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,10800,BUR,S,Bob Hope,CA,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11140,CRP,N,Corpus Christi International,TX,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,11775,FSD,S,Joe Foss Field,SD,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12094,HDN,N,Yampa Valley,CO,,,,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12156,HLN,N,Helena Regional,MT,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,12441,JAC,S,Jackson Hole,WY,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13194,MCE,,,CA,,,,2.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,13485,MSN,S,Dane County Regional-Truax Field,WI,,,,1.0
11638,FAT,CA,Fresno Yosemite International,Fresno,100k-1 million,no,S,loss,-16.1,at least -10%,14730,SDF,S,Louisville Muhammad Ali International,KY,,,,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,10208,AGS,N,Augusta Regional at Bush Field,GA,1.0,,2.0,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,10397,ATL,L,Hartsfield-Jackson Atlanta International,GA,1693.0,1286.0,1144.0,871.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,10868,CAE,S,Columbia Metropolitan,SC,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11057,CLT,L,Charlotte Douglas International,NC,2257.0,1491.0,1951.0,1651.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11308,DHN,N,Dothan Regional,AL,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11433,DTW,L,Detroit Metro Wayne County,MI,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11617,EWN,N,Coastal Carolina Regional,NC,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11699,FLO,N,Florence Regional,SC,2.0,,,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11995,GSO,S,Piedmont Triad International,NC,2.0,2.0,3.0,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,12264,IAD,L,Washington Dulles International,VA,111.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,12323,ILM,S,Wilmington International,NC,2.0,1.0,,2.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,13577,MYR,S,Myrtle Beach International,SC,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,14492,RDU,M,Raleigh-Durham International,NC,3.0,1.0,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,14696,SBN,S,South Bend International,IN,1.0,,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,10431,AVL,S,Asheville Regional,NC,,1.0,,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,10155,ACT,N,Waco Regional,TX,,,1.0,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11049,CLL,N,Easterwood Field,TX,,,2.0,
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11298,DFW,L,Dallas/Fort Worth International,TX,,,292.0,343.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,13795,OAJ,N,Albert J Ellis,NC,,,1.0,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,11996,GSP,S,Greenville-Spartanburg International,SC,,,,2.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,12992,LIT,S,Bill and Hillary Clinton Nat Adams Field,AR,,,,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,14092,PGV,N,Pitt Greenville,NC,,,,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,14685,SAV,S,Savannah/Hilton Head International,GA,,,,1.0
11641,FAY,NC,Fayetteville Regional/Grannis Field,Fayetteville,100k-1 million,no,N,loss,-29.4,at least -20%,14814,SHV,N,Shreveport Regional,LA,,,,1.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,10397,ATL,L,Hartsfield-Jackson Atlanta International,GA,11.0,6.0,14.0,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,10466,AZA,S,Phoenix - Mesa Gateway,AZ,67.0,74.0,78.0,52.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,10713,BOI,M,Boise Air Terminal,ID,1.0,,4.0,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,11292,DEN,L,Denver International,CO,1036.0,758.0,1158.0,955.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,11298,DFW,L,Dallas/Fort Worth International,TX,119.0,185.0,161.0,165.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,11884,GEG,S,Spokane International,WA,1.0,,8.0,3.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,11921,GJT,N,Grand Junction Regional,CO,1.0,,2.0,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,12094,HDN,N,Yampa Valley,CO,1.0,,,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,12888,LAR,N,Laramie Regional,WY,1.0,,,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,12889,LAS,L,Harry Reid International,NV,107.0,87.0,103.0,104.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,12892,LAX,L,Los Angeles International,CA,232.0,42.0,356.0,134.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13198,MCI,M,Kansas City International,MO,1.0,,,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13342,MKE,M,General Mitchell International,WI,1.0,,1.0,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13486,MSO,S,Missoula Montana,MT,2.0,2.0,,
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13487,MSP,L,Minneapolis-St Paul International,MN,442.0,346.0,515.0,436.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13796,OAK,M,Metro Oakland International,CA,26.0,19.0,15.0,16.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,13930,ORD,L,Chicago O'Hare International,IL,261.0,224.0,317.0,254.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,14057,PDX,M,Portland International,OR,118.0,60.0,73.0,8.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,14512,RFD,N,Chicago/Rockford International,IL,1.0,,,1.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,14747,SEA,L,Seattle/Tacoma International,WA,1058.0,1023.0,1281.0,1002.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,14771,SFO,L,San Francisco International,CA,105.0,64.0,97.0,115.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,14869,SLC,L,Salt Lake City International,UT,1135.0,1231.0,1188.0,1098.0
11648,FCA,MT,Glacier Park International,Kalispell,100k-1 million,no,S,loss,-6.4,less than -10%,10136,ABI,N,Abilene Regional,TX,,1.0,,
