ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10006,06A,AK,Kizhuyak Bay,Kizhuyak,,,,,0.0,,,,,,,,0.0
10011,GCW,AZ,Grand Canyon West,Peach Springs,,,67.0,68.0,71.0,8.0,16.0,66.0,62.0,89.0,,,447.0
10056,A43,AK,Trident Basin Seaplane Base,Kodiak Island,11.0,10.0,8.0,18.0,38.0,63.0,75.0,60.0,29.0,20.0,14.0,9.0,355.0
10135,ABE,PA,Lehigh Valley International,Allentown/Bethlehem/Easton,23524.0,25512.0,35265.0,39058.0,39189.0,43989.0,45621.0,42002.0,30664.0,35532.0,32553.0,30086.0,422995.0
10136,ABI,TX,Abilene Regional,Abilene,4578.0,4082.0,6866.0,6322.0,6912.0,6935.0,6626.0,6925.0,6527.0,6536.0,5951.0,5654.0,73914.0
10139,ABL,AK,Ambler River,Ambler,211.0,179.0,229.0,198.0,203.0,258.0,279.0,320.0,253.0,276.0,167.0,184.0,2757.0
10140,ABQ,NM,Albuquerque International Sunport,Albuquerque,124557.0,137649.0,191576.0,191307.0,219852.0,210912.0,221041.0,207130.0,220680.0,250819.0,202528.0,187649.0,2365700.0
10141,ABR,SD,Aberdeen Regional,Aberdeen,1700.0,1708.0,1841.0,1670.0,1986.0,1814.0,1847.0,1902.0,1863.0,1968.0,1965.0,1504.0,21768.0
10146,ABY,GA,Southwest Georgia Regional,Albany,2301.0,2539.0,3213.0,3131.0,3512.0,3141.0,2935.0,2876.0,2676.0,3151.0,2991.0,2589.0,35055.0
10154,ACK,MA,Nantucket Memorial,Nantucket,1294.0,1385.0,1704.0,2425.0,6795.0,20142.0,32860.0,34041.0,21748.0,10656.0,1686.0,1735.0,136471.0
10155,ACT,TX,Waco Regional,Waco,2841.0,3065.0,5087.0,5145.0,5129.0,4969.0,4533.0,4823.0,4754.0,4837.0,4499.0,4422.0,54104.0
10157,ACV,CA,California Redwood Coast Humboldt County,Arcata/Eureka,8014.0,8685.0,11038.0,11735.0,10722.0,10436.0,11050.0,10571.0,9600.0,8838.0,8749.0,9545.0,118983.0
10158,ACY,NJ,Atlantic City International,Atlantic City,27502.0,32136.0,36341.0,36086.0,33610.0,37620.0,43380.0,46373.0,28836.0,29973.0,29893.0,30565.0,412315.0
10165,ADK,AK,Adak,Adak Island,164.0,88.0,99.0,194.0,201.0,289.0,322.0,333.0,262.0,226.0,245.0,173.0,2596.0
10170,ADQ,AK,Kodiak Airport,Kodiak,3201.0,3844.0,5109.0,5773.0,6587.0,7502.0,9017.0,10271.0,9245.0,6652.0,7268.0,5470.0,79939.0
10184,AET,AK,Allakaket Airport,Allakaket,151.0,131.0,238.0,163.0,139.0,261.0,255.0,315.0,241.0,194.0,151.0,161.0,2400.0
10185,AEX,LA,Alexandria International,Alexandria,7894.0,8053.0,9635.0,9592.0,10157.0,7564.0,6849.0,7089.0,7241.0,7175.0,7301.0,8152.0,96702.0
10194,AFW,TX,Perot Field Fort Worth Alliance,Dallas/Fort Worth,,,650.0,25.0,405.0,389.0,,172.0,285.0,,160.0,,2086.0
10204,AGN,AK,Angoon Seaplane Base,Angoon,103.0,118.0,204.0,181.0,203.0,232.0,249.0,261.0,221.0,226.0,187.0,99.0,2284.0
10208,AGS,GA,Augusta Regional at Bush Field,Augusta,17804.0,18946.0,23763.0,30868.0,24338.0,22966.0,23191.0,22918.0,22345.0,22524.0,21919.0,20346.0,271928.0
10221,AIA,NE,Alliance Municipal,Alliance,314.0,279.0,335.0,315.0,384.0,355.0,405.0,344.0,349.0,368.0,383.0,322.0,4153.0
10225,AIN,AK,Wainwright Airport,Wainwright,239.0,224.0,288.0,245.0,354.0,292.0,277.0,324.0,334.0,345.0,313.0,299.0,3534.0
10237,AKB,AK,Atka Airport,Atka,10.0,14.0,16.0,21.0,37.0,15.0,20.0,12.0,28.0,31.0,23.0,16.0,243.0
10241,AKI,AK,Akiak Airport,Akiak,78.0,33.0,107.0,164.0,158.0,129.0,114.0,139.0,150.0,119.0,93.0,88.0,1372.0
10243,AKK,AK,Akhiok Airport,Akhiok,7.0,16.0,20.0,27.0,33.0,31.0,28.0,58.0,34.0,22.0,48.0,36.0,360.0
10245,AKN,AK,King Salmon Airport,King Salmon,553.0,585.0,783.0,867.0,1805.0,3699.0,12899.0,6481.0,3785.0,1260.0,627.0,713.0,34057.0
10247,AKP,AK,Anaktuvuk Pass Airport,Anaktuvuk Pass,141.0,182.0,258.0,198.0,251.0,249.0,266.0,248.0,296.0,228.0,285.0,189.0,2791.0
10257,ALB,NY,Albany International,Albany,72753.0,81379.0,106438.0,112783.0,110813.0,111786.0,130462.0,131661.0,108866.0,119322.0,102752.0,94141.0,1283156.0
10268,ALO,IA,Waterloo Regional,Waterloo,822.0,905.0,1392.0,1191.0,1680.0,1513.0,1381.0,1157.0,1172.0,1340.0,1171.0,1179.0,14903.0
10272,ALS,CO,San Luis Valley Regional/Bergman Field,Alamosa,687.0,649.0,796.0,767.0,996.0,829.0,949.0,799.0,799.0,634.0,641.0,661.0,9207.0
10275,ALW,WA,Walla Walla Regional,Walla Walla,2575.0,2819.0,3832.0,3279.0,3603.0,3523.0,3124.0,3101.0,2131.0,1990.0,1922.0,1915.0,33814.0
10278,ALZ,AK,Alitak Seaplane Base,Lazy Bay,0.0,2.0,6.0,4.0,5.0,12.0,23.0,28.0,17.0,4.0,4.0,2.0,107.0
10279,AMA,TX,Rick Husband Amarillo International,Amarillo,21692.0,22729.0,29595.0,30041.0,35892.0,34996.0,36327.0,32912.0,34180.0,36108.0,33496.0,31937.0,379905.0
10299,ANC,AK,Ted Stevens Anchorage International,Anchorage,135779.0,132589.0,175545.0,162626.0,208379.0,271537.0,319105.0,311031.0,227974.0,183438.0,162508.0,172401.0,2462912.0
10304,ANI,AK,Aniak Airport,Aniak,297.0,385.0,513.0,342.0,472.0,449.0,552.0,414.0,467.0,662.0,579.0,430.0,5562.0
10313,ANV,AK,Anvik Airport,Anvik,0.0,2.0,15.0,20.0,24.0,5.0,4.0,4.0,5.0,8.0,2.0,2.0,91.0
10322,AOO,PA,Altoona-Blair County,Altoona,240.0,306.0,427.0,389.0,475.0,527.0,451.0,451.0,451.0,265.0,255.0,297.0,4534.0
10324,AOS,AK,Amook Bay Airport,Amook Bay,2.0,2.0,3.0,4.0,3.0,6.0,4.0,13.0,8.0,4.0,6.0,3.0,58.0
10333,APN,MI,Alpena County Regional,Alpena,694.0,729.0,1005.0,902.0,973.0,1062.0,1676.0,1622.0,1591.0,1114.0,1021.0,1477.0,13866.0
10349,ARC,AK,Arctic Village Airport,Arctic Village,131.0,80.0,89.0,195.0,159.0,205.0,245.0,242.0,182.0,184.0,194.0,105.0,2011.0
10361,ART,NY,Watertown International,Watertown,1107.0,1422.0,1474.0,1761.0,1590.0,1910.0,2270.0,2297.0,1916.0,1457.0,1385.0,1654.0,20243.0
10372,ASE,CO,Aspen Pitkin County Sardy Field,Aspen,39932.0,38146.0,47750.0,13286.0,4272.0,21269.0,28106.0,28245.0,23000.0,17087.0,10850.0,27125.0,299068.0
10396,ATK,AK,Atqasuk Edward Burnell Sr. Memorial,Atqasuk,199.0,215.0,200.0,203.0,285.0,268.0,265.0,329.0,258.0,290.0,250.0,234.0,2996.0
10397,ATL,GA,Hartsfield-Jackson Atlanta International,Atlanta,2618513.0,2746342.0,3488030.0,3421726.0,3680879.0,3530776.0,3599897.0,3546693.0,3459421.0,3632545.0,3536388.0,3457889.0,40719099.0
10405,ATT,AK,Atmautluak Airport,Atmautluak,144.0,114.0,199.0,298.0,391.0,324.0,245.0,310.0,360.0,364.0,258.0,157.0,3164.0
10408,ATW,WI,Appleton International,Appleton,27979.0,29807.0,44119.0,36296.0,35402.0,36141.0,39107.0,34724.0,29828.0,34511.0,32856.0,35046.0,415816.0
10409,ATY,SD,Watertown Regional,Watertown,1142.0,951.0,1476.0,1333.0,1527.0,1699.0,1657.0,1319.0,1319.0,1033.0,983.0,962.0,15401.0
10414,AUG,ME,Augusta State,Augusta/Waterville,225.0,326.0,430.0,372.0,444.0,520.0,702.0,720.0,585.0,575.0,433.0,363.0,5695.0
10416,AUK,AK,Alakanuk Airport,Alakanuk,144.0,116.0,182.0,204.0,294.0,192.0,260.0,244.0,250.0,265.0,206.0,161.0,2518.0
10423,AUS,TX,Austin - Bergstrom International,Austin,522753.0,586206.0,885135.0,918363.0,996616.0,957300.0,942198.0,839658.0,857917.0,948456.0,891654.0,840071.0,10186327.0
10431,AVL,NC,Asheville Regional,Asheville,41919.0,47704.0,67691.0,70071.0,80062.0,91055.0,98838.0,90469.0,83447.0,91689.0,78654.0,78100.0,919699.0
10434,AVP,PA,Wilkes Barre Scranton International,Scranton/Wilkes-Barre,11806.0,11487.0,15287.0,16634.0,16665.0,17042.0,17328.0,17984.0,16740.0,18218.0,15674.0,14832.0,189697.0
10466,AZA,AZ,Phoenix - Mesa Gateway,Phoenix,64894.0,79246.0,113186.0,85739.0,70583.0,70873.0,74677.0,58953.0,56630.0,71281.0,74806.0,91017.0,911885.0
10469,AZO,MI,Kalamazoo/Battle Creek International,Kalamazoo,5649.0,5581.0,6465.0,6008.0,6661.0,6708.0,5889.0,5390.0,5356.0,5865.0,5718.0,6267.0,71557.0
10529,BDL,CT,Bradley International,Hartford,156011.0,187448.0,236523.0,259721.0,240309.0,235509.0,254531.0,262404.0,233560.0,276061.0,242579.0,234634.0,2819290.0
10535,BDR,CT,Bridgeport Sikorsky,Bridgeport,,,,7.0,3.0,1.0,3.0,9.0,13.0,2.0,3.0,,41.0
10540,BED,MA,Laurence G Hanscom Field,Bedford,,,,,4.0,,,,,,,,4.0
10551,BET,AK,Bethel Airport,Bethel,8000.0,7009.0,10504.0,11871.0,13511.0,12193.0,12235.0,13446.0,12930.0,14331.0,11052.0,10593.0,137675.0
10556,BFB,AK,Blue Fox Bay Airport,Blue Fox Bay,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,3.0
10557,BFD,PA,Bradford Regional,Bradford,166.0,185.0,325.0,413.0,358.0,326.0,393.0,386.0,329.0,455.0,380.0,642.0,4358.0
10558,BFF,NE,Western Neb. Regional/William B. Heilig Field,Scottsbluff,929.0,951.0,1010.0,2061.0,2708.0,3081.0,5152.0,3255.0,1034.0,2136.0,903.0,1053.0,24273.0
10559,BFI,WA,Boeing Field/King County International,Seattle,348.0,430.0,542.0,590.0,318.0,1238.0,1626.0,1615.0,1238.0,884.0,542.0,414.0,9785.0
10561,BFL,CA,Meadows Field,Bakersfield,9492.0,9011.0,12052.0,13320.0,12724.0,12181.0,11494.0,10798.0,11559.0,13522.0,13517.0,12264.0,141934.0
10577,BGM,NY,Greater Binghamton/Edwin A. Link Field,Binghamton,741.0,612.0,1042.0,1136.0,1114.0,1050.0,1122.0,1097.0,916.0,1048.0,1560.0,1971.0,13409.0
10581,BGR,ME,Bangor International,Bangor,17536.0,22346.0,27462.0,28927.0,28659.0,34347.0,42670.0,40290.0,36131.0,33469.0,20243.0,19087.0,351167.0
10589,BHB,ME,Hancock County-Bar Harbor,Bar Harbor,258.0,263.0,465.0,403.0,473.0,765.0,1247.0,1327.0,1223.0,905.0,525.0,351.0,8205.0
10590,IFP,AZ,Laughlin/Bullhead International,Bullhead City,,,,,,,177.0,,670.0,498.0,,,1345.0
10599,BHM,AL,Birmingham-Shuttlesworth International,Birmingham,81482.0,89284.0,115877.0,107629.0,120965.0,117574.0,122682.0,115376.0,121439.0,128685.0,120262.0,111434.0,1352689.0
10613,BID,RI,Block Island State,Block Island,596.0,505.0,780.0,1037.0,1196.0,1645.0,2686.0,1037.0,1737.0,1097.0,1097.0,777.0,14190.0
10617,BIH,CA,Bishop Airport,Bishop,2012.0,2301.0,2940.0,21.0,,229.0,853.0,911.0,152.0,,,1328.0,10747.0
10620,BIL,MT,Billings Logan International,Billings,25758.0,25427.0,31071.0,27610.0,31718.0,32181.0,36799.0,37068.0,36596.0,35065.0,33361.0,35160.0,387814.0
10627,BIS,ND,Bismarck Municipal,Bismarck/Mandan,16823.0,18661.0,22427.0,18235.0,20407.0,21656.0,22194.0,20595.0,20021.0,21513.0,18463.0,21424.0,242419.0
10631,BJI,MN,Bemidji Regional,Bemidji,1931.0,1972.0,2227.0,2002.0,2028.0,2323.0,3067.0,2961.0,2033.0,1702.0,1496.0,1522.0,25264.0
10640,BKC,AK,Buckland Airport,Buckland,200.0,247.0,274.0,212.0,261.0,397.0,250.0,264.0,336.0,304.0,253.0,297.0,3295.0
10643,BKG,MO,Branson Airport,Branson,,,,,1037.0,1754.0,2463.0,745.0,,,,,5999.0
10654,BKW,WV,Raleigh County Memorial,Beckley,882.0,1072.0,1644.0,1651.0,1649.0,1614.0,1609.0,1283.0,1465.0,1654.0,1574.0,1489.0,17586.0
10661,BLD,NV,Boulder City Municipal,Boulder City,21.0,17.0,72.0,68.0,56.0,8.0,0.0,0.0,0.0,0.0,184.0,157.0,583.0
10666,BLI,WA,Bellingham International,Bellingham,14792.0,17944.0,26956.0,28714.0,28963.0,28864.0,32605.0,31059.0,29237.0,30279.0,26653.0,24421.0,320487.0
10676,BLV,IL,Scott AFB MidAmerica St Louis,Belleville,7432.0,8392.0,16313.0,14346.0,16233.0,22365.0,24565.0,13728.0,8215.0,9963.0,8992.0,12715.0,163259.0
10685,BMI,IL,Central Il Regional Airport at Bloomington,Bloomington/Normal,11522.0,12020.0,15688.0,13024.0,16331.0,17441.0,17208.0,15027.0,13956.0,14714.0,12910.0,13658.0,173499.0
10693,BNA,TN,Nashville International,Nashville,518941.0,592630.0,775731.0,800129.0,912475.0,897581.0,908250.0,855264.0,897566.0,1005967.0,892171.0,797572.0,9854277.0
10697,BNF,AK,Warm Spring Bay Seaplane Base,Baranof,2.0,,,1.0,,,,,,,,,3.0
10713,BOI,ID,Boise Air Terminal,Boise,142621.0,146353.0,171614.0,168475.0,183825.0,199296.0,213326.0,209543.0,204225.0,211445.0,199403.0,189573.0,2239699.0
10721,BOS,MA,Logan International,Boston,691903.0,839256.0,1163649.0,1269974.0,1319843.0,1320948.0,1370906.0,1358369.0,1252439.0,1437962.0,1270947.0,1203611.0,14499807.0
10728,BPT,TX,Jack Brooks Regional,Beaumont/Port Arthur,1315.0,1454.0,1952.0,2182.0,2282.0,2176.0,2214.0,2128.0,2080.0,2112.0,2340.0,2464.0,24699.0
10731,BQK,GA,Brunswick Golden Isles,Brunswick,2321.0,2423.0,2686.0,3409.0,3835.0,3512.0,3369.0,3431.0,2512.0,2422.0,2187.0,2042.0,34149.0
10732,BQN,PR,Rafael Hernandez,Aguadilla,24198.0,19578.0,28481.0,24359.0,37991.0,29549.0,31439.0,30364.0,22970.0,29357.0,30719.0,36698.0,345703.0
10739,BRD,MN,Brainerd Lakes Regional,Brainerd,1292.0,1349.0,1455.0,1446.0,1446.0,1693.0,2539.0,2480.0,2240.0,2577.0,2375.0,924.0,21816.0
10744,BRL,IA,Southeast Iowa Regional,Burlington,255.0,286.0,351.0,388.0,455.0,376.0,255.0,299.0,269.0,296.0,150.0,274.0,3654.0
10747,BRO,TX,Brownsville South Padre Island International,Brownsville,8014.0,7977.0,9931.0,11272.0,11330.0,12112.0,11687.0,11274.0,11527.0,11936.0,9675.0,9878.0,126613.0
10754,BRW,AK,Wiley Post/Will Rogers Memorial,Barrow,2237.0,2242.0,3250.0,2729.0,3471.0,3324.0,3393.0,3451.0,3077.0,3168.0,3083.0,3250.0,36675.0
