ORIGIN_AIRPORT_ID,NAME,AIRCRAFT_TYPE,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10136,"Abilene, TX: Abilene Regional",676.0,104.0,107.0,124.0,72.0,44.0,36.0,69.0,42.0,46.0,66.0,36.0,32.0,778.0
10136,"Abilene, TX: Abilene Regional",699.0,1.0,,,,,,,,,,,,1.0
10139,"Ambler, AK: Ambler River",194.0,16.0,5.0,,,,,1.0,5.0,2.0,6.0,4.0,4.0,43.0
10139,"Ambler, AK: Ambler River",415.0,52.0,48.0,39.0,23.0,32.0,35.0,41.0,36.0,41.0,29.0,28.0,41.0,445.0
10139,"Ambler, AK: Ambler River",416.0,28.0,24.0,,1.0,,,,,,,3.0,3.0,59.0
10140,"Albuquerque, NM: Albuquerque International Sunport",458.0,76.0,69.0,72.0,60.0,62.0,59.0,62.0,62.0,60.0,65.0,64.0,64.0,775.0
10140,"Albuquerque, NM: Albuquerque International Sunport",479.0,59.0,54.0,51.0,49.0,49.0,51.0,48.0,53.0,50.0,47.0,44.0,32.0,587.0
10140,"Albuquerque, NM: Albuquerque International Sunport",612.0,754.0,664.0,681.0,285.0,202.0,329.0,441.0,468.0,312.0,310.0,353.0,284.0,5083.0
10140,"Albuquerque, NM: Albuquerque International Sunport",614.0,278.0,254.0,241.0,164.0,78.0,131.0,231.0,311.0,215.0,162.0,98.0,93.0,2256.0
10140,"Albuquerque, NM: Albuquerque International Sunport",629.0,11.0,64.0,58.0,29.0,3.0,1.0,61.0,57.0,91.0,75.0,114.0,72.0,636.0
10140,"Albuquerque, NM: Albuquerque International Sunport",631.0,89.0,41.0,5.0,4.0,19.0,29.0,57.0,36.0,65.0,74.0,84.0,77.0,580.0
10140,"Albuquerque, NM: Albuquerque International Sunport",634.0,1.0,1.0,1.0,2.0,12.0,12.0,,2.0,3.0,,,,34.0
10140,"Albuquerque, NM: Albuquerque International Sunport",638.0,118.0,132.0,132.0,63.0,34.0,91.0,27.0,22.0,8.0,4.0,26.0,13.0,670.0
10140,"Albuquerque, NM: Albuquerque International Sunport",673.0,407.0,387.0,424.0,112.0,236.0,188.0,221.0,289.0,264.0,407.0,285.0,349.0,3569.0
10140,"Albuquerque, NM: Albuquerque International Sunport",675.0,66.0,74.0,67.0,7.0,,19.0,9.0,2.0,,,,14.0,258.0
10140,"Albuquerque, NM: Albuquerque International Sunport",677.0,4.0,,15.0,,,,,,,,5.0,,24.0
10140,"Albuquerque, NM: Albuquerque International Sunport",694.0,74.0,81.0,79.0,19.0,11.0,8.0,34.0,18.0,5.0,10.0,8.0,14.0,361.0
10140,"Albuquerque, NM: Albuquerque International Sunport",698.0,125.0,116.0,112.0,31.0,35.0,28.0,49.0,36.0,31.0,45.0,56.0,38.0,702.0
10140,"Albuquerque, NM: Albuquerque International Sunport",699.0,33.0,51.0,49.0,5.0,4.0,1.0,1.0,31.0,28.0,28.0,33.0,42.0,306.0
10140,"Albuquerque, NM: Albuquerque International Sunport",721.0,2.0,1.0,1.0,,,,,,,,,,4.0
10140,"Albuquerque, NM: Albuquerque International Sunport",888.0,28.0,1.0,11.0,7.0,44.0,27.0,,22.0,27.0,7.0,8.0,18.0,200.0
10141,"Aberdeen, SD: Aberdeen Regional",629.0,61.0,59.0,60.0,55.0,32.0,30.0,62.0,57.0,63.0,70.0,63.0,56.0,668.0
10146,"Albany, GA: Southwest Georgia Regional",629.0,84.0,81.0,77.0,44.0,23.0,29.0,31.0,60.0,60.0,85.0,82.0,90.0,746.0
10146,"Albany, GA: Southwest Georgia Regional",638.0,1.0,1.0,,,,,,,,,,,2.0
10154,"Nantucket, MA: Nantucket Memorial",125.0,461.0,440.0,336.0,147.0,320.0,587.0,760.0,756.0,790.0,610.0,429.0,346.0,5982.0
10155,"Waco, TX: Waco Regional",631.0,20.0,9.0,46.0,16.0,4.0,,3.0,,,,,,98.0
10155,"Waco, TX: Waco Regional",673.0,7.0,6.0,2.0,,,1.0,3.0,2.0,5.0,3.0,5.0,,34.0
10155,"Waco, TX: Waco Regional",675.0,29.0,38.0,34.0,4.0,44.0,27.0,15.0,8.0,41.0,35.0,73.0,80.0,428.0
10155,"Waco, TX: Waco Regional",676.0,73.0,78.0,38.0,23.0,15.0,6.0,67.0,86.0,47.0,56.0,13.0,10.0,512.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",629.0,172.0,138.0,115.0,5.0,54.0,53.0,86.0,92.0,62.0,18.0,1.0,15.0,811.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",631.0,1.0,,1.0,,,,,,,,,,2.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",673.0,12.0,35.0,43.0,23.0,4.0,,,1.0,26.0,53.0,72.0,54.0,323.0
10158,"Atlantic City, NJ: Atlantic City International",694.0,49.0,45.0,57.0,27.0,14.0,60.0,75.0,9.0,14.0,17.0,55.0,34.0,456.0
10158,"Atlantic City, NJ: Atlantic City International",698.0,39.0,42.0,42.0,8.0,,,,2.0,,,1.0,6.0,140.0
10158,"Atlantic City, NJ: Atlantic City International",699.0,198.0,195.0,205.0,24.0,,,1.0,15.0,7.0,,,14.0,659.0
10158,"Atlantic City, NJ: Atlantic City International",722.0,1.0,5.0,5.0,5.0,13.0,34.0,155.0,103.0,45.0,69.0,109.0,113.0,657.0
10165,"Adak Island, AK: Adak",612.0,9.0,8.0,7.0,6.0,6.0,,9.0,4.0,1.0,,2.0,8.0,60.0
10170,"Kodiak, AK: Kodiak Airport",79.0,175.0,131.0,156.0,100.0,118.0,193.0,212.0,217.0,194.0,193.0,155.0,165.0,2009.0
10170,"Kodiak, AK: Kodiak Airport",416.0,25.0,33.0,34.0,17.0,34.0,42.0,47.0,47.0,48.0,43.0,53.0,41.0,464.0
10170,"Kodiak, AK: Kodiak Airport",432.0,22.0,8.0,,,,,,,,,,,30.0
10170,"Kodiak, AK: Kodiak Airport",483.0,20.0,44.0,,,,,,,,,,3.0,67.0
10170,"Kodiak, AK: Kodiak Airport",612.0,39.0,44.0,52.0,20.0,16.0,23.0,34.0,34.0,28.0,38.0,25.0,34.0,387.0
10170,"Kodiak, AK: Kodiak Airport",614.0,11.0,2.0,,,5.0,7.0,5.0,13.0,17.0,4.0,12.0,6.0,82.0
10184,"Allakaket, AK: Allakaket Airport",416.0,47.0,47.0,38.0,25.0,27.0,33.0,37.0,37.0,33.0,35.0,35.0,38.0,432.0
10185,"Alexandria, LA: Alexandria International",629.0,110.0,104.0,100.0,42.0,23.0,29.0,60.0,58.0,73.0,136.0,138.0,140.0,1013.0
10185,"Alexandria, LA: Alexandria International",638.0,2.0,,,,,1.0,,1.0,,2.0,,,6.0
10185,"Alexandria, LA: Alexandria International",675.0,63.0,80.0,72.0,57.0,38.0,43.0,69.0,83.0,77.0,39.0,58.0,94.0,773.0
10185,"Alexandria, LA: Alexandria International",676.0,82.0,74.0,62.0,20.0,8.0,,27.0,25.0,27.0,44.0,31.0,11.0,411.0
10204,"Angoon, AK: Angoon Seaplane Base",35.0,5.0,,9.0,4.0,3.0,7.0,16.0,2.0,,13.0,45.0,2.0,106.0
10204,"Angoon, AK: Angoon Seaplane Base",40.0,21.0,13.0,5.0,2.0,4.0,24.0,36.0,29.0,11.0,43.0,14.0,2.0,204.0
10204,"Angoon, AK: Angoon Seaplane Base",416.0,18.0,34.0,38.0,20.0,35.0,30.0,27.0,28.0,40.0,4.0,2.0,31.0,307.0
10208,"Augusta, GA: Augusta Regional at Bush Field",608.0,52.0,46.0,10.0,,,,1.0,58.0,59.0,1.0,,,227.0
10208,"Augusta, GA: Augusta Regional at Bush Field",629.0,102.0,93.0,102.0,40.0,1.0,1.0,1.0,2.0,,,1.0,,343.0
10208,"Augusta, GA: Augusta Regional at Bush Field",631.0,56.0,43.0,39.0,27.0,26.0,30.0,8.0,71.0,1.0,41.0,25.0,13.0,380.0
10208,"Augusta, GA: Augusta Regional at Bush Field",638.0,127.0,123.0,171.0,62.0,55.0,60.0,210.0,162.0,214.0,222.0,208.0,224.0,1838.0
10208,"Augusta, GA: Augusta Regional at Bush Field",673.0,31.0,28.0,51.0,27.0,30.0,3.0,24.0,31.0,30.0,31.0,54.0,58.0,398.0
10208,"Augusta, GA: Augusta Regional at Bush Field",675.0,77.0,72.0,50.0,13.0,55.0,60.0,13.0,,,24.0,54.0,63.0,481.0
10221,"Alliance, NE: Alliance Municipal",455.0,54.0,49.0,53.0,52.0,52.0,52.0,54.0,52.0,52.0,53.0,51.0,54.0,628.0
10225,"Wainwright, AK: Wainwright Airport",405.0,24.0,22.0,,,,,,,,,,,46.0
10225,"Wainwright, AK: Wainwright Airport",416.0,92.0,96.0,,84.0,86.0,100.0,103.0,104.0,106.0,78.0,84.0,104.0,1037.0
10237,"Atka, AK: Atka Airport",406.0,8.0,9.0,13.0,13.0,12.0,11.0,7.0,12.0,9.0,11.0,7.0,12.0,124.0
10241,"Akiak, AK: Akiak Airport",35.0,60.0,47.0,16.0,31.0,40.0,29.0,27.0,38.0,41.0,46.0,32.0,38.0,445.0
10241,"Akiak, AK: Akiak Airport",36.0,13.0,9.0,10.0,6.0,16.0,11.0,17.0,11.0,8.0,10.0,8.0,2.0,121.0
10241,"Akiak, AK: Akiak Airport",79.0,13.0,8.0,6.0,2.0,4.0,12.0,9.0,4.0,1.0,3.0,2.0,3.0,67.0
10241,"Akiak, AK: Akiak Airport",416.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,6.0
10243,"Akhiok, AK: Akhiok Airport",79.0,15.0,15.0,14.0,5.0,14.0,15.0,20.0,23.0,18.0,9.0,9.0,12.0,169.0
10243,"Akhiok, AK: Akhiok Airport",416.0,5.0,5.0,7.0,4.0,4.0,4.0,2.0,2.0,4.0,8.0,3.0,4.0,52.0
10245,"King Salmon, AK: King Salmon Airport",35.0,82.0,87.0,100.0,76.0,73.0,138.0,141.0,92.0,103.0,52.0,56.0,80.0,1080.0
10245,"King Salmon, AK: King Salmon Airport",194.0,1.0,2.0,2.0,,5.0,1.0,6.0,4.0,2.0,1.0,7.0,6.0,37.0
10245,"King Salmon, AK: King Salmon Airport",405.0,1.0,,,,,,,,,,,,1.0
10245,"King Salmon, AK: King Salmon Airport",416.0,50.0,46.0,45.0,43.0,49.0,69.0,52.0,67.0,57.0,57.0,42.0,49.0,626.0
10245,"King Salmon, AK: King Salmon Airport",432.0,55.0,55.0,,,,,,,,,,,110.0
10245,"King Salmon, AK: King Salmon Airport",483.0,63.0,23.0,,,,,,,,,,1.0,87.0
10247,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport",194.0,1.0,,1.0,,2.0,3.0,5.0,8.0,6.0,2.0,,,28.0
10247,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport",416.0,56.0,52.0,41.0,30.0,29.0,33.0,38.0,43.0,30.0,35.0,40.0,49.0,476.0
10247,"Anaktuvuk Pass, AK: Anaktuvuk Pass Airport",479.0,18.0,15.0,13.0,9.0,17.0,19.0,17.0,12.0,15.0,21.0,11.0,14.0,181.0
10257,"Albany, NY: Albany International",608.0,6.0,,,11.0,,,7.0,30.0,30.0,31.0,38.0,18.0,171.0
10257,"Albany, NY: Albany International",612.0,218.0,218.0,155.0,68.0,49.0,109.0,185.0,152.0,122.0,128.0,161.0,149.0,1714.0
10257,"Albany, NY: Albany International",614.0,116.0,109.0,178.0,65.0,45.0,93.0,30.0,93.0,43.0,31.0,24.0,12.0,839.0
10257,"Albany, NY: Albany International",629.0,112.0,106.0,109.0,,,1.0,1.0,,1.0,,,2.0,332.0
10257,"Albany, NY: Albany International",631.0,101.0,81.0,52.0,3.0,67.0,96.0,44.0,112.0,33.0,33.0,22.0,21.0,665.0
10257,"Albany, NY: Albany International",638.0,81.0,77.0,66.0,40.0,44.0,62.0,117.0,179.0,87.0,142.0,92.0,81.0,1068.0
10257,"Albany, NY: Albany International",655.0,74.0,80.0,57.0,1.0,,,,,,,,,212.0
10257,"Albany, NY: Albany International",673.0,47.0,69.0,86.0,19.0,3.0,,52.0,59.0,126.0,105.0,86.0,82.0,734.0
10257,"Albany, NY: Albany International",675.0,393.0,369.0,358.0,140.0,72.0,72.0,166.0,190.0,141.0,207.0,225.0,190.0,2523.0
10257,"Albany, NY: Albany International",694.0,148.0,161.0,127.0,36.0,33.0,39.0,66.0,45.0,42.0,48.0,39.0,51.0,835.0
10257,"Albany, NY: Albany International",698.0,40.0,47.0,54.0,34.0,50.0,66.0,87.0,77.0,10.0,1.0,4.0,,470.0
10257,"Albany, NY: Albany International",699.0,3.0,4.0,4.0,3.0,,,,4.0,,1.0,,1.0,20.0
10257,"Albany, NY: Albany International",722.0,22.0,21.0,16.0,3.0,12.0,13.0,12.0,9.0,6.0,3.0,2.0,1.0,120.0
10257,"Albany, NY: Albany International",888.0,21.0,10.0,1.0,,,,,,,,1.0,,33.0
10268,"Waterloo, IA: Waterloo Regional",675.0,51.0,50.0,54.0,23.0,25.0,27.0,56.0,31.0,28.0,26.0,24.0,28.0,423.0
10268,"Waterloo, IA: Waterloo Regional",676.0,7.0,4.0,1.0,,,,,,,,,,12.0
10272,"Alamosa, CO: San Luis Valley Regional/Bergman Field",479.0,120.0,87.0,93.0,103.0,106.0,106.0,109.0,109.0,103.0,98.0,,,1034.0
10275,"Walla Walla, WA: Walla Walla Regional",482.0,61.0,58.0,56.0,22.0,57.0,36.0,31.0,61.0,51.0,61.0,57.0,53.0,604.0
10278,"Lazy Bay, AK: Alitak Seaplane Base",33.0,2.0,,,,,,,,,,,,2.0
10278,"Lazy Bay, AK: Alitak Seaplane Base",40.0,2.0,5.0,4.0,3.0,4.0,9.0,9.0,11.0,8.0,5.0,3.0,4.0,67.0
10279,"Amarillo, TX: Rick Husband Amarillo International",612.0,144.0,129.0,122.0,41.0,56.0,77.0,74.0,107.0,83.0,84.0,93.0,79.0,1089.0
10279,"Amarillo, TX: Rick Husband Amarillo International",614.0,25.0,32.0,5.0,6.0,5.0,3.0,3.0,5.0,13.0,1.0,2.0,3.0,103.0
10279,"Amarillo, TX: Rick Husband Amarillo International",629.0,1.0,2.0,2.0,3.0,22.0,27.0,27.0,31.0,82.0,29.0,29.0,28.0,283.0
10279,"Amarillo, TX: Rick Husband Amarillo International",638.0,139.0,133.0,102.0,30.0,105.0,67.0,13.0,,43.0,13.0,86.0,104.0,835.0
10279,"Amarillo, TX: Rick Husband Amarillo International",673.0,14.0,2.0,49.0,16.0,4.0,,93.0,105.0,26.0,59.0,28.0,5.0,401.0
10279,"Amarillo, TX: Rick Husband Amarillo International",675.0,116.0,125.0,129.0,32.0,4.0,,7.0,51.0,13.0,53.0,64.0,96.0,690.0
10279,"Amarillo, TX: Rick Husband Amarillo International",676.0,12.0,7.0,4.0,1.0,,,33.0,38.0,63.0,62.0,29.0,9.0,258.0
10279,"Amarillo, TX: Rick Husband Amarillo International",699.0,2.0,,,,,,,,,,1.0,2.0,5.0
10279,"Amarillo, TX: Rick Husband Amarillo International",721.0,1.0,,,,,,,,,,,,1.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",194.0,1.0,1.0,,,,,1.0,,1.0,,4.0,17.0,25.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",405.0,4.0,35.0,,,,,,,,,,,39.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",416.0,325.0,299.0,263.0,117.0,140.0,196.0,351.0,444.0,364.0,367.0,337.0,345.0,3548.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",432.0,227.0,203.0,,,,,,,,,,,430.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",479.0,38.0,34.0,33.0,15.0,23.0,27.0,70.0,55.0,65.0,56.0,49.0,53.0,518.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",483.0,578.0,549.0,,,,,,,,,7.0,332.0,1466.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",612.0,521.0,529.0,530.0,244.0,205.0,280.0,272.0,269.0,285.0,350.0,287.0,301.0,4073.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",614.0,347.0,304.0,267.0,118.0,148.0,182.0,286.0,328.0,320.0,264.0,208.0,301.0,3073.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",622.0,23.0,19.0,23.0,,,,0.0,,,,49.0,65.0,179.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",634.0,25.0,18.0,27.0,13.0,24.0,51.0,45.0,35.0,20.0,29.0,17.0,,304.0
10299,"Anchorage, AK: Ted Stevens Anchorage International",888.0,401.0,330.0,349.0,105.0,167.0,381.0,534.0,605.0,444.0,329.0,295.0,237.0,4177.0
10304,"Aniak, AK: Aniak Airport",35.0,238.0,179.0,70.0,125.0,203.0,182.0,250.0,190.0,250.0,174.0,128.0,129.0,2118.0
10304,"Aniak, AK: Aniak Airport",416.0,73.0,114.0,5.0,14.0,31.0,17.0,42.0,34.0,1.0,41.0,35.0,47.0,454.0
10304,"Aniak, AK: Aniak Airport",483.0,31.0,28.0,,,,,,,,,,,59.0
10313,"Anvik, AK: Anvik Airport",35.0,31.0,17.0,7.0,7.0,17.0,9.0,19.0,10.0,12.0,12.0,2.0,5.0,148.0
10313,"Anvik, AK: Anvik Airport",416.0,8.0,21.0,,2.0,2.0,,3.0,2.0,,3.0,1.0,2.0,44.0
10322,"Altoona, PA: Altoona-Blair County",416.0,92.0,101.0,113.0,111.0,115.0,111.0,112.0,112.0,111.0,115.0,111.0,106.0,1310.0
10333,"Alpena, MI: Alpena County Regional",629.0,57.0,52.0,52.0,53.0,38.0,31.0,54.0,56.0,53.0,54.0,52.0,52.0,604.0
10349,"Arctic Village, AK: Arctic Village Airport",416.0,37.0,31.0,31.0,23.0,31.0,35.0,35.0,32.0,35.0,39.0,34.0,40.0,403.0
10349,"Arctic Village, AK: Arctic Village Airport",479.0,3.0,2.0,5.0,1.0,1.0,2.0,,,3.0,,,,17.0
10361,"Watertown, NY: Watertown International",675.0,64.0,52.0,57.0,54.0,32.0,25.0,53.0,53.0,38.0,52.0,49.0,55.0,584.0
10372,"Aspen, CO: Aspen Pitkin County Sardy Field",631.0,815.0,791.0,667.0,73.0,93.0,106.0,229.0,281.0,210.0,236.0,230.0,568.0,4299.0
10396,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial",405.0,9.0,13.0,,,,,,,,,,,22.0
10396,"Atqasuk, AK: Atqasuk Edward Burnell Sr. Memorial",416.0,66.0,57.0,,45.0,52.0,58.0,59.0,62.0,57.0,49.0,53.0,66.0,624.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",359.0,1.0,,,,,,,5.0,5.0,5.0,1.0,1.0,18.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",415.0,24.0,24.0,27.0,24.0,26.0,26.0,27.0,25.0,26.0,26.0,26.0,26.0,307.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",479.0,135.0,117.0,125.0,116.0,130.0,127.0,117.0,112.0,51.0,52.0,52.0,54.0,1188.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",608.0,4381.0,3950.0,3100.0,1464.0,1267.0,2582.0,3588.0,3213.0,2928.0,2545.0,2844.0,2887.0,34749.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",612.0,2919.0,2804.0,2741.0,991.0,1093.0,1589.0,2201.0,2332.0,1785.0,1946.0,1856.0,1710.0,23967.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",614.0,1681.0,1489.0,1457.0,880.0,842.0,1302.0,1661.0,2672.0,2352.0,2233.0,1972.0,1554.0,20095.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",622.0,2135.0,2147.0,1873.0,382.0,322.0,486.0,790.0,1235.0,1279.0,1393.0,1393.0,1236.0,14671.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",623.0,199.0,161.0,90.0,4.0,1.0,33.0,379.0,366.0,390.0,479.0,397.0,405.0,2904.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",624.0,5.0,9.0,7.0,1.0,1.0,4.0,31.0,135.0,65.0,84.0,205.0,305.0,852.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",626.0,197.0,145.0,115.0,8.0,5.0,68.0,152.0,139.0,81.0,303.0,329.0,346.0,1888.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",627.0,64.0,58.0,32.0,,,1.0,2.0,7.0,1.0,5.0,,,170.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",629.0,3104.0,2809.0,2788.0,1058.0,701.0,765.0,1446.0,1697.0,1642.0,1802.0,1945.0,1826.0,21583.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",631.0,470.0,362.0,423.0,14.0,2.0,,3.0,31.0,3.0,2.0,9.0,12.0,1331.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",638.0,2457.0,2228.0,2288.0,706.0,809.0,922.0,1952.0,2561.0,2439.0,2955.0,3054.0,4218.0,26589.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",655.0,3169.0,2955.0,2795.0,979.0,1108.0,36.0,,,,,,,11042.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",656.0,1624.0,1431.0,1169.0,183.0,101.0,3.0,,,,,,,4511.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",673.0,547.0,548.0,529.0,245.0,300.0,380.0,381.0,436.0,327.0,369.0,577.0,970.0,5609.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",675.0,2.0,,,,,,,,,,,,2.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",677.0,233.0,208.0,208.0,14.0,7.0,19.0,81.0,61.0,104.0,31.0,76.0,89.0,1131.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",678.0,281.0,266.0,243.0,26.0,1.0,6.0,,67.0,54.0,53.0,17.0,33.0,1047.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",687.0,67.0,64.0,127.0,,7.0,32.0,30.0,26.0,3.0,36.0,36.0,29.0,457.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",694.0,1411.0,1367.0,1394.0,240.0,33.0,220.0,662.0,1580.0,1401.0,1685.0,1779.0,1653.0,13425.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",696.0,1.0,,1.0,1.0,,1.0,1.0,24.0,6.0,1.0,10.0,6.0,52.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",698.0,701.0,610.0,583.0,254.0,412.0,547.0,1279.0,450.0,545.0,505.0,736.0,759.0,7381.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",699.0,3065.0,2993.0,2465.0,824.0,656.0,1044.0,1827.0,2347.0,2353.0,2522.0,2621.0,2808.0,25525.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",722.0,387.0,352.0,330.0,45.0,89.0,238.0,339.0,215.0,187.0,257.0,248.0,274.0,2961.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",723.0,11.0,12.0,14.0,6.0,4.0,1.0,87.0,,,1.0,2.0,,138.0
10397,"Atlanta, GA: Hartsfield-Jackson Atlanta International",888.0,3056.0,2981.0,2490.0,587.0,336.0,480.0,1313.0,2203.0,2184.0,2169.0,2014.0,1894.0,21707.0
10405,"Atmautluak, AK: Atmautluak Airport",26.0,22.0,14.0,12.0,14.0,21.0,13.0,25.0,16.0,20.0,13.0,12.0,12.0,194.0
10405,"Atmautluak, AK: Atmautluak Airport",35.0,96.0,57.0,49.0,59.0,77.0,57.0,66.0,64.0,76.0,66.0,64.0,51.0,782.0
10405,"Atmautluak, AK: Atmautluak Airport",36.0,17.0,10.0,16.0,13.0,15.0,10.0,14.0,20.0,11.0,10.0,8.0,3.0,147.0
10405,"Atmautluak, AK: Atmautluak Airport",79.0,14.0,3.0,,3.0,8.0,10.0,12.0,1.0,2.0,,1.0,,54.0
10405,"Atmautluak, AK: Atmautluak Airport",416.0,6.0,2.0,,2.0,,7.0,2.0,2.0,,5.0,1.0,2.0,29.0
10408,"Appleton, WI: Appleton International",608.0,31.0,29.0,26.0,1.0,,,,26.0,20.0,1.0,,,134.0
10408,"Appleton, WI: Appleton International",629.0,286.0,268.0,261.0,141.0,62.0,118.0,206.0,149.0,120.0,98.0,96.0,182.0,1987.0
10408,"Appleton, WI: Appleton International",631.0,56.0,59.0,61.0,,,,,,10.0,30.0,31.0,6.0,253.0
10408,"Appleton, WI: Appleton International",638.0,75.0,78.0,70.0,3.0,42.0,2.0,19.0,154.0,163.0,178.0,166.0,80.0,1030.0
10408,"Appleton, WI: Appleton International",675.0,76.0,74.0,81.0,39.0,21.0,22.0,68.0,80.0,72.0,64.0,44.0,51.0,692.0
10408,"Appleton, WI: Appleton International",676.0,2.0,2.0,3.0,1.0,,,,,,,,,8.0
10408,"Appleton, WI: Appleton International",694.0,32.0,42.0,47.0,16.0,22.0,36.0,44.0,32.0,30.0,35.0,28.0,42.0,406.0
10408,"Appleton, WI: Appleton International",698.0,12.0,23.0,27.0,2.0,10.0,13.0,13.0,18.0,5.0,10.0,18.0,19.0,170.0
10409,"Watertown, SD: Watertown Regional",629.0,56.0,57.0,57.0,49.0,32.0,30.0,50.0,53.0,51.0,52.0,52.0,49.0,588.0
10414,"Augusta/Waterville, ME: Augusta State",125.0,86.0,72.0,94.0,83.0,103.0,121.0,125.0,124.0,120.0,103.0,84.0,80.0,1195.0
