ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10056,A43,AK,Trident Basin Seaplane Base,Kodiak Island,15.0,15.0,20.0,18.0,30.0,44.0,48.0,40.0,27.0,20.0,18.0,20.0,315.0
10135,ABE,PA,Lehigh Valley International,Allentown/Bethlehem/Easton,495.0,519.0,468.0,185.0,167.0,211.0,233.0,274.0,229.0,330.0,323.0,348.0,3782.0
10136,ABI,TX,Abilene Regional,Abilene,174.0,154.0,168.0,101.0,92.0,90.0,135.0,128.0,121.0,150.0,188.0,194.0,1695.0
10139,ABL,AK,Ambler River,Ambler,96.0,77.0,39.0,24.0,35.0,36.0,43.0,42.0,44.0,35.0,36.0,49.0,556.0
10140,ABQ,NM,Albuquerque International Sunport,Albuquerque,2125.0,2000.0,2008.0,842.0,794.0,978.0,1246.0,1415.0,1160.0,1238.0,1180.0,1112.0,16098.0
10141,ABR,SD,Aberdeen Regional,Aberdeen,61.0,59.0,60.0,55.0,32.0,30.0,62.0,62.0,63.0,73.0,73.0,60.0,690.0
10146,ABY,GA,Southwest Georgia Regional,Albany,85.0,82.0,77.0,44.0,23.0,29.0,31.0,60.0,60.0,85.0,82.0,90.0,748.0
10154,ACK,MA,Nantucket Memorial,Nantucket,461.0,440.0,336.0,147.0,340.0,662.0,1149.0,1159.0,1069.0,776.0,513.0,372.0,7424.0
10155,ACT,TX,Waco Regional,Waco,129.0,131.0,120.0,44.0,63.0,34.0,89.0,96.0,93.0,94.0,91.0,90.0,1074.0
10157,ACV,CA,California Redwood Coast Humboldt County,Arcata/Eureka,185.0,173.0,159.0,28.0,58.0,53.0,86.0,93.0,88.0,71.0,73.0,69.0,1136.0
10158,ACY,NJ,Atlantic City International,Atlantic City,287.0,287.0,309.0,64.0,27.0,94.0,231.0,129.0,66.0,86.0,165.0,167.0,1912.0
10165,ADK,AK,Adak,Adak Island,9.0,8.0,7.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,102.0
10170,ADQ,AK,Kodiak Airport,Kodiak,292.0,263.0,242.0,141.0,174.0,265.0,299.0,311.0,287.0,278.0,246.0,251.0,3049.0
10184,AET,AK,Allakaket Airport,Allakaket,47.0,47.0,41.0,25.0,27.0,35.0,42.0,46.0,40.0,40.0,37.0,38.0,465.0
10185,AEX,LA,Alexandria International,Alexandria,257.0,258.0,234.0,119.0,69.0,73.0,156.0,197.0,177.0,221.0,227.0,245.0,2233.0
10194,AFW,TX,Perot Field Fort Worth Alliance,Dallas/Fort Worth,,,,,,,5.0,,1.0,,,,6.0
10204,AGN,AK,Angoon Seaplane Base,Angoon,44.0,47.0,52.0,26.0,42.0,61.0,79.0,59.0,51.0,60.0,61.0,35.0,617.0
