ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,total_2019,total_2020,total_2021,total_2022
14489,RDM,OR,Roberts Field,Bend/Redmond,482898,224340,422283,514072
14492,RDU,NC,Raleigh-Durham International,Raleigh/Durham,6768116,2328012,4296215,5732379
14512,RFD,IL,Chicago/Rockford International,Rockford,120762,78818,104154,125755
14520,RHI,WI,Rhinelander/Oneida County,Rhinelander,27225,13652,26239,21000
14524,RIC,VA,Richmond International,Richmond,2196628,845432,1609977,2052448
14534,RIW,WY,Central Wyoming Regional,Riverton/Lander,18993,9693,15467,12972
14543,RKS,WY,Southwest Wyoming Regional,Rock Springs,24118,11441,16722,15278
14570,RNO,NV,Reno/Tahoe International,Reno,2148917,959850,1746706,2079489
14574,ROA,VA,Roanoke Blacksburg Regional,Roanoke,359270,143530,239603,297025
14576,ROC,NY,Frederick Douglass Grtr Rochester International,Rochester,1280335,417338,770737,1160408
14588,ROW,NM,Roswell Air Center,Roswell,60541,24054,45054,55691
14633,RST,MN,Rochester International,Rochester,183772,65262,99727,84999
14635,RSW,FL,Southwest Florida International,Fort Myers,4883638,2878643,5091516,5044263
14674,SAF,NM,Santa Fe Municipal,Santa Fe,142535,49881,95081,123404
14679,SAN,CA,San Diego International,San Diego,12228785,4535919,7761307,10887010
14683,SAT,TX,San Antonio International,San Antonio,4907583,1858183,3366779,4551011
14685,SAV,GA,Savannah/Hilton Head International,Savannah,1455694,583142,1372589,1740986
14689,SBA,CA,Santa Barbara Municipal,Santa Barbara,509170,193595,449420,625069
14696,SBN,IN,South Bend International,South Bend,413525,206875,337182,358401
14698,SBP,CA,San Luis County Regional,San Luis Obispo,266971,130830,199836,272620
14704,SBY,MD,Salisbury-Ocean City/Wicomico Regional,Salisbury,70202,34408,58913,47384
14711,SCE,PA,University Park,State College,191020,72444,119987,109678
14716,SCK,CA,Stockton Metro,Stockton,101119,44314,68852,74374
14730,SDF,KY,Louisville Muhammad Ali International,Louisville,2065141,790452,1554234,1908428
14747,SEA,WA,Seattle/Tacoma International,Seattle,22236200,8806001,16633608,20054575
14761,SFB,FL,Orlando Sanford International,Sanford,1493356,752692,1166626,1324965
14771,SFO,CA,San Francisco International,San Francisco,20412326,6196988,10142437,15617797
14783,SGF,MO,Springfield-Branson National,Springfield,582674,290754,478088,538176
14794,SGU,UT,St George Regional,St. George,102428,80566,152608,127946
14802,SHD,VA,Shenandoah Valley Regional,Staunton,17124,6042,13654,11039
14812,SHR,WY,Sheridan County,Sheridan,11706,10250,23704,25103
14814,SHV,LA,Shreveport Regional,Shreveport,330499,155263,247981,275891
14831,SJC,CA,Norman Y. Mineta San Jose International,San Jose,7367892,2172368,3475047,5481416
14842,SJT,TX,San Angelo Regional/Mathis Field,San Angelo,65758,34270,58956,54689
14869,SLC,UT,Salt Lake City International,Salt Lake City,12362168,5836571,10568299,11878530
14877,SLN,KS,Salina Regional,Salina,18788,6778,18367,23228
14893,SMF,CA,Sacramento International,Sacramento,6377519,2659934,4673341,5948742
14905,SMX,CA,Santa Maria Public/Capt. G. Allan Hancock Field,Santa Maria,24125,10293,27268,15485
14908,SNA,CA,John Wayne Airport-Orange County,Santa Ana,5067142,1806650,3755719,5387095
14952,SPI,IL,Abraham Lincoln Capital,Springfield,73159,34216,60208,71704
14960,SPS,TX,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,41232,21300,33460,30812
