ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,total_2019,total_2020,total_2021,total_2022
15389,TWF,ID,Joslin Field - Magic Valley Regional,Twin Falls,52599,24069,35858,17801
15401,TXK,AR,Texarkana Regional-Webb Field,Texarkana,37868,17499,27756,36093
15411,TYR,TX,Tyler Pounds Regional,Tyler,59888,29265,40151,40776
15412,TYS,TN,McGhee Tyson,Knoxville,1249001,569555,978604,1219099
15454,UIN,IL,Quincy Regional-Baldwin Field,Quincy,10041,4908,7378,4747
15582,VEL,UT,Vernal Regional,Vernal,12657,5737,9168,11072
15607,VLD,GA,Valdosta Regional,Valdosta,44223,21727,38560,38517
15624,VPS,FL,Eglin AFB Destin Fort Walton Beach,Valparaiso,813496,459569,983091,988665
15855,WST,RI,Westerly State,Westerly,18260,12720,16902,14419
15919,XNA,AR,Northwest Arkansas National,Fayetteville,888820,340713,600989,810354
16101,YKM,WA,Yakima Air Terminal/McAllister Field,Yakima,67598,29007,45317,35127
16869,XWA,ND,Williston Basin International,Williston,88445,31291,46281,66235
