ORIGIN_AIRPORT_ID,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
10056,"Kodiak Island, AK: Trident Basin Seaplane Base",20443.0,Island Air Service,33.0,1.0,,,,,,,,,,,,1.0
10056,"Kodiak Island, AK: Trident Basin Seaplane Base",20443.0,Island Air Service,40.0,6.0,15.0,17.0,9.0,23.0,48.0,63.0,61.0,18.0,12.0,16.0,15.0,303.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",19790.0,Delta Air Lines Inc.,608.0,2080.0,2496.0,1157.0,,,,,,,,,,5733.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20304.0,SkyWest Airlines Inc.,629.0,2478.0,2347.0,1078.0,195.0,116.0,,124.0,1659.0,1603.0,2167.0,1691.0,1220.0,14678.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20304.0,SkyWest Airlines Inc.,638.0,117.0,40.0,13.0,,,249.0,,,,,51.0,43.0,513.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20363.0,Endeavor Air Inc.,629.0,48.0,45.0,,,,484.0,729.0,,,,,,1306.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20363.0,Endeavor Air Inc.,631.0,774.0,453.0,273.0,,,,,,,,,,1500.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20363.0,Endeavor Air Inc.,638.0,2073.0,1981.0,1182.0,,,,24.0,,,650.0,1033.0,1414.0,8357.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20366.0,ExpressJet Airlines LLC d/b/a aha!,675.0,36.0,,,,,,,,,,,,36.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20368.0,Allegiant Air,694.0,7677.0,13740.0,9130.0,240.0,3525.0,6554.0,7155.0,5202.0,5114.0,8159.0,5908.0,6036.0,78440.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20368.0,Allegiant Air,698.0,4399.0,3090.0,786.0,15.0,369.0,1177.0,908.0,729.0,366.0,240.0,531.0,267.0,12877.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20397.0,PSA Airlines Inc.,638.0,4780.0,4843.0,2868.0,331.0,1046.0,1483.0,2571.0,5431.0,4013.0,4321.0,3758.0,2668.0,38113.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20398.0,Envoy Air,675.0,679.0,760.0,679.0,202.0,491.0,731.0,995.0,1183.0,1000.0,794.0,421.0,377.0,8312.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20398.0,Envoy Air,676.0,18.0,23.0,,,,,,,,,,,41.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20427.0,Piedmont Airlines,675.0,2695.0,2791.0,1395.0,81.0,8.0,,,,,,,1.0,6971.0
10135,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",20500.0,GoJet Airlines LLC d/b/a United Express,530.0,2221.0,1913.0,1145.0,81.0,14.0,,,,,,850.0,559.0,6783.0
10136,"Abilene, TX: Abilene Regional",19805.0,American Airlines Inc.,699.0,138.0,,,,,,,,,,,,138.0
10136,"Abilene, TX: Abilene Regional",20304.0,SkyWest Airlines Inc.,631.0,38.0,,,,,,,,,,,,38.0
10136,"Abilene, TX: Abilene Regional",20398.0,Envoy Air,673.0,317.0,27.0,37.0,,9.0,,67.0,147.0,129.0,71.0,99.0,132.0,1035.0
10136,"Abilene, TX: Abilene Regional",20398.0,Envoy Air,675.0,2269.0,1618.0,716.0,148.0,890.0,1697.0,1910.0,2186.0,2384.0,2247.0,2771.0,3179.0,22015.0
10136,"Abilene, TX: Abilene Regional",20398.0,Envoy Air,676.0,3374.0,3554.0,2445.0,322.0,724.0,1041.0,1920.0,1385.0,1252.0,1972.0,1019.0,1094.0,20102.0
10139,"Ambler, AK: Ambler River",20331.0,Bering Air Inc.,415.0,239.0,187.0,125.0,27.0,61.0,46.0,88.0,58.0,74.0,54.0,60.0,104.0,1123.0
10139,"Ambler, AK: Ambler River",20336.0,Hageland Aviation Service,194.0,41.0,7.0,,,,,,,,,,,48.0
10139,"Ambler, AK: Ambler River",20336.0,Hageland Aviation Service,416.0,84.0,57.0,,,,,,,,,,,141.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19393.0,Southwest Airlines Co.,612.0,78356.0,71641.0,39260.0,2432.0,7743.0,20654.0,24075.0,22531.0,22122.0,24273.0,21953.0,23913.0,358953.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19393.0,Southwest Airlines Co.,614.0,12872.0,14304.0,6357.0,1132.0,2823.0,9310.0,5931.0,7782.0,11206.0,10427.0,5262.0,6096.0,93502.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19790.0,Delta Air Lines Inc.,694.0,254.0,,88.0,70.0,,,,,159.0,,54.0,,625.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19790.0,Delta Air Lines Inc.,699.0,4722.0,8079.0,4587.0,48.0,,,,1698.0,2212.0,2101.0,2374.0,2924.0,28745.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19790.0,Delta Air Lines Inc.,888.0,4109.0,146.0,,,,,,,,,,,4255.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19805.0,American Airlines Inc.,614.0,19159.0,16776.0,8531.0,953.0,462.0,131.0,8484.0,7042.0,6385.0,1928.0,166.0,465.0,70482.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19805.0,American Airlines Inc.,698.0,5955.0,5694.0,4189.0,157.0,1015.0,148.0,,1081.0,1571.0,3381.0,3016.0,2848.0,29055.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19805.0,American Airlines Inc.,699.0,443.0,225.0,570.0,,129.0,147.0,164.0,,,653.0,72.0,,2403.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19805.0,American Airlines Inc.,721.0,197.0,96.0,,,,,,,,,,,293.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19930.0,Alaska Airlines Inc.,694.0,2436.0,3113.0,1740.0,21.0,,,2027.0,,,,,,9337.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19930.0,Alaska Airlines Inc.,698.0,638.0,179.0,147.0,,,,,,,,,,964.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19977.0,United Air Lines Inc.,614.0,115.0,111.0,809.0,7.0,,,,,66.0,,,155.0,1263.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19977.0,United Air Lines Inc.,634.0,114.0,87.0,53.0,,,,,,,,,,254.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19977.0,United Air Lines Inc.,694.0,2787.0,3371.0,996.0,11.0,,,,656.0,,,,,7821.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19977.0,United Air Lines Inc.,698.0,3525.0,2590.0,1000.0,148.0,43.0,,,526.0,34.0,,,,7866.0
10140,"Albuquerque, NM: Albuquerque International Sunport",19977.0,United Air Lines Inc.,888.0,80.0,,748.0,,,,,,,,154.0,,982.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20237.0,Trans States Airlines,675.0,1530.0,600.0,462.0,,,,,,,,,,2592.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20304.0,SkyWest Airlines Inc.,629.0,502.0,2771.0,1777.0,240.0,30.0,20.0,1433.0,1247.0,3386.0,3183.0,4109.0,2699.0,21397.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20304.0,SkyWest Airlines Inc.,631.0,3900.0,1882.0,228.0,50.0,514.0,1210.0,1915.0,1356.0,3094.0,4007.0,3714.0,3076.0,24946.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20304.0,SkyWest Airlines Inc.,673.0,12112.0,10908.0,6291.0,805.0,3132.0,1803.0,4253.0,5406.0,6211.0,8161.0,5624.0,4958.0,69664.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20366.0,ExpressJet Airlines LLC d/b/a aha!,673.0,1441.0,1692.0,424.0,,,,,,,,,,3557.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20366.0,ExpressJet Airlines LLC d/b/a aha!,675.0,1424.0,2924.0,1693.0,68.0,,527.0,249.0,51.0,,,,,6936.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20368.0,Allegiant Air,694.0,135.0,,,,,21.0,98.0,,,23.0,,211.0,488.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20368.0,Allegiant Air,698.0,478.0,1233.0,898.0,,204.0,907.0,841.0,189.0,520.0,669.0,765.0,469.0,7173.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20378.0,Mesa Airlines Inc.,638.0,6840.0,7849.0,4316.0,769.0,988.0,1563.0,1090.0,1026.0,516.0,187.0,1421.0,512.0,27077.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20378.0,Mesa Airlines Inc.,673.0,1707.0,861.0,896.0,,,,460.0,735.0,1421.0,1775.0,,1027.0,8882.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20398.0,Envoy Air,673.0,2446.0,3592.0,3153.0,109.0,2217.0,6758.0,2883.0,1026.0,3101.0,9075.0,4399.0,6044.0,44803.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20409.0,JetBlue Airways,694.0,2253.0,2193.0,1537.0,31.0,84.0,94.0,,,,468.0,356.0,387.0,7403.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20436.0,Frontier Airlines Inc.,698.0,143.0,,,,,,,,,,,,143.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20452.0,Republic Airline,673.0,396.0,,63.0,,,,,,,1067.0,473.0,,1999.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20452.0,Republic Airline,677.0,263.0,,689.0,,,,,,,,267.0,,1219.0
10140,"Albuquerque, NM: Albuquerque International Sunport",20500.0,GoJet Airlines LLC d/b/a United Express,631.0,712.0,,,,,,,,,,,,712.0
10140,"Albuquerque, NM: Albuquerque International Sunport",21167.0,Compass Airlines,673.0,6011.0,5044.0,2240.0,8.0,,,,,,,,,13303.0
10140,"Albuquerque, NM: Albuquerque International Sunport",21599.0,Boutique Air,479.0,243.0,248.0,154.0,44.0,72.0,119.0,117.0,102.0,129.0,100.0,96.0,71.0,1495.0
10140,"Albuquerque, NM: Albuquerque International Sunport",21894.0,"ADVANCED AIR, LLC",458.0,322.0,306.0,213.0,28.0,48.0,92.0,136.0,109.0,123.0,140.0,115.0,97.0,1729.0
10141,"Aberdeen, SD: Aberdeen Regional",20304.0,SkyWest Airlines Inc.,629.0,2318.0,2293.0,1125.0,159.0,175.0,214.0,1006.0,1080.0,1198.0,1489.0,1356.0,1276.0,13689.0
10146,"Albany, GA: Southwest Georgia Regional",20304.0,SkyWest Airlines Inc.,629.0,3157.0,3036.0,1817.0,151.0,4.0,,,,,,,,8165.0
10146,"Albany, GA: Southwest Georgia Regional",20363.0,Endeavor Air Inc.,638.0,65.0,67.0,,,,,,,,,,,132.0
10154,"Nantucket, MA: Nantucket Memorial",20253.0,Cape Air,125.0,1838.0,1662.0,969.0,171.0,676.0,1824.0,2835.0,3306.0,3558.0,2495.0,1446.0,1160.0,21940.0
10155,"Waco, TX: Waco Regional",20304.0,SkyWest Airlines Inc.,631.0,601.0,134.0,907.0,58.0,41.0,,154.0,,,,,,1895.0
10155,"Waco, TX: Waco Regional",20378.0,Mesa Airlines Inc.,673.0,71.0,,,,,,,,,,40.0,,111.0
10155,"Waco, TX: Waco Regional",20398.0,Envoy Air,673.0,129.0,220.0,49.0,,,29.0,218.0,87.0,190.0,106.0,94.0,,1122.0
10155,"Waco, TX: Waco Regional",20398.0,Envoy Air,675.0,465.0,1085.0,807.0,16.0,539.0,809.0,315.0,285.0,1032.0,1133.0,2286.0,2320.0,11092.0
10155,"Waco, TX: Waco Regional",20398.0,Envoy Air,676.0,2225.0,2487.0,776.0,98.0,132.0,134.0,1438.0,2042.0,1046.0,1640.0,401.0,301.0,12720.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",20304.0,SkyWest Airlines Inc.,629.0,6129.0,5035.0,2554.0,24.0,892.0,1409.0,2521.0,3044.0,1642.0,562.0,36.0,515.0,24363.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",20304.0,SkyWest Airlines Inc.,631.0,34.0,,3.0,,,,,,,,,,37.0
10157,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",20304.0,SkyWest Airlines Inc.,673.0,510.0,1953.0,1500.0,250.0,32.0,,,43.0,1503.0,2612.0,2896.0,2325.0,13624.0
10158,"Atlantic City, NJ: Atlantic City International",20416.0,Spirit Air Lines,694.0,6507.0,6686.0,4484.0,497.0,1846.0,7962.0,3634.0,463.0,1423.0,2418.0,4833.0,3428.0,44181.0
10158,"Atlantic City, NJ: Atlantic City International",20416.0,Spirit Air Lines,698.0,4908.0,5225.0,2786.0,51.0,,,,92.0,,,32.0,433.0,13527.0
10158,"Atlantic City, NJ: Atlantic City International",20416.0,Spirit Air Lines,699.0,34923.0,36681.0,20695.0,137.0,,,170.0,1683.0,697.0,,,1452.0,96438.0
10158,"Atlantic City, NJ: Atlantic City International",20416.0,Spirit Air Lines,722.0,68.0,672.0,170.0,33.0,1127.0,4308.0,7732.0,6239.0,4398.0,9432.0,10881.0,11880.0,56940.0
10165,"Adak Island, AK: Adak",19930.0,Alaska Airlines Inc.,612.0,182.0,134.0,181.0,63.0,68.0,,112.0,65.0,9.0,,20.0,68.0,902.0
10170,"Kodiak, AK: Kodiak Airport",19930.0,Alaska Airlines Inc.,612.0,2813.0,3049.0,2531.0,452.0,710.0,1673.0,2613.0,2752.0,2201.0,3110.0,1944.0,1998.0,25846.0
10170,"Kodiak, AK: Kodiak Airport",19930.0,Alaska Airlines Inc.,614.0,730.0,128.0,,,309.0,538.0,381.0,1334.0,1738.0,409.0,1272.0,453.0,7292.0
10170,"Kodiak, AK: Kodiak Airport",20225.0,Peninsula Airways Inc.,432.0,258.0,84.0,,,,,,,,,,,342.0
10170,"Kodiak, AK: Kodiak Airport",20327.0,"Northern Pacific Airways, Inc. Dba  Ravn Alaska",483.0,282.0,627.0,,,,,,,,,,45.0,954.0
10170,"Kodiak, AK: Kodiak Airport",20443.0,Island Air Service,79.0,231.0,154.0,190.0,36.0,74.0,187.0,244.0,260.0,203.0,212.0,156.0,123.0,2070.0
10170,"Kodiak, AK: Kodiak Airport",20443.0,Island Air Service,416.0,112.0,128.0,140.0,7.0,45.0,145.0,152.0,195.0,188.0,134.0,209.0,107.0,1562.0
10184,"Allakaket, AK: Allakaket Airport",20333.0,Wright Air Service,416.0,219.0,224.0,149.0,18.0,38.0,80.0,92.0,109.0,131.0,99.0,69.0,109.0,1337.0
10185,"Alexandria, LA: Alexandria International",20363.0,Endeavor Air Inc.,629.0,4093.0,3885.0,2248.0,329.0,331.0,663.0,1364.0,1295.0,1534.0,1857.0,2169.0,2090.0,21858.0
10185,"Alexandria, LA: Alexandria International",20363.0,Endeavor Air Inc.,638.0,86.0,,,,,29.0,,,,67.0,,,182.0
10185,"Alexandria, LA: Alexandria International",20366.0,ExpressJet Airlines LLC d/b/a aha!,675.0,2145.0,2400.0,1203.0,219.0,252.0,386.0,291.0,429.0,309.0,,,,7634.0
10185,"Alexandria, LA: Alexandria International",20398.0,Envoy Air,675.0,226.0,304.0,242.0,272.0,747.0,1191.0,2023.0,2146.0,2153.0,1326.0,2034.0,2861.0,15525.0
10185,"Alexandria, LA: Alexandria International",20398.0,Envoy Air,676.0,2998.0,2652.0,1344.0,192.0,226.0,,948.0,830.0,936.0,1590.0,1101.0,363.0,13180.0
10204,"Angoon, AK: Angoon Seaplane Base",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,35.0,10.0,,12.0,5.0,0.0,6.0,15.0,0.0,,10.0,52.0,3.0,113.0
10204,"Angoon, AK: Angoon Seaplane Base",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,40.0,38.0,18.0,13.0,2.0,3.0,49.0,85.0,65.0,15.0,77.0,19.0,0.0,384.0
10204,"Angoon, AK: Angoon Seaplane Base",20337.0,Kalinin Aviation LLC d/b/a Alaska Seaplanes,416.0,68.0,122.0,97.0,12.0,49.0,77.0,92.0,78.0,73.0,14.0,1.0,65.0,748.0
10208,"Augusta, GA: Augusta Regional at Bush Field",19790.0,Delta Air Lines Inc.,608.0,4567.0,4380.0,889.0,,,,44.0,2206.0,2419.0,54.0,,,14559.0
