ORIGIN_AIRPORT_ID,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,total
11624,"Key West, FL: Key West International",20401.0,Silver Airways,456.0,6016.0,5841.0,6684.0,6026.0,6406.0,4437.0,4538.0,4367.0,3106.0,4249.0,3547.0,2011.0,57228.0
11624,"Key West, FL: Key West International",20452.0,Republic Airline,673.0,18772.0,18365.0,20612.0,16924.0,12943.0,10604.0,10338.0,10138.0,8950.0,11368.0,13585.0,15349.0,167948.0
11624,"Key West, FL: Key West International",20452.0,Republic Airline,677.0,4543.0,5095.0,7770.0,5279.0,3397.0,2265.0,2060.0,2181.0,1454.0,3302.0,3615.0,4574.0,45535.0
11624,"Key West, FL: Key West International",21618.0,"Southern Airways Express, dba Mokulele Airlines",416.0,112.0,53.0,51.0,39.0,38.0,33.0,27.0,28.0,3.0,0.0,28.0,7.0,419.0
11630,"Fairbanks, AK: Fairbanks International",19790.0,Delta Air Lines Inc.,614.0,687.0,,,,604.0,4708.0,7742.0,7123.0,4232.0,1059.0,,1640.0,27795.0
11630,"Fairbanks, AK: Fairbanks International",19930.0,Alaska Airlines Inc.,612.0,8517.0,9095.0,11677.0,11241.0,8728.0,12094.0,13381.0,9562.0,13783.0,12476.0,17331.0,20411.0,148296.0
11630,"Fairbanks, AK: Fairbanks International",19930.0,Alaska Airlines Inc.,614.0,7772.0,7551.0,7356.0,7372.0,7252.0,7557.0,6303.0,10003.0,5427.0,5707.0,3015.0,2166.0,77481.0
11630,"Fairbanks, AK: Fairbanks International",19930.0,Alaska Airlines Inc.,634.0,942.0,788.0,1340.0,1278.0,2534.0,1919.0,2228.0,2027.0,1746.0,1383.0,617.0,505.0,17307.0
11630,"Fairbanks, AK: Fairbanks International",19930.0,Alaska Airlines Inc.,888.0,15035.0,14899.0,18721.0,10122.0,17569.0,15418.0,18013.0,18160.0,16817.0,17593.0,13620.0,16728.0,192695.0
11630,"Fairbanks, AK: Fairbanks International",20323.0,Warbelow,194.0,155.0,151.0,148.0,177.0,198.0,219.0,242.0,286.0,179.0,159.0,129.0,138.0,2181.0
11630,"Fairbanks, AK: Fairbanks International",20327.0,"Northern Pacific Airways, Inc. Dba  Ravn Alaska",483.0,880.0,798.0,1129.0,667.0,856.0,653.0,381.0,897.0,732.0,428.0,220.0,235.0,7876.0
11630,"Fairbanks, AK: Fairbanks International",20330.0,Ryan Air f/k/a Arctic Transportation,459.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0
11630,"Fairbanks, AK: Fairbanks International",20330.0,Ryan Air f/k/a Arctic Transportation,479.0,0.0,,0.0,,,,,,,,,,0.0
11630,"Fairbanks, AK: Fairbanks International",20333.0,Wright Air Service,10.0,5.0,2.0,,0.0,2.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,25.0
11630,"Fairbanks, AK: Fairbanks International",20333.0,Wright Air Service,416.0,1853.0,1927.0,1660.0,2070.0,2244.0,2521.0,2249.0,2717.0,2120.0,2161.0,1872.0,2339.0,25733.0
11630,"Fairbanks, AK: Fairbanks International",20336.0,Hageland Aviation Service,194.0,134.0,167.0,241.0,155.0,225.0,195.0,176.0,176.0,154.0,132.0,145.0,134.0,2034.0
11630,"Fairbanks, AK: Fairbanks International",20336.0,Hageland Aviation Service,405.0,330.0,341.0,404.0,438.0,367.0,321.0,396.0,548.0,529.0,474.0,158.0,331.0,4637.0
11630,"Fairbanks, AK: Fairbanks International",20336.0,Hageland Aviation Service,416.0,13.0,,,,18.0,48.0,8.0,,24.0,,186.0,65.0,362.0
11630,"Fairbanks, AK: Fairbanks International",20342.0,40-Mile Air,35.0,12.0,9.0,18.0,26.0,7.0,19.0,,10.0,13.0,10.0,13.0,17.0,154.0
11630,"Fairbanks, AK: Fairbanks International",20408.0,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,416.0,69.0,92.0,96.0,48.0,46.0,58.0,49.0,44.0,73.0,96.0,72.0,71.0,814.0
11630,"Fairbanks, AK: Fairbanks International",20408.0,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,479.0,28.0,22.0,46.0,34.0,74.0,56.0,22.0,50.0,41.0,77.0,38.0,82.0,570.0
11630,"Fairbanks, AK: Fairbanks International",21167.0,Compass Airlines,673.0,1230.0,1586.0,2072.0,1461.0,1290.0,385.0,,,,,,,8024.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,608.0,1240.0,1683.0,7708.0,2212.0,2099.0,2515.0,3176.0,2506.0,,,63.0,,23202.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,614.0,159.0,,,3404.0,1069.0,150.0,125.0,,,,,,4907.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,622.0,4482.0,5070.0,184.0,,,174.0,,,,,,,9910.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,656.0,44.0,,,,,,,,,,,,44.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,694.0,94.0,,,200.0,,218.0,,,123.0,377.0,271.0,,1283.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,698.0,82.0,212.0,225.0,,181.0,,,92.0,2206.0,2603.0,3189.0,2438.0,11228.0
11637,"Fargo, ND: Hector International",19790.0,Delta Air Lines Inc.,888.0,700.0,,,,3725.0,4954.0,5226.0,4492.0,4450.0,,214.0,1663.0,25424.0
11637,"Fargo, ND: Hector International",20046.0,Air Wisconsin Airlines Corp,629.0,946.0,303.0,97.0,72.0,1251.0,2224.0,2431.0,2003.0,2045.0,1929.0,1296.0,1310.0,15907.0
11637,"Fargo, ND: Hector International",20237.0,Trans States Airlines,675.0,2319.0,1625.0,2195.0,3156.0,2681.0,1544.0,1459.0,1997.0,2573.0,2067.0,4020.0,3757.0,29393.0
11637,"Fargo, ND: Hector International",20304.0,SkyWest Airlines Inc.,629.0,3325.0,4159.0,8181.0,6436.0,6028.0,6314.0,8538.0,8866.0,6506.0,8480.0,3402.0,5099.0,75334.0
11637,"Fargo, ND: Hector International",20304.0,SkyWest Airlines Inc.,631.0,313.0,,261.0,239.0,1223.0,5139.0,7217.0,5844.0,348.0,325.0,1533.0,148.0,22590.0
11637,"Fargo, ND: Hector International",20304.0,SkyWest Airlines Inc.,673.0,5051.0,1089.0,1115.0,1010.0,1341.0,495.0,91.0,88.0,48.0,1882.0,773.0,124.0,13107.0
11637,"Fargo, ND: Hector International",20363.0,Endeavor Air Inc.,638.0,354.0,,1689.0,2408.0,,,,47.0,,,1690.0,1833.0,8021.0
11637,"Fargo, ND: Hector International",20368.0,Allegiant Air,694.0,5330.0,6455.0,6514.0,3612.0,2151.0,3473.0,3947.0,2820.0,1575.0,3928.0,3165.0,4588.0,47558.0
11637,"Fargo, ND: Hector International",20368.0,Allegiant Air,698.0,2910.0,3533.0,4707.0,3840.0,2574.0,2431.0,2853.0,1812.0,1201.0,2044.0,3084.0,3364.0,34353.0
11637,"Fargo, ND: Hector International",20398.0,Envoy Air,673.0,3222.0,3534.0,4676.0,3062.0,4668.0,3497.0,3702.0,3422.0,4372.0,4830.0,4974.0,6164.0,50123.0
11637,"Fargo, ND: Hector International",20398.0,Envoy Air,675.0,2806.0,2793.0,2624.0,2843.0,2174.0,1314.0,953.0,972.0,953.0,1878.0,1103.0,1316.0,21729.0
11637,"Fargo, ND: Hector International",20436.0,Frontier Airlines Inc.,694.0,371.0,400.0,606.0,,933.0,1187.0,827.0,1179.0,672.0,435.0,514.0,976.0,8100.0
11637,"Fargo, ND: Hector International",20436.0,Frontier Airlines Inc.,698.0,247.0,,388.0,502.0,110.0,127.0,,,,125.0,950.0,1442.0,3891.0
11637,"Fargo, ND: Hector International",20436.0,Frontier Airlines Inc.,722.0,994.0,991.0,766.0,963.0,1147.0,634.0,1474.0,1075.0,1339.0,1198.0,979.0,694.0,12254.0
11637,"Fargo, ND: Hector International",20500.0,GoJet Airlines LLC d/b/a United Express,631.0,2058.0,2124.0,221.0,1145.0,4094.0,3709.0,1732.0,1709.0,1638.0,1522.0,212.0,203.0,20367.0
11637,"Fargo, ND: Hector International",20500.0,GoJet Airlines LLC d/b/a United Express,638.0,40.0,,,,91.0,,,,,143.0,,,274.0
11638,"Fresno, CA: Fresno Yosemite International",19687.0,Horizon Air,673.0,1071.0,,,,,,,316.0,1647.0,1697.0,229.0,,4960.0
11638,"Fresno, CA: Fresno Yosemite International",19805.0,American Airlines Inc.,614.0,8632.0,8001.0,8852.0,10549.0,11301.0,10750.0,11363.0,11126.0,10499.0,10630.0,10742.0,11535.0,123980.0
11638,"Fresno, CA: Fresno Yosemite International",19805.0,American Airlines Inc.,655.0,126.0,,,,,,,,,,,,126.0
11638,"Fresno, CA: Fresno Yosemite International",20304.0,SkyWest Airlines Inc.,629.0,14151.0,12020.0,12423.0,11816.0,12521.0,15999.0,16307.0,14017.0,13228.0,12294.0,9496.0,10631.0,154903.0
11638,"Fresno, CA: Fresno Yosemite International",20304.0,SkyWest Airlines Inc.,631.0,7856.0,7605.0,9067.0,8275.0,15537.0,13621.0,13162.0,9389.0,8278.0,8745.0,8363.0,7926.0,117824.0
11638,"Fresno, CA: Fresno Yosemite International",20304.0,SkyWest Airlines Inc.,673.0,12241.0,11108.0,13567.0,17379.0,18081.0,17766.0,17547.0,17374.0,19340.0,19253.0,21467.0,21256.0,206379.0
11638,"Fresno, CA: Fresno Yosemite International",20368.0,Allegiant Air,698.0,4669.0,4844.0,5247.0,5227.0,6109.0,6803.0,7198.0,6522.0,5912.0,6127.0,6371.0,6808.0,71837.0
11638,"Fresno, CA: Fresno Yosemite International",20378.0,Mesa Airlines Inc.,638.0,4644.0,6298.0,9297.0,8994.0,732.0,1824.0,2009.0,2725.0,2080.0,3837.0,3665.0,3827.0,49932.0
11638,"Fresno, CA: Fresno Yosemite International",20436.0,Frontier Airlines Inc.,694.0,634.0,610.0,520.0,135.0,357.0,,171.0,,286.0,345.0,143.0,,3201.0
11638,"Fresno, CA: Fresno Yosemite International",20436.0,Frontier Airlines Inc.,699.0,158.0,,,,2143.0,2413.0,2417.0,1991.0,629.0,600.0,265.0,,10616.0
11638,"Fresno, CA: Fresno Yosemite International",20436.0,Frontier Airlines Inc.,722.0,1149.0,662.0,1425.0,2036.0,,181.0,,175.0,921.0,1121.0,1378.0,1646.0,10694.0
11638,"Fresno, CA: Fresno Yosemite International",21167.0,Compass Airlines,673.0,1217.0,1203.0,1288.0,1363.0,127.0,,,,1542.0,1820.0,695.0,1256.0,10511.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",19790.0,Delta Air Lines Inc.,608.0,512.0,,,,,,,,,,,1108.0,1620.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",19790.0,Delta Air Lines Inc.,694.0,3107.0,3359.0,4135.0,126.0,4144.0,1012.0,,,,,,,15883.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20046.0,Air Wisconsin Airlines Corp,629.0,1540.0,1477.0,314.0,,,,,,,,,,3331.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20304.0,SkyWest Airlines Inc.,629.0,4254.0,4171.0,5127.0,4852.0,4962.0,4714.0,4818.0,4986.0,4604.0,3617.0,4516.0,4343.0,54964.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20363.0,Endeavor Air Inc.,629.0,0.0,,,,,,,,,229.0,48.0,,277.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20397.0,PSA Airlines Inc.,631.0,3656.0,1969.0,1498.0,2088.0,4208.0,3879.0,1637.0,2168.0,1404.0,3258.0,3017.0,3332.0,32114.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20397.0,PSA Airlines Inc.,638.0,1582.0,1603.0,2168.0,2906.0,3930.0,3274.0,4852.0,4942.0,3778.0,3516.0,4457.0,5350.0,42358.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20398.0,Envoy Air,676.0,840.0,1378.0,1266.0,39.0,2194.0,2234.0,2246.0,2318.0,2242.0,2306.0,2260.0,1739.0,21062.0
11641,"Fayetteville, NC: Fayetteville Regional/Grannis Field",20427.0,Piedmont Airlines,675.0,2258.0,2095.0,3595.0,3554.0,427.0,228.0,208.0,186.0,43.0,,,63.0,12657.0
11648,"Kalispell, MT: Glacier Park International",19687.0,Horizon Air,482.0,2723.0,1638.0,3425.0,3211.0,3920.0,1961.0,1991.0,2024.0,1989.0,110.0,1330.0,2262.0,26584.0
11648,"Kalispell, MT: Glacier Park International",19687.0,Horizon Air,673.0,2301.0,2285.0,2094.0,1030.0,1157.0,4199.0,6021.0,5810.0,6219.0,6048.0,3482.0,3576.0,44222.0
11648,"Kalispell, MT: Glacier Park International",19790.0,Delta Air Lines Inc.,694.0,2990.0,3599.0,237.0,,,3756.0,8741.0,4772.0,4419.0,,,,28514.0
11648,"Kalispell, MT: Glacier Park International",19790.0,Delta Air Lines Inc.,698.0,504.0,132.0,3485.0,3177.0,3646.0,6304.0,7232.0,10190.0,3649.0,4350.0,3451.0,1991.0,48111.0
11648,"Kalispell, MT: Glacier Park International",19977.0,United Air Lines Inc.,698.0,127.0,,,,,326.0,748.0,2091.0,968.0,190.0,192.0,692.0,5334.0
11648,"Kalispell, MT: Glacier Park International",20237.0,Trans States Airlines,675.0,847.0,2064.0,4033.0,2511.0,2424.0,1190.0,1147.0,944.0,,,,669.0,15829.0
11648,"Kalispell, MT: Glacier Park International",20304.0,SkyWest Airlines Inc.,629.0,197.0,153.0,37.0,137.0,1629.0,1742.0,2538.0,3520.0,3873.0,3986.0,2996.0,2420.0,23228.0
11648,"Kalispell, MT: Glacier Park International",20304.0,SkyWest Airlines Inc.,631.0,1250.0,1303.0,3960.0,,430.0,,,132.0,,,,568.0,7643.0
11648,"Kalispell, MT: Glacier Park International",20304.0,SkyWest Airlines Inc.,673.0,4202.0,1632.0,287.0,,,1487.0,6410.0,6996.0,4096.0,2619.0,210.0,2326.0,30265.0
11648,"Kalispell, MT: Glacier Park International",20368.0,Allegiant Air,698.0,1197.0,1085.0,1264.0,1035.0,1290.0,2235.0,2378.0,2414.0,1301.0,1446.0,1198.0,1702.0,18545.0
11648,"Kalispell, MT: Glacier Park International",20452.0,Republic Airline,673.0,2902.0,1647.0,,,,,,,,,,,4549.0
11648,"Kalispell, MT: Glacier Park International",20452.0,Republic Airline,677.0,338.0,65.0,,,,,,,,,,,403.0
11648,"Kalispell, MT: Glacier Park International",20500.0,GoJet Airlines LLC d/b/a United Express,631.0,862.0,116.0,60.0,,,,70.0,,,195.0,,312.0,1615.0
11648,"Kalispell, MT: Glacier Park International",21167.0,Compass Airlines,673.0,399.0,260.0,332.0,,,1162.0,2010.0,1999.0,203.0,,,693.0,7058.0
11650,"Minneapolis, MN: Flying Cloud",21599.0,Boutique Air,479.0,5.0,,,,,,,,,,,,5.0
11684,"Franklin/Oil City, PA: Venango Regional",21618.0,"Southern Airways Express, dba Mokulele Airlines",416.0,134.0,107.0,144.0,162.0,156.0,205.0,245.0,223.0,185.0,108.0,,,1669.0
11695,"Flagstaff, AZ: Flagstaff Pulliam",20304.0,SkyWest Airlines Inc.,631.0,2626.0,3225.0,5211.0,5284.0,9013.0,9261.0,8220.0,8255.0,9255.0,10373.0,8210.0,7001.0,85934.0
11695,"Flagstaff, AZ: Flagstaff Pulliam",20304.0,SkyWest Airlines Inc.,673.0,1303.0,,,2245.0,,,,,,,,,3548.0
11695,"Flagstaff, AZ: Flagstaff Pulliam",20378.0,Mesa Airlines Inc.,638.0,1075.0,725.0,1488.0,1280.0,102.0,,132.0,118.0,188.0,222.0,391.0,1204.0,6925.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19393.0,Southwest Airlines Co.,612.0,175937.0,157472.0,201119.0,170635.0,164847.0,143463.0,144159.0,127348.0,100028.0,111438.0,141109.0,153014.0,1790569.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19393.0,Southwest Airlines Co.,614.0,97384.0,92585.0,107840.0,98498.0,98043.0,91338.0,91525.0,90714.0,53192.0,82395.0,103419.0,113738.0,1120671.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19393.0,Southwest Airlines Co.,838.0,13506.0,11529.0,4853.0,,,,,,,,,,29888.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,608.0,2443.0,2595.0,3175.0,3150.0,3216.0,722.0,,168.0,,,,954.0,16423.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,614.0,2094.0,605.0,,4403.0,9087.0,8935.0,8416.0,8458.0,10645.0,7604.0,3579.0,5907.0,69733.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,622.0,53811.0,47288.0,69785.0,73495.0,77898.0,77295.0,82724.0,70775.0,51936.0,63091.0,69252.0,63373.0,800723.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,626.0,196.0,474.0,641.0,840.0,975.0,385.0,203.0,,1220.0,187.0,400.0,188.0,5709.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,655.0,2610.0,,2125.0,,,2904.0,2875.0,1156.0,,2910.0,,1896.0,16476.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,656.0,154.0,,,2087.0,,158.0,,688.0,175.0,142.0,,1955.0,5359.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,694.0,17442.0,12979.0,24311.0,14732.0,19362.0,10441.0,10632.0,9550.0,14791.0,17378.0,21890.0,19973.0,193481.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,698.0,3294.0,4141.0,234.0,,,3280.0,3801.0,3917.0,12924.0,14042.0,1403.0,119.0,47155.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,699.0,61717.0,58790.0,64808.0,56819.0,47129.0,47606.0,46087.0,55156.0,11104.0,4074.0,14549.0,31133.0,498972.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19790.0,Delta Air Lines Inc.,888.0,15437.0,13134.0,7155.0,6017.0,5855.0,8313.0,9957.0,8906.0,6406.0,10428.0,10086.0,17109.0,118803.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19805.0,American Airlines Inc.,614.0,33483.0,26822.0,27609.0,24159.0,14321.0,12532.0,13638.0,14011.0,18733.0,19625.0,22479.0,32834.0,260246.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19805.0,American Airlines Inc.,694.0,15641.0,12524.0,12352.0,12490.0,18286.0,19499.0,19703.0,15233.0,11745.0,10591.0,8987.0,7426.0,164477.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19805.0,American Airlines Inc.,698.0,2404.0,2285.0,3280.0,5794.0,7970.0,7794.0,5041.0,7072.0,888.0,3770.0,1530.0,3014.0,50842.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19805.0,American Airlines Inc.,699.0,34584.0,38533.0,51415.0,41124.0,34373.0,37534.0,40908.0,41195.0,21600.0,32123.0,44065.0,47147.0,464601.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19930.0,Alaska Airlines Inc.,614.0,6469.0,5684.0,7117.0,7653.0,8480.0,1499.0,,,2017.0,4205.0,10083.0,19733.0,72940.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19930.0,Alaska Airlines Inc.,694.0,1136.0,,3946.0,5020.0,2565.0,1703.0,2196.0,1369.0,924.0,,,,18859.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19930.0,Alaska Airlines Inc.,698.0,2325.0,,3370.0,5506.0,2085.0,2104.0,1979.0,1801.0,491.0,,,,19661.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19930.0,Alaska Airlines Inc.,721.0,7273.0,7540.0,2440.0,148.0,442.0,4462.0,5417.0,5833.0,2999.0,4268.0,603.0,,41425.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19930.0,Alaska Airlines Inc.,888.0,590.0,1436.0,1201.0,916.0,938.0,,152.0,,,157.0,4931.0,1334.0,11655.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,614.0,34097.0,29535.0,30849.0,26428.0,36129.0,14054.0,10128.0,12916.0,7406.0,12456.0,20413.0,26448.0,260859.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,634.0,5201.0,3839.0,1549.0,812.0,4185.0,4143.0,4437.0,6545.0,2322.0,7672.0,5013.0,5372.0,51090.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,694.0,17859.0,14613.0,21696.0,26730.0,28125.0,7656.0,3051.0,4875.0,4987.0,6723.0,8766.0,26027.0,171108.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,698.0,1090.0,414.0,343.0,,92.0,124.0,482.0,487.0,1977.0,2418.0,3633.0,3733.0,14793.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,839.0,4703.0,4053.0,1657.0,,,,,,,,,,10413.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",19977.0,United Air Lines Inc.,888.0,33776.0,33698.0,55834.0,47671.0,27729.0,52067.0,61010.0,49039.0,35877.0,33800.0,37457.0,36720.0,504678.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20363.0,Endeavor Air Inc.,638.0,54.0,,,,,140.0,142.0,,,,,,336.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20368.0,Allegiant Air,694.0,34338.0,34756.0,51231.0,44648.0,41585.0,48237.0,51310.0,39625.0,21869.0,34422.0,34965.0,41474.0,478460.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20401.0,Silver Airways,456.0,6522.0,8285.0,7510.0,7173.0,7359.0,4918.0,4765.0,5177.0,2694.0,3869.0,3228.0,2526.0,64026.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20409.0,JetBlue Airways,678.0,49371.0,46100.0,52780.0,51571.0,48096.0,44523.0,44602.0,44709.0,28688.0,35004.0,50300.0,49053.0,544797.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20409.0,JetBlue Airways,694.0,143790.0,131348.0,160502.0,155353.0,156904.0,142331.0,148636.0,144562.0,133426.0,157559.0,152916.0,156556.0,1783883.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20409.0,JetBlue Airways,699.0,53855.0,52990.0,67373.0,62907.0,51602.0,50987.0,54695.0,53426.0,37734.0,40156.0,46208.0,51311.0,623244.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20416.0,Spirit Air Lines,694.0,98996.0,68942.0,82085.0,76032.0,69935.0,76635.0,85383.0,84172.0,67133.0,76708.0,83594.0,101521.0,971136.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20416.0,Spirit Air Lines,698.0,52477.0,51530.0,60260.0,59009.0,66983.0,57941.0,56292.0,52717.0,47765.0,57358.0,49157.0,37592.0,649081.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20416.0,Spirit Air Lines,699.0,126478.0,119233.0,153716.0,138368.0,111808.0,100641.0,104618.0,100758.0,91906.0,111403.0,125979.0,130745.0,1415653.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20436.0,Frontier Airlines Inc.,694.0,504.0,1161.0,2332.0,2088.0,1210.0,862.0,1557.0,971.0,1936.0,2853.0,3253.0,4975.0,23702.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20436.0,Frontier Airlines Inc.,699.0,3579.0,3058.0,3818.0,3377.0,8058.0,7473.0,4735.0,6191.0,3003.0,3516.0,2198.0,82.0,49088.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20436.0,Frontier Airlines Inc.,722.0,2286.0,1345.0,3622.0,5151.0,2917.0,2788.0,5233.0,4308.0,3995.0,7182.0,10956.0,10027.0,59810.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20500.0,GoJet Airlines LLC d/b/a United Express,631.0,182.0,,,,,65.0,,,,,,47.0,294.0
11697,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",20500.0,GoJet Airlines LLC d/b/a United Express,638.0,143.0,,,,,,,,,,,1166.0,1309.0
11699,"Florence, SC: Florence Regional",20427.0,Piedmont Airlines,675.0,3146.0,2664.0,3334.0,3414.0,4008.0,3799.0,3833.0,3706.0,3470.0,3963.0,3824.0,3776.0,42937.0
11721,"Flint, MI: Bishop International",19790.0,Delta Air Lines Inc.,614.0,4054.0,4174.0,4603.0,2926.0,4048.0,889.0,,2595.0,3837.0,4175.0,3425.0,2752.0,37478.0
11721,"Flint, MI: Bishop International",20046.0,Air Wisconsin Airlines Corp,629.0,2151.0,2278.0,2909.0,4015.0,1456.0,903.0,906.0,2248.0,3942.0,1334.0,2111.0,2355.0,26608.0
11721,"Flint, MI: Bishop International",20304.0,SkyWest Airlines Inc.,629.0,1103.0,1189.0,317.0,48.0,2197.0,1072.0,1148.0,720.0,28.0,403.0,,,8225.0
11721,"Flint, MI: Bishop International",20304.0,SkyWest Airlines Inc.,631.0,1178.0,614.0,183.0,,2407.0,2520.0,2580.0,2344.0,2287.0,2900.0,2482.0,1634.0,21129.0
11721,"Flint, MI: Bishop International",20304.0,SkyWest Airlines Inc.,673.0,1254.0,,,,,,,,,,,,1254.0
11721,"Flint, MI: Bishop International",20363.0,Endeavor Air Inc.,638.0,3566.0,3399.0,4020.0,3609.0,3813.0,3410.0,3687.0,3862.0,3765.0,3937.0,3647.0,4228.0,44943.0
11721,"Flint, MI: Bishop International",20366.0,ExpressJet Airlines LLC d/b/a aha!,675.0,223.0,,,,212.0,180.0,1771.0,666.0,,,164.0,398.0,3614.0
11721,"Flint, MI: Bishop International",20368.0,Allegiant Air,694.0,9020.0,9232.0,9598.0,6988.0,3926.0,2463.0,3021.0,2464.0,2912.0,1992.0,4841.0,7950.0,64407.0
11721,"Flint, MI: Bishop International",20368.0,Allegiant Air,698.0,1678.0,2040.0,3981.0,3542.0,2688.0,3742.0,4473.0,3215.0,1168.0,2714.0,2270.0,2921.0,34432.0
11721,"Flint, MI: Bishop International",20398.0,Envoy Air,675.0,1378.0,1402.0,2868.0,2930.0,2110.0,2048.0,2351.0,2325.0,2114.0,2039.0,1865.0,3021.0,26451.0
11725,"Fort Dodge, IA: Fort Dodge Regional",21253.0,"Multi-Aero, Inc. d/b/a Air Choice One",415.0,565.0,440.0,631.0,680.0,753.0,749.0,782.0,724.0,672.0,664.0,682.0,700.0,8042.0
11726,"Topeka, KS: Topeka Regional",20366.0,ExpressJet Airlines LLC d/b/a aha!,675.0,0.0,,,,,,,,,,,,0.0
11726,"Topeka, KS: Topeka Regional",20378.0,Mesa Airlines Inc.,673.0,46.0,,0.0,,,,,,,,,,46.0
