ORIGIN_AIRPORT_ID,CODE,ORIGIN_STATE_ABR,NAME,LOCATION,category,EAS,diff,pct_change,change_category,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,2019,2020,2021,2022
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19930,Alaska Airlines Inc.,612,Boeing 737-700/700LR/Max 7,1.0,3.0,7.0,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,614,Boeing 737-800,103.0,16.0,16.0,17.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,614,Boeing 737-800,73005.0,51845.0,48897.0,55839.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19930,Alaska Airlines Inc.,614,Boeing 737-800,250.0,161.0,243.0,260.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,614,Boeing 737-800,644.0,410.0,617.0,878.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20422,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,402.0,228.0,301.0,279.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,622,Boeing 757-200,16.0,3.0,6.0,9.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,622,Boeing 757-200,4546.0,1255.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,622,Boeing 757-200,3.0,1.0,1.0,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,626,Boeing 767-300/300ER,271.0,61.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,626,Boeing 767-300/300ER,2.0,1.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,627,Boeing 777-200ER/200LR/233LR,2446.0,969.0,2548.0,672.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,2.0,,,2.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20304,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,1258.0,613.0,5.0,2.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20366,ExpressJet Airlines LLC d/b/a aha!,629,Canadair RJ-200ER /RJ-440,1.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20304,SkyWest Airlines Inc.,631,Canadair RJ-700,11742.0,14314.0,21212.0,29831.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20366,ExpressJet Airlines LLC d/b/a aha!,631,Canadair RJ-700,49.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20500,GoJet Airlines LLC d/b/a United Express,631,Canadair RJ-700,191.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20378,Mesa Airlines Inc.,631,Canadair RJ-700,23.0,69.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20363,Endeavor Air Inc.,631,Canadair RJ-700,2.0,1.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20397,PSA Airlines Inc.,631,Canadair RJ-700,3.0,22.0,12.0,34.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19930,Alaska Airlines Inc.,634,Boeing 737-900,163.0,65.0,128.0,186.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,634,Boeing 737-900,64.0,25.0,,17.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,637,Boeing 777-300/300ER/333ER,55.0,199.0,668.0,41.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20363,Endeavor Air Inc.,638,Canadair CRJ 900,1880.0,364.0,79.0,3.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20378,Mesa Airlines Inc.,638,Canadair CRJ 900,37642.0,22003.0,24039.0,17188.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20304,SkyWest Airlines Inc.,638,Canadair CRJ 900,1114.0,178.0,75.0,7.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20397,PSA Airlines Inc.,638,Canadair CRJ 900,274.0,2535.0,1633.0,341.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,32.0,2.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,14129.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,57.0,4.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20304,SkyWest Airlines Inc.,673,Embraer ERJ-175,3659.0,1297.0,2076.0,510.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20378,Mesa Airlines Inc.,673,Embraer ERJ-175,2179.0,1153.0,1636.0,1057.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20398,Envoy Air,673,Embraer ERJ-175,26392.0,30869.0,37758.0,28897.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20452,Republic Airline,673,Embraer ERJ-175,495.0,529.0,763.0,75.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21167,Compass Airlines,673,Embraer ERJ-175,275.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20366,ExpressJet Airlines LLC d/b/a aha!,673,Embraer ERJ-175,31.0,13.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20366,ExpressJet Airlines LLC d/b/a aha!,675,Embraer-145,35.0,7.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20398,Envoy Air,675,Embraer-145,6238.0,10604.0,27999.0,20753.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20398,Envoy Air,676,Embraer-140,24896.0,13279.0,2475.0,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20452,Republic Airline,677,Embraer-Emb-170,785.0,310.0,368.0,48.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20409,JetBlue Airways,678,Embraer 190,57.0,34.0,350.0,28.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,2698.0,1197.0,1821.0,1337.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,694,Airbus Industrie A320-100/200,1117.0,99.0,5485.0,6957.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,694,Airbus Industrie A320-100/200,1663.0,752.0,767.0,1903.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20409,JetBlue Airways,694,Airbus Industrie A320-100/200,561.0,324.0,347.0,536.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20416,Spirit Air Lines,694,Airbus Industrie A320-100/200,3821.0,1700.0,3453.0,2776.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20436,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,303.0,142.0,554.0,440.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,698,Airbus Industrie A319,1245.0,572.0,920.0,1649.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,698,Airbus Industrie A319,13110.0,19490.0,24371.0,17418.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,698,Airbus Industrie A319,2689.0,1046.0,1140.0,2574.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20436,Frontier Airlines Inc.,698,Airbus Industrie A319,107.0,28.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20416,Spirit Air Lines,698,Airbus Industrie A319,1470.0,655.0,409.0,560.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,699,Airbus Industrie A321/Lr,39013.0,22117.0,40124.0,50686.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20416,Spirit Air Lines,699,Airbus Industrie A321/Lr,2631.0,1752.0,1643.0,2364.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20436,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,63.0,90.0,196.0,562.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,992.0,1417.0,3436.0,2472.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20409,JetBlue Airways,699,Airbus Industrie A321/Lr,11.0,3.0,8.0,8.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,721,Airbus Industrie A321-200n,323.0,1976.0,3294.0,4590.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20436,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,567.0,612.0,1668.0,2762.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20416,Spirit Air Lines,722,Airbus Industrie A320-200n,769.0,955.0,841.0,2277.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,723,A200-100 BD-500-1A10,4097.0,3288.0,2423.0,3654.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,837,Boeing 787-10 Dreamliner,1.0,,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,838,Boeing B737 Max 800,3.0,,429.0,516.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,839,Boeing B737 Max 900,2.0,,15.0,104.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,887,B787-800 Dreamliner,1342.0,753.0,742.0,461.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,888,Boeing 737-900ER,2.0,23.0,5.0,9.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19930,Alaska Airlines Inc.,888,Boeing 737-900ER,1067.0,891.0,1225.0,1018.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,888,Boeing 737-900ER,498.0,96.0,249.0,449.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19805,American Airlines Inc.,889,B787-900 Dreamliner,891.0,768.0,1254.0,1366.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,,1.0,,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20363,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,,2.0,,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,724,A220-300 BD-500-1A11,,1.0,714.0,1297.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20422,Sun Country Airlines d/b/a MN Airlines,612,Boeing 737-700/700LR/Max 7,,,1.0,
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,674,Embraer-135,,,83.0,237.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,675,Embraer-145,,,3.0,176.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21879,Key Lime Air Corporation,675,Embraer-145,,,52.0,207.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20398,Envoy Air,677,Embraer-Emb-170,,,77.0,317.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,838,Boeing B737 Max 800,,,97.0,398.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,889,B787-900 Dreamliner,,,1.0,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21618,"Southern Airways Express, dba Mokulele Airlines",415,Cessna C208B/Grand Caravan,,,,2041.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19977,United Air Lines Inc.,623,Boeing 757-300,,,,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19790,Delta Air Lines Inc.,626,Boeing 767-300/300ER,,,,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,21879,Key Lime Air Corporation,632,Dornier 328 Jet,,,,104.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19687,Horizon Air,673,Embraer ERJ-175,,,,69.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20445,CommuteAir LLC dba CommuteAir,675,Embraer-145,,,,1.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20409,JetBlue Airways,721,Airbus Industrie A321-200n,,,,2.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20436,Frontier Airlines Inc.,721,Airbus Industrie A321-200n,,,,14.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,20409,JetBlue Airways,724,A220-300 BD-500-1A11,,,,146.0
11298,DFW,TX,Dallas/Fort Worth International,Dallas/Fort Worth,more than 5 million,no,loss,-9.8,less than -10%,19930,Alaska Airlines Inc.,839,Boeing B737 Max 900,,,,240.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,359,Airbus Industrie A350-900,2.0,3.0,179.0,260.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,21242,"Mokulele Flight Services, Inc.",416,Cessna 208 Caravan,1019.0,246.0,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,21599,Boutique Air,479,Pilatus PC-12,982.0,863.0,639.0,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19687,Horizon Air,482,De Havilland DHC8-400 Dash-8,17.0,,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,608,Boeing 717-200,3173.0,,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19393,Southwest Airlines Co.,612,Boeing 737-700/700LR/Max 7,31791.0,13434.0,7139.0,12591.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20422,Sun Country Airlines d/b/a MN Airlines,612,Boeing 737-700/700LR/Max 7,40.0,,,1.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19930,Alaska Airlines Inc.,612,Boeing 737-700/700LR/Max 7,40.0,6.0,15.0,18.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,6.0,4.0,3.0,2.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19393,Southwest Airlines Co.,614,Boeing 737-800,7903.0,7937.0,11549.0,12464.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,614,Boeing 737-800,7409.0,4144.0,4561.0,2079.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,614,Boeing 737-800,7892.0,2896.0,3013.0,3243.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19930,Alaska Airlines Inc.,614,Boeing 737-800,2769.0,1020.0,2109.0,1625.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,614,Boeing 737-800,5375.0,2300.0,2637.0,4857.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20422,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,879.0,393.0,644.0,613.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,622,Boeing 757-200,6391.0,3730.0,4449.0,4203.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,622,Boeing 757-200,168.0,,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,622,Boeing 757-200,4296.0,975.0,1437.0,2068.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,623,Boeing 757-300,1929.0,791.0,2155.0,911.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,623,Boeing 757-300,3189.0,1392.0,2501.0,2165.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,624,Boeing 767-400/ER,938.0,30.0,1350.0,720.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,624,Boeing 767-400/ER,7.0,3.0,58.0,54.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,626,Boeing 767-300/300ER,1810.0,1764.0,1139.0,2565.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,626,Boeing 767-300/300ER,76.0,1.0,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,626,Boeing 767-300/300ER,25.0,231.0,773.0,264.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,322.0,86.0,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,627,Boeing 777-200ER/200LR/233LR,189.0,338.0,1352.0,337.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,1692.0,567.0,346.0,1579.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20304,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,9584.0,4169.0,4319.0,4170.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20304,SkyWest Airlines Inc.,631,Canadair RJ-700,8362.0,3772.0,9498.0,3929.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19930,Alaska Airlines Inc.,634,Boeing 737-900,761.0,114.0,223.0,408.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,634,Boeing 737-900,58.0,9.0,3.0,49.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,637,Boeing 777-300/300ER/333ER,36.0,19.0,347.0,191.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,637,Boeing 777-300/300ER/333ER,220.0,225.0,1192.0,371.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20304,SkyWest Airlines Inc.,638,Canadair CRJ 900,317.0,330.0,13.0,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20378,Mesa Airlines Inc.,638,Canadair CRJ 900,2.0,,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19687,Horizon Air,673,Embraer ERJ-175,1414.0,2009.0,4754.0,770.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20304,SkyWest Airlines Inc.,673,Embraer ERJ-175,14018.0,15212.0,31470.0,34139.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,21167,Compass Airlines,673,Embraer ERJ-175,27369.0,5707.0,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20378,Mesa Airlines Inc.,673,Embraer ERJ-175,5.0,0.0,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,382.0,92.0,3.0,1.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,687,Airbus Industrie A330-300/333,23.0,,,
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19790,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,1779.0,978.0,1119.0,1868.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19805,American Airlines Inc.,694,Airbus Industrie A320-100/200,185.0,15.0,293.0,1276.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19930,Alaska Airlines Inc.,694,Airbus Industrie A320-100/200,4764.0,2384.0,3013.0,2399.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,19977,United Air Lines Inc.,694,Airbus Industrie A320-100/200,2188.0,1029.0,1488.0,2428.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20368,Allegiant Air,694,Airbus Industrie A320-100/200,706.0,103.0,821.0,682.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20409,JetBlue Airways,694,Airbus Industrie A320-100/200,584.0,559.0,3022.0,3106.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20416,Spirit Air Lines,694,Airbus Industrie A320-100/200,2928.0,2522.0,3315.0,4436.0
12892,LAX,CA,Los Angeles International,Los Angeles,more than 5 million,no,loss,-23.3,at least -20%,20436,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,196.0,180.0,149.0,
