ORIGIN_AIRPORT_ID,ORIGIN_STATE_ABR,CODE,NAME,AIRLINE_ID,UNIQUE_CARRIER_NAME,AIRCRAFT_TYPE,Description,2019,2020,2021,2022
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",21167,Compass Airlines,673,Embraer ERJ-175,27369,5707,,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20378,Mesa Airlines Inc.,673,Embraer ERJ-175,5,0,,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,382,92,3,1
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,687,Airbus Industrie A330-300/333,23,,,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,1779,978,1119,1868
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,694,Airbus Industrie A320-100/200,185,15,293,1276
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19930,Alaska Airlines Inc.,694,Airbus Industrie A320-100/200,4764,2384,3013,2399
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,694,Airbus Industrie A320-100/200,2188,1029,1488,2428
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20368,Allegiant Air,694,Airbus Industrie A320-100/200,706,103,821,682
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20409,JetBlue Airways,694,Airbus Industrie A320-100/200,584,559,3022,3106
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20416,Spirit Air Lines,694,Airbus Industrie A320-100/200,2928,2522,3315,4436
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20436,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,196,180,149,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19690,Hawaiian Airlines Inc.,696,Airbus Industrie A330-200,1449,859,1324,1558
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,696,Airbus Industrie A330-200,67,1,1,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,696,Airbus Industrie A330-200,273,60,,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,698,Airbus Industrie A319,3568,2190,532,1000
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,698,Airbus Industrie A319,3625,1823,1242,1794
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19930,Alaska Airlines Inc.,698,Airbus Industrie A319,4619,207,,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,698,Airbus Industrie A319,380,438,362,392
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20368,Allegiant Air,698,Airbus Industrie A319,855,955,700,664
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20416,Spirit Air Lines,698,Airbus Industrie A319,2705,1359,1268,668
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20436,Frontier Airlines Inc.,698,Airbus Industrie A319,193,131,1,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,3009,3007,5431,6666
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,699,Airbus Industrie A321/Lr,27228,11664,13022,12885
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20409,JetBlue Airways,699,Airbus Industrie A321/Lr,6361,4083,5682,6958
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20416,Spirit Air Lines,699,Airbus Industrie A321/Lr,1980,1036,846,197
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20436,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,164,65,117,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19690,Hawaiian Airlines Inc.,721,Airbus Industrie A321-200n,729,201,623,713
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19930,Alaska Airlines Inc.,721,Airbus Industrie A321-200n,1319,1049,903,706
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,721,Airbus Industrie A321-200n,724,2485,6469,8931
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20436,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,430,789,492,
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",20416,Spirit Air Lines,722,Airbus Industrie A320-200n,645,994,2975,4872
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,837,Boeing 787-10 Dreamliner,633,486,486,1127
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19393,Southwest Airlines Co.,838,Boeing B737 Max 800,280,,970,1139
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,838,Boeing B737 Max 800,137,,85,19
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,839,Boeing B737 Max 900,446,,2281,3418
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,887,B787-800 Dreamliner,75,222,32,540
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,887,B787-800 Dreamliner,4,222,101,34
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19790,Delta Air Lines Inc.,888,Boeing 737-900ER,5765,3342,5185,7724
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19930,Alaska Airlines Inc.,888,Boeing 737-900ER,5738,2363,1867,3213
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,888,Boeing 737-900ER,9017,4232,4583,5711
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19805,American Airlines Inc.,889,B787-900 Dreamliner,528,453,754,393
12892,CA,LAX,"Los Angeles, CA: Los Angeles International",19977,United Air Lines Inc.,889,B787-900 Dreamliner,177,134,242,384
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,359,Airbus Industrie A350-900,1,2,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",21894,"ADVANCED AIR, LLC",458,Beechcraft Super King Air,2,,,94
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,608,Boeing 717-200,703,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19393,Southwest Airlines Co.,612,Boeing 737-700/700LR/Max 7,50162,30032,30049,44402
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,612,Boeing 737-700/700LR/Max 7,33,24,9,38
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,189,86,64,101
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20422,Sun Country Airlines d/b/a MN Airlines,612,Boeing 737-700/700LR/Max 7,112,,,1
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19393,Southwest Airlines Co.,614,Boeing 737-800,18835,16846,22818,24877
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,614,Boeing 737-800,1863,1379,1723,2055
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,614,Boeing 737-800,4423,2942,2601,2981
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,614,Boeing 737-800,367,298,550,744
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,614,Boeing 737-800,3405,1397,1929,3083
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20422,Sun Country Airlines d/b/a MN Airlines,614,Boeing 737-800,1694,836,1075,1111
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,622,Boeing 757-200,543,767,1592,907
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,622,Boeing 757-200,719,247,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,622,Boeing 757-200,385,131,75,91
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,623,Boeing 757-300,528,375,257,884
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,623,Boeing 757-300,269,80,136,34
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,624,Boeing 767-400/ER,4,142,888,258
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19690,Hawaiian Airlines Inc.,626,Boeing 767-300/300ER,4,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,626,Boeing 767-300/300ER,29,194,934,506
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,626,Boeing 767-300/300ER,340,79,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,626,Boeing 767-300/300ER,3,1,17,3
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,2,3,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,627,Boeing 777-200ER/200LR/233LR,38,50,32,63
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20304,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,5,7,4,2
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20500,GoJet Airlines LLC d/b/a United Express,631,Canadair RJ-700,4,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20304,SkyWest Airlines Inc.,631,Canadair RJ-700,125,4,19,32
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,634,Boeing 737-900,571,222,275,453
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,634,Boeing 737-900,317,121,8,444
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,637,Boeing 777-300/300ER/333ER,2,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20378,Mesa Airlines Inc.,638,Canadair CRJ 900,1,,,1
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20304,SkyWest Airlines Inc.,638,Canadair CRJ 900,361,103,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,2,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,10,,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19687,Horizon Air,673,Embraer ERJ-175,728,897,1146,629
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20304,SkyWest Airlines Inc.,673,Embraer ERJ-175,1521,3269,3391,1945
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",21167,Compass Airlines,673,Embraer ERJ-175,3730,682,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20378,Mesa Airlines Inc.,673,Embraer ERJ-175,2,2,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,674,Embraer-135,722,173,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,2,1,53,100
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,687,Airbus Industrie A330-300/333,1,34,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,103,139,359,220
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,694,Airbus Industrie A320-100/200,557,293,180,87
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,694,Airbus Industrie A320-100/200,2482,961,749,1794
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,694,Airbus Industrie A320-100/200,2572,1106,1102,1654
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20368,Allegiant Air,694,Airbus Industrie A320-100/200,430,1021,1740,4535
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20409,JetBlue Airways,694,Airbus Industrie A320-100/200,2242,982,1872,1481
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20416,Spirit Air Lines,694,Airbus Industrie A320-100/200,10522,5870,6789,9499
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20436,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,2239,1072,1474,2282
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19690,Hawaiian Airlines Inc.,696,Airbus Industrie A330-200,963,284,813,963
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,696,Airbus Industrie A330-200,1,59,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,698,Airbus Industrie A319,262,525,285,111
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,698,Airbus Industrie A319,398,357,110,229
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,698,Airbus Industrie A319,2965,297,,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,698,Airbus Industrie A319,656,692,604,687
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20368,Allegiant Air,698,Airbus Industrie A319,8556,4995,7032,4301
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20416,Spirit Air Lines,698,Airbus Industrie A319,2978,1814,1272,708
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20436,Frontier Airlines Inc.,698,Airbus Industrie A319,257,125,32,
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,6176,2150,1586,3713
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,699,Airbus Industrie A321/Lr,7530,4377,8095,6858
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20409,JetBlue Airways,699,Airbus Industrie A321/Lr,1819,1064,1218,1295
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20416,Spirit Air Lines,699,Airbus Industrie A321/Lr,2192,809,1381,2239
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20436,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,1817,1487,2485,1375
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,721,Airbus Industrie A321-200n,79,33,71,122
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,721,Airbus Industrie A321-200n,33,122,674,1919
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19690,Hawaiian Airlines Inc.,721,Airbus Industrie A321-200n,10,67,172,362
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20436,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,4925,4797,9332,12601
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",20416,Spirit Air Lines,722,Airbus Industrie A320-200n,1980,2612,6664,11256
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,723,A200-100 BD-500-1A10,8,12,3,177
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19393,Southwest Airlines Co.,838,Boeing B737 Max 800,657,,2402,2608
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,838,Boeing B737 Max 800,3,,286,1054
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,839,Boeing B737 Max 900,19,,1066,1020
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,887,B787-800 Dreamliner,104,79,241,22
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19790,Delta Air Lines Inc.,888,Boeing 737-900ER,3634,2678,4485,4582
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19930,Alaska Airlines Inc.,888,Boeing 737-900ER,1399,1308,1698,1488
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19977,United Air Lines Inc.,888,Boeing 737-900ER,5898,2394,3680,4020
12889,NV,LAS,"Las Vegas, NV: Harry Reid International",19805,American Airlines Inc.,889,B787-900 Dreamliner,10,35,18,3
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20500,GoJet Airlines LLC d/b/a United Express,530,Bombardier CRJ550,1,152,868,216
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,608,Boeing 717-200,6825,3343,3949,4870
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19393,Southwest Airlines Co.,612,Boeing 737-700/700LR/Max 7,2727,1672,1488,816
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,4,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,259,103,165,236
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19393,Southwest Airlines Co.,614,Boeing 737-800,518,343,822,1613
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,614,Boeing 737-800,13802,10470,26355,28554
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,614,Boeing 737-800,176,19,34,188
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,614,Boeing 737-800,298,235,477,95
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,622,Boeing 757-200,667,273,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,622,Boeing 757-200,3,1,,3
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,626,Boeing 767-300/300ER,13,5,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20304,SkyWest Airlines Inc.,629,Canadair RJ-200ER /RJ-440,16,5,1,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20363,Endeavor Air Inc.,629,Canadair RJ-200ER /RJ-440,767,136,2,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20397,PSA Airlines Inc.,629,Canadair RJ-200ER /RJ-440,5681,482,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20366,ExpressJet Airlines LLC d/b/a aha!,629,Canadair RJ-200ER /RJ-440,7,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20046,Air Wisconsin Airlines Corp,629,Canadair RJ-200ER /RJ-440,2,,,1
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20304,SkyWest Airlines Inc.,631,Canadair RJ-700,950,32,13,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20366,ExpressJet Airlines LLC d/b/a aha!,631,Canadair RJ-700,21,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20378,Mesa Airlines Inc.,631,Canadair RJ-700,1122,621,9,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20397,PSA Airlines Inc.,631,Canadair RJ-700,30967,22138,27365,15009
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20500,GoJet Airlines LLC d/b/a United Express,631,Canadair RJ-700,177,3,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20363,Endeavor Air Inc.,631,Canadair RJ-700,68,136,94,22
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,634,Boeing 737-900,1,,,60
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20363,Endeavor Air Inc.,638,Canadair CRJ 900,1752,988,711,2816
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20397,PSA Airlines Inc.,638,Canadair CRJ 900,57168,44761,49935,41899
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20500,GoJet Airlines LLC d/b/a United Express,638,Canadair CRJ 900,38,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20304,SkyWest Airlines Inc.,638,Canadair CRJ 900,251,40,572,7
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,18,2,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,655,McDonnell Douglas DC9 Super 80/MD81/82/83/88,2,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,656,McDonnell Douglas MD-90,12,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,669,Bombardier Challenger 604/605,5,14,4,8
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20304,SkyWest Airlines Inc.,673,Embraer ERJ-175,1885,655,1198,861
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20378,Mesa Airlines Inc.,673,Embraer ERJ-175,1198,689,1508,1308
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20452,Republic Airline,673,Embraer ERJ-175,10001,13280,17159,5487
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20366,ExpressJet Airlines LLC d/b/a aha!,673,Embraer ERJ-175,183,221,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,674,Embraer-135,656,591,629,1185
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20366,ExpressJet Airlines LLC d/b/a aha!,675,Embraer-145,86,51,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20398,Envoy Air,675,Embraer-145,23,16,2,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20427,Piedmont Airlines,675,Embraer-145,20112,14184,23192,22715
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20237,Trans States Airlines,675,Embraer-145,1,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20398,Envoy Air,676,Embraer-140,4947,2601,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20452,Republic Airline,677,Embraer-Emb-170,1262,792,490,657
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20409,JetBlue Airways,678,Embraer 190,1598,479,428,449
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,678,Embraer 190,7,3,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",21635,CFM Inc d/b/a Contour Airlines d/b/a One Jet Shuttle,685,Cessna 510 Mustang/560XL Citation Excel,1,,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,687,Airbus Industrie A330-300/333,182,141,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,687,Airbus Industrie A330-300/333,1,,2,1
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,694,Airbus Industrie A320-100/200,29,4,2,7
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,694,Airbus Industrie A320-100/200,19293,13751,11841,11960
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,694,Airbus Industrie A320-100/200,230,45,31,448
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20409,JetBlue Airways,694,Airbus Industrie A320-100/200,18,43,8,184
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20436,Frontier Airlines Inc.,694,Airbus Industrie A320-100/200,366,65,193,162
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20416,Spirit Air Lines,694,Airbus Industrie A320-100/200,675,594,256,172
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,696,Airbus Industrie A330-200,371,285,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,698,Airbus Industrie A319,42,7,445,155
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,698,Airbus Industrie A319,27093,14283,16237,19730
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,698,Airbus Industrie A319,335,87,98,347
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20436,Frontier Airlines Inc.,698,Airbus Industrie A319,57,72,,
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20416,Spirit Air Lines,698,Airbus Industrie A319,5,2,154,461
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,699,Airbus Industrie A321/Lr,5,1,3,60
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,699,Airbus Industrie A321/Lr,36814,26841,32628,42034
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20436,Frontier Airlines Inc.,699,Airbus Industrie A321/Lr,341,272,89,258
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20409,JetBlue Airways,699,Airbus Industrie A321/Lr,4,1,,7
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20416,Spirit Air Lines,699,Airbus Industrie A321/Lr,1,37,88,304
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,721,Airbus Industrie A321-200n,42,116,96,120
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20436,Frontier Airlines Inc.,722,Airbus Industrie A320-200n,675,271,859,1001
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",20416,Spirit Air Lines,722,Airbus Industrie A320-200n,95,57,330,591
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,723,A200-100 BD-500-1A10,1,,4,2
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19393,Southwest Airlines Co.,838,Boeing B737 Max 800,23,,103,160
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19805,American Airlines Inc.,838,Boeing B737 Max 800,2,,161,146
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19977,United Air Lines Inc.,888,Boeing 737-900ER,100,42,17,146
11057,NC,CLT,"Charlotte, NC: Charlotte Douglas International",19790,Delta Air Lines Inc.,888,Boeing 737-900ER,6,2,30,208
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19790,Delta Air Lines Inc.,339,Airbus Industrie A330-900,6,4,333,210
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19790,Delta Air Lines Inc.,359,Airbus Industrie A350-900,4,20,3,91
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19687,Horizon Air,482,De Havilland DHC8-400 Dash-8,25112,19501,23494,17517
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19790,Delta Air Lines Inc.,608,Boeing 717-200,2291,,,
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19393,Southwest Airlines Co.,612,Boeing 737-700/700LR/Max 7,6938,3949,4689,5493
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19930,Alaska Airlines Inc.,612,Boeing 737-700/700LR/Max 7,2659,1480,2064,3266
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",19977,United Air Lines Inc.,612,Boeing 737-700/700LR/Max 7,123,27,177,229
14747,WA,SEA,"Seattle, WA: Seattle/Tacoma International",20422,Sun Country Airlines d/b/a MN Airlines,612,Boeing 737-700/700LR/Max 7,27,,,8
